V1,V2,V3,V4,tst_cat
3.42708208064528,10.3102789589831,-3.56627423186509,-3.48869995908703,1
2.07335056881118,-6.30713493449136,8.7477188618278,-0.534662503855341,1
1.61186696165203,7.14255023878883,-3.42137751894902,-1.00845261506072,1
1.29316498257202,6.95139141195542,-3.24547771479523,-1.05163468698224,1
3.94814917354626,-1.59277158420368,3.0239132760126,1.01241457758481,1
1.94164866362436,6.53272248606086,-0.48438451962908,-3.26244535900759,1
3.45172281900327,7.45295078589656,-3.71082955868025,-0.743309548836733,1
4.65720539244664,-2.87475852084896,3.78042903789316,1.54619161798573,1
2.70513662859484,2.17791332769632,-0.129398145853102,0.467173718396098,1
1.43436565386675,-4.51833075675666,8.54680419410237,-2.06013517011741,1
0.268791696082338,-2.84362745955938,5.48233880523558,-0.77248528896473,1
0.663468927794381,-4.37145958955734,8.97335205553087,-2.72027572140878,1
-0.285493228539594,5.81255773731823,0.705636109800678,-4.08658020893031,1
6.52908032729816,10.7316123198744,-3.89550435806382,-3.10326355828316,1
4.8606017808812,-2.55810760543315,3.87236536178309,1.19791993533045,1
-0.180892709423668,-1.97119266493835,3.89362883836682,-0.0864068553100215,1
4.32258463902899,6.9317852813965,-2.77454645202163,-1.05361353524732,1
2.73524899169464,4.76165934901747,-1.17709021747829,-0.861514743778465,1
3.46422601556317,10.1349573052226,-3.50880103637181,-3.37962486210431,1
4.21485476516889,7.55471051351288,-3.68191879156457,-0.753670435802741,1
0.0906724550351622,6.69027577781967,-1.88302620217552,-2.31316632101128,1
1.09494290477521,2.35714358015407,0.355967931562006,-0.401057287100299,1
2.13245407078306,5.34114585228246,-0.242009848455878,-2.38583380845134,1
-0.887588208828207,12.2524597159698,-2.26901922729183,-7.14284790062274,1
3.16676946443673,5.24956989612506,-0.839508122908464,-1.57163760086324,1
4.91331787402899,5.84500491518854,-2.28021215364327,-0.459634514932191,1
4.84712018677382,0.252764722607394,1.32629040908086,1.11366164576394,1
3.12146605024549,-3.67651073990565,4.8147955179187,1.04776177861927,1
-0.75695024579229,10.6682793194673,-0.767431821862546,-7.14238707134395,1
4.15623250492024,-0.0126013062522345,0.807628961712138,1.7598050270344,1
4.69005722243192,10.7634251310748,-3.52590915244475,-3.75778226050288,1
4.37127260317199,11.8576675796504,-4.0404856288359,-4.29952267122257,1
0.158521616209423,3.22655131935838,0.134610416402493,-1.11268679193155,1
0.367344299342906,4.46937045930335,-0.805109820617019,-1.29981395935449,1
