V1,V2,V3,V4,tst_cat
0.329240000000001,-4.4552,4.5718,-0.9888,1
1.8993,7.6625,0.153939999999999,-3.1108,1
-1.5768,10.843,2.5462,-2.9362,1
4.6765,-3.3895,3.4896,1.4771,1
1.4479,-4.87940000000001,8.3428,-2.1086,1
5.7867,7.8902,-2.6196,-0.487079999999999,1
0.935839999999999,8.8855,-1.6831,-1.6599,1
4.4338,9.887,-4.6795,-3.7483,1
1.4884,3.6274,3.308,0.48921,1
4.2969,7.617,-2.3874,-0.961639999999999,1
2.4391,6.4417,-0.80743,-0.69139,1
3.6289,0.813219999999999,1.6277,0.77627,1
-0.206200000000003,9.2207,-3.7044,-6.8103,1
0.96441,5.8395,2.3235,0.0663650000000002,1
-0.786900000000002,9.5663,-3.7867,-7.5034,1
4.3239,-4.88350000000001,3.4356,-0.5776,1
2.549,6.1499,-1.1605,-1.2371,1
2.5635,6.7769,-0.619790000000001,0.38576,1
4.2586,11.2962,-4.0943,-4.3457,1
5.4021,3.1039,-1.1536,1.5651,1
4.6054,-4.0765,2.7587,0.31981,1
1.0009,7.7846,-0.282190000000001,-2.6608,1
3.9529,-2.3548,2.3792,0.48274,1
4.1654,-3.4495,3.643,1.0879,1
4.4069,10.9072,-4.5775,-4.4271,1
2.3066,3.5364,0.57551,0.419380000000001,1
1.1317,3.9647,3.3979,0.84351,1
-1.1313,1.9037,7.5339,1.022,1
0.87603,6.8141,0.841979999999999,-0.17156,1
3.8027,0.815289999999999,2.1041,1.0245,1
4.3064,8.2068,-2.7824,-1.4336,1
2.4486,-6.3175,7.96320000000001,0.20602,1
3.2718,1.7837,2.1161,0.61334,1
-0.644719999999999,-4.60620000000001,8.347,-2.7099,1
3.82,10.9279,-4.0112,-5.0284,1
4.5597,-2.4211,2.6413,1.6168,1
5.1129,-0.498710000000001,0.628630000000001,1.1189,1
4.2027,0.227609999999999,0.961080000000001,0.97282,1
3.5438,1.2395,1.997,2.1547,1
4.2188,6.8162,-1.2804,0.760760000000001,1
-1.4572,9.1214,1.7425,-5.1241,1
3.7818,-2.8846,2.2558,-0.15734,1
-1.0401,9.39870000000001,0.859979999999999,-5.3336,1
5.032,8.2026,-2.6256,-1.0341,1
-0.206200000000003,9.2207,-3.7044,-6.8103,1
4.1736,3.3336,-1.4244,0.604290000000001,1
3.8481,10.1539,-3.8561,-4.2228,1
1.7496,-0.175900000000001,5.1827,1.2922,1
3.6277,0.982899999999999,0.688610000000001,0.63403,1
3.4591,11.112,-4.2039,-5.0931,1
2.4226,-4.5752,5.947,0.21507,1
3.9479,-3.7723,2.883,0.0198130000000001,1
0.173459999999999,7.8695,0.268759999999999,-3.7883,1
2.4008,9.3593,-3.3565,-3.3526,1
-1.803,11.8818,2.0458,-5.2728,1
0.5706,-0.0248000000000002,1.2421,-0.5621,1
3.583,-3.7971,3.4391,-0.12501,1
-0.131439999999999,-1.7775,8.3316,0.35214,1
-0.695720000000001,8.6165,1.8419,-4.3289,1
-1.2537,10.8803,1.931,-4.3237,1
3.2585,-4.4614,3.8024,-0.15087,1
4.5645,-3.6275,2.8684,0.27714,1
3.9663,10.1684,-4.1131,-4.6056,1
1.4578,-0.0848500000000001,4.1785,0.59136,1
4.1454,7.257,-1.9153,-0.860779999999999,1
1.9157,6.0816,0.23705,-2.0116,1
5.8862,5.8747,-2.8167,-0.300869999999999,1
-2.0897,10.8265,2.3603,-3.4198,1
-0.786890000000003,9.5663,-3.7867,-7.5034,1
4.1757,10.2615,-3.8552,-4.3056,1
4.8077,2.2327,-0.263339999999999,1.5534,1
5.3063,5.2684,-2.8904,-0.527159999999999,1
2.5605,9.26830000000001,-3.5913,-1.356,1
2.1059,7.6046,-0.47755,-1.8461,1
0.680870000000001,2.3259,4.9085,0.54998,1
4.1962,0.744929999999999,0.832560000000001,0.753,1
6.0919,2.9673,-1.3267,1.4551,1
1.3234,3.2964,0.2362,-0.11984,1
-0.167350000000001,7.6274,1.2061,-3.6241,1
-2.2261,12.5398,2.9438,-3.5258,1
2.4196,6.4665,-0.756880000000001,0.228,1
4.6464,10.5326,-4.5852,-4.206,1
-0.36038,4.1158,3.1143,-0.37199,1
1.3562,3.2136,4.3465,0.78662,1
5.4944,1.5478,0.0416940000000008,1.9284,1
-2.3361,11.9604,3.0835,-5.4435,1
2.2596,-0.0331180000000018,4.7355,-0.2776,1
2.7296,2.8701,0.51124,0.5099,1
3.9994,0.90427,1.1693,1.6892,1
4.2134,-2.806,2.0116,0.67412,1
2.0597,-0.993260000000003,5.2119,-0.29312,1
0.573399999999999,9.1938,-0.909400000000001,-1.872,1
4.0102,10.6568,-4.1388,-5.0646,1
4.1425,-3.6792,3.8281,1.6297,1
2.2034,5.9947,0.53009,0.84998,1
3.744,0.79459,0.958510000000001,1.0077,1
1.8114,7.6067,-0.978800000000001,-2.4668,1
4.988,7.2052,-3.2846,-1.1608,1
2.483,6.6155,-0.792870000000001,-0.908629999999999,1
-0.0161030000000008,9.7484,0.153939999999998,-1.6134,1
3.8496,9.7939,-4.1508,-4.4582,1
0.929700000000001,-3.7971,4.6429,-0.2957,1
3.8417,10.0215,-4.2699,-4.9159,1
4.4072,-0.0703650000000016,2.0416,1.1319,1
1.3638,-4.7759,8.41820000000001,-1.8836,1
1.9265,7.7557,-0.16823,-3.0771,1
2.877,-4.0599,3.6259,-0.32544,1
-1.3,10.2678,-2.953,-5.8638,1
1.7747,-6.4334,8.15,-0.89828,1
0.896059999999998,10.5471,-1.4175,-4.0327,1
-2.2153,11.9625,0.0785379999999989,-7.7853,1
4.1349,6.1189,-2.4294,-0.196129999999999,1
1.934,-9.00000000170209e-06,4.816,-0.33967,1
1.2706,8.035,-0.196510000000001,-2.1888,1
2.2928,9.0386,-3.2417,-1.2991,1
0.329200000000001,-4.4552,4.5718,-0.9888,1
2.9719,6.8369,-0.2702,0.712910000000001,1
1.6849,8.7489,-1.2641,-1.3858,1
2.3729,10.4726,-3.0087,-3.2013,1
1.0284,9.767,-1.3687,-1.7853,1
0.274509999999998,9.21860000000001,-3.2863,-4.8448,1
1.1811,8.38470000000001,-2.0567,-0.90345,1
5.7353,5.2808,-2.2598,0.0754160000000013,1
2.6718,5.6574,0.72974,-1.4892,1
0.519500000000001,-3.2633,3.0895,-0.9849,1
3.7352,9.5911,-3.9032,-3.3487,1
3.884,10.0277,-3.9298,-4.0819,1
4.2164,9.4607,-4.9288,-5.2366,1
1.0607,2.4542,2.5188,-0.17027,1
3.0009,5.8126,-2.2306,-0.66553,1
4.9923,7.8653,-2.3515,-0.719839999999999,1
-1.1804,11.5093,0.15565,-6.8194,1
4.0329,0.231749999999999,0.890820000000001,1.1823,1
3.5982,7.1307,-1.3035,0.21248,1
-1.8584,7.886,-1.6643,-1.8384,1
0.519500000000001,-3.2633,3.0895,-0.9849,1
3.5458,9.3718,-4.0351,-3.9564,1
2.7206,9.0821,-3.3111,-0.96811,1
3.2051,8.6889,-2.9033,-0.7819,1
2.6917,10.8161,-3.3,-4.2888,1
2.7161,-4.2006,4.1914,0.16981,1
3.5189,6.332,-1.7791,-0.0202729999999993,1
