V1,V2,V3,V4,tst_cat
3.4566,9.52279999999999,-4.01119999999999,-3.5944,1
2.0922,-6.80999999999999,8.46359999999999,-0.602160000000001,1
1.5356,9.17719999999999,-2.27179999999999,-0.735349999999999,1
1.2247,8.7779,-2.2135,-0.80647,1
3.9899,-2.7066,2.3946,0.86291,1
1.8993,7.66249999999999,0.153940000000005,-3.1108,1
3.404,8.7261,-2.9915,-0.572419999999999,1
4.6765,-3.3895,3.48959999999999,1.4771,1
2.6719,3.0646,0.371579999999999,0.58619,1
1.4479,-4.87939999999999,8.3428,-2.1086,1
0.3292,-4.45519999999999,4.5718,-0.9888,1
0.705699999999999,-5.49809999999999,8.3368,-2.8715,1
-0.382140000000001,8.3909,2.16240000000001,-3.7405,1
6.5633,9.81869999999999,-4.41129999999999,-3.2258,1
4.8906,-3.3584,3.42019999999999,1.0905,1
-0.24811,-0.177969999999998,4.9068,0.154289999999999,1
4.2969,7.617,-2.3874,-0.961639999999999,1
2.6881,6.0195,-0.466409999999998,-0.69268,1
3.4805,9.7008,-3.75409999999999,-3.4379,1
4.1711,8.72199999999999,-3.0224,-0.596989999999999,1
-0.00689200000000029,9.2931,-0.412429999999995,-1.9638,1
0.96441,5.8395,2.3235,0.0663649999999996,1
2.0843,6.6258,0.483820000000003,-2.2134,1
-0.786900000000002,9.56629999999999,-3.78669999999999,-7.5034,1
3.1452,5.825,-0.514389999999998,-1.4944,1
4.9264,5.49599999999999,-2.4774,-0.506479999999999,1
4.8265,0.802869999999999,1.6371,1.1875,1
3.1377,-4.1096,4.57009999999999,0.989629999999999,1
-0.782890000000001,11.3603,-0.37643999999999,-7.0495,1
4.1373,0.492479999999999,1.093,1.8276,1
4.7181,10.0153,-3.94859999999999,-3.8582,1
4.4069,10.9072,-4.57749999999999,-4.4271,1
0.049175,6.1437,1.7828,-0.72113,1
0.24835,7.6439,0.988500000000002,-0.87371,1
4.4682,2.2907,0.957659999999997,0.830580000000001,1
5.0185,8.59779999999999,-2.9375,-1.281,1
4.0632,3.584,0.725449999999999,0.39481,1
4.3064,8.20679999999999,-2.78239999999999,-1.4336,1
2.4486,-6.31749999999999,7.96319999999999,0.206019999999999,1
2.9543,1.076,0.645769999999998,0.89394,1
2.9163,10.8306,-3.34369999999999,-4.122,1
3.2351,9.64699999999999,-3.20739999999999,-2.5948,1
1.7819,6.9176,-1.2744,-1.5759,1
0.9297,-3.7971,4.6429,-0.295700000000001,1
3.4642,10.6878,-3.40709999999999,-4.109,1
4.0713,10.4023,-4.17219999999999,-4.7582,1
-0.917180000000001,9.9884,1.18040000000001,-5.2263,1
3.7818,-2.8846,2.2558,-0.15734,1
4.6689,1.3098,0.0554039999999971,1.909,1
3.4663,1.1112,1.7425,1.3388,1
0.4339,5.5395,2.033,-0.40432,1
4.1605,11.2196,-3.61359999999999,-4.0819,1
5.438,9.46689999999999,-4.94169999999999,-3.9202,1
5.032,8.2026,-2.6256,-1.0341,1
5.2418,10.5388,-4.11739999999999,-4.2797,1
-0.2062,9.22069999999999,-3.70439999999999,-6.8103,1
2.0911,0.943580000000001,4.5512,1.234,1
0.5195,-3.2633,3.0895,-0.9849,1
3.8584,0.784249999999999,1.1033,1.7008,1
1.7496,-0.175899999999998,5.1827,1.2922,1
