V1,V2,V3,V4,tst_cat
4.5459,8.1674,-2.4586,-1.4621,1
3.4566,9.5228,-4.0112,-3.5944,1
4.3684,9.6718,-3.9606,-3.1625,1
2.0922,-6.81,8.4636,-0.602159999999998,1
3.2032,5.7588,-0.753449999999999,-0.61251,1
1.2247,8.7779,-2.2135,-0.806470000000001,1
3.9899,-2.7066,2.3946,0.862910000000001,1
-1.5768,10.843,2.5462,-2.9362,1
3.404,8.7261,-2.9915,-0.572420000000001,1
0.80355,2.8473,4.3439,0.6017,1
5.2423,11.0272,-4.353,-4.1013,1
5.7867,7.8902,-2.6196,-0.48708,1
3.9362,10.1622,-3.8235,-4.0172,1
4.4338,9.887,-4.6795,-3.7483,1
1.1432,-3.7413,5.5777,-0.635779999999999,1
-0.24811,-0.17797,4.9068,0.154290000000001,1
2.4391,6.4417,-0.807429999999999,-0.691390000000001,1
3.6289,0.81322,1.6277,0.77627,1
1.6349,3.286,2.8753,0.0870540000000002,1
5.262,3.9834,-1.5572,1.0103,1
4.9264,5.496,-2.4774,-0.50648,1
5.807,5.0097,-2.2384,0.43878,1
3.1377,-4.1096,4.5701,0.989630000000002,1
0.49665,5.527,1.7785,-0.47156,1
5.4021,3.1039,-1.1536,1.5651,1
2.5367,2.599,2.0938,0.200850000000001,1
4.6054,-4.0765,2.7587,0.319810000000001,1
0.12326,8.9848,-0.9351,-2.4332,1
4.7181,10.0153,-3.9486,-3.8582,1
4.4069,10.9072,-4.5775,-4.4271,1
2.3066,3.5364,0.575510000000001,0.41938,1
3.7935,7.9853,-2.5477,-1.872,1
1.8664,7.7763,-0.238490000000001,-2.9634,1
4.1197,-2.7956,2.0707,0.674120000000001,1
1.4806,7.6377,-2.7876,-1.0341,1
3.2718,1.7837,2.1161,0.61334,1
-0.644720000000001,-4.6062,8.347,-2.7099,1
-2.7419,11.4038,2.5394,-5.5793,1
5.1129,-0.498710000000002,0.62863,1.1189,1
4.2027,0.227609999999999,0.961080000000001,0.97282,1
3.5438,1.2395,1.997,2.1547,1
3.9922,-4.4676,3.7304,-0.109499999999998,1
3.8969,7.4163,-1.8245,0.140069999999999,1
2.108,6.7955,-0.170799999999998,0.4905,1
2.8969,0.707679999999999,2.29,1.8663,1
4.0713,10.4023,-4.1722,-4.7582,1
-0.917180000000001,9.98840000000001,1.1804,-5.2263,1
2.994,7.2011,-1.2153,0.3211,1
-1.0401,9.3987,0.859979999999999,-5.3336,1
5.032,8.2026,-2.6256,-1.0341,1
-0.2062,9.2207,-3.7044,-6.8103,1
3.8584,0.784249999999999,1.1033,1.7008,1
5.0691,0.213129999999999,0.202780000000001,1.2095,1
3.4591,11.112,-4.2039,-5.0931,1
2.2634,-4.4862,3.6558,-0.612509999999999,1
3.5499,8.6165,-3.2794,-1.2009,1
0.17346,7.8695,0.268759999999999,-3.7883,1
4.8851,1.5995,-0.000290999999998487,1.6401,1
1.1166,8.6496,-0.962519999999999,-1.8112,1
1.0235,6.901,-2.0062,-2.7125,1
-1.803,11.8818,2.0458,-5.2728,1
0.5706,-0.0248000000000006,1.2421,-0.5621,1
-1.1193,10.7271,2.0938,-5.6504,1
3.583,-3.7971,3.4391,-0.125009999999999,1
0.190809999999999,9.1297,-3.725,-5.8224,1
3.6582,5.6864,-1.7157,-0.23751,1
2.3925,9.798,-3.0361,-2.8224,1
-0.11783,-1.5789,8.03,-0.0280309999999984,1
2.9421,7.4101,-0.977089999999999,-0.88406,1
-1.7559,11.9459,3.0946,-4.8978,1
-1.2537,10.8803,1.931,-4.3237,1
2.7365,-5.0325,6.6608,-0.578889999999998,1
0.9297,-3.7971,4.6429,-0.295699999999999,1
4.1454,7.257,-1.9153,-0.860780000000001,1
5.8862,5.8747,-2.8167,-0.30087,1
4.0026,-3.5943,3.5573,0.268090000000001,1
-0.786890000000001,9.56630000000001,-3.78670000000001,-7.5034,1
4.8077,2.2327,-0.263339999999999,1.5534,1
5.3063,5.2684,-2.8904,-0.52716,1
2.1721,-0.738739999999999,5.4672,-0.723709999999999,1
1.3234,3.2964,0.236200000000001,-0.11984,1
-1.3,10.2678,-2.953,-5.8638,1
2.4196,6.4665,-0.756879999999999,0.227999999999999,1
-0.36038,4.1158,3.1143,-0.37199,1
1.3562,3.2136,4.3465,0.786620000000001,1
-1.3389,1.552,7.0806,1.031,1
-2.3361,11.9604,3.0835,-5.4435,1
2.2596,-0.0331179999999991,4.7355,-0.277599999999999,1
0.46901,-0.633209999999998,7.3848,0.365070000000001,1
2.7296,2.8701,0.511240000000002,0.5099,1
2.0466,2.03,2.1761,-0.0836339999999995,1
3.8905,-2.1521,2.6302,1.1047,1
2.3952,9.5083,-3.1783,-3.0086,1
-1.3931,1.5664,7.5382,0.784030000000001,1
1.6406,3.5488,1.3964,-0.36424,1
1.6472,0.482130000000001,4.7449,1.225,1
0.3798,0.709799999999999,0.7572,-0.4444,1
0.5734,9.1938,-0.909399999999998,-1.872,1
5.2868,3.257,-1.3721,1.1668,1
4.0102,10.6568,-4.1388,-5.0646,1
3.7731,7.2073,-1.6814,-0.947420000000001,1
3.1557,2.8908,0.596930000000002,0.79825,1
4.988,7.2052,-3.2846,-1.1608,1
2.483,6.6155,-0.79287,-0.908630000000001,1
3.8496,9.7939,-4.1508,-4.4582,1
0.9297,-3.7971,4.6429,-0.295699999999999,1
3.8417,10.0215,-4.2699,-4.9159,1
1.3638,-4.7759,8.4182,-1.8836,1
4.068,-2.9363,2.1992,0.500840000000001,1
2.877,-4.0599,3.6259,-0.325439999999999,1
0.44125,2.9487,4.3225,0.7155,1
-2.2153,11.9625,0.0785379999999973,-7.7853,1
1.934,-8.9999999992596e-06,4.816,-0.339669999999999,1
2.5068,1.1588,3.9249,0.125850000000001,1
0.0519789999999998,7.0521,-2.0541,-3.1508,1
1.2706,8.035,-0.19651,-2.1888,1
2.2928,9.0386,-3.2417,-1.2991,1
1.6849,8.7489,-1.2641,-1.3858,1
-1.9177,11.6894,2.5454,-3.2763,1
0.27451,9.2186,-3.2863,-4.8448,1
4.2478,7.6956,-2.7696,-1.0767,1
5.0297,-4.9704,3.5025,-0.237509999999999,1
2.6718,5.6574,0.729740000000001,-1.4892,1
2.9499,2.2493,1.3458,-0.0370829999999995,1
3.7352,9.5911,-3.9032,-3.3487,1
-1.7344,2.0175,7.7618,0.935320000000001,1
3.884,10.0277,-3.9298,-4.0819,1
3.5257,1.2829,1.9276,1.7991,1
4.4549,2.4976,1.0313,0.968940000000001,1
4.2164,9.4607,-4.9288,-5.2366,1
1.6988,2.9094,2.9044,0.110330000000001,1
2.0421,1.2436,4.2171,0.90429,1
3.9294,1.4112,1.8076,0.897820000000001,1
3.4667,-4.0724,4.2882,1.5418,1
3.966,3.9213,0.705740000000001,0.33662,1
1.0191,2.33,4.9334,0.829290000000001,1
0.96414,5.616,2.2138,-0.12501,1
-1.1804,11.5093,0.155649999999997,-6.8194,1
4.0329,0.231749999999999,0.890820000000001,1.1823,1
-1.8584,7.886,-1.6643,-1.8384,1
3.3299,0.91254,1.5806,0.39352,1
0.3292,-4.4552,4.5718,-0.988799999999999,1
-0.216610000000001,8.03290000000001,1.8848,-3.8853,1
3.2051,8.6889,-2.9033,-0.781900000000001,1
2.7161,-4.2006,4.1914,0.169810000000001,1
3.3848,3.2674,0.909670000000001,0.25128,1
3.5189,6.332,-1.7791,-0.0202730000000004,1
0.74307,11.17,-1.3824,-4.0728,1
3.2303,7.8384,-3.5348,-1.2151,1
4.2772,2.4955,0.485540000000001,0.36119,1
0.54777,10.3754,-1.5435,-4.1633,1
-2.4953,11.1472,1.9353,-3.4638,1
2.6799,3.1349,0.340730000000001,0.58489,1
4.3937,0.357979999999999,2.0416,1.2004,1
-0.0620249999999998,6.1975,1.099,-1.131,1
4.223,1.1319,0.722020000000001,0.96118,1
1.941,0.463510000000001,4.6472,1.0879,1
3.7767,9.7794,-3.9075,-3.5323,1
3.8023,-3.8696,4.044,0.953430000000002,1
1.9572,-5.1153,8.6127,-1.4297,1
-1.1497,1.2954,7.701,0.626270000000001,1
4.8368,10.0132,-4.3239,-4.3276,1
-0.12196,8.8068,0.945659999999999,-4.2267,1
-1.3,10.2678,-2.953,-5.8638,1
2.229,9.6325,-3.1123,-2.7164,1
5.6272,10.0857,-4.2931,-3.8142,1
1.2138,8.7986,-2.1672,-0.741820000000001,1
0.86816,10.2429,-1.4912,-4.0082,1
1.3349,6.1189,0.464970000000002,0.498259999999999,1
3.9364,10.5885,-3.725,-4.3133,1
3.9414,-3.2902,3.1674,1.0866,1
