school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,M,15,R,LE3,T,0,0,health,health,home,mother,1,1,0,no,yes,yes,no,yes,no,no,yes,1,1,1,1,2,1,0,4,1,6
MS,M,15,R,LE3,T,1,0,health,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,1,1,3,2,3,1,0,11,11,11
MS,M,15,R,LE3,T,1,1,health,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,1,1,3,2,3,1,0,11,11,11
MS,M,15,R,LE3,T,1,1,health,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,1,1,2,1,1,1,0,10,11,10
MS,M,15,R,LE3,T,1,1,health,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,2,1,3,2,3,1,0,11,11,11
MS,M,15,R,LE3,T,1,0,health,teacher,course,mother,1,1,0,no,yes,yes,no,yes,yes,no,yes,2,1,1,1,1,1,0,8,9,0
MS,M,15,R,LE3,T,1,0,health,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,1,1,3,1,1,1,0,11,11,11
MS,M,15,R,LE3,T,1,1,health,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,2,1,3,2,3,1,0,11,11,11
MS,M,15,R,LE3,T,1,0,health,health,other,mother,1,1,0,no,yes,yes,no,yes,no,no,yes,2,1,1,1,2,1,0,1,1,8
MS,M,15,R,LE3,T,1,1,health,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,1,1,3,2,3,1,0,11,11,11
MS,M,15,R,LE3,T,1,0,health,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,2,1,3,2,3,1,0,11,11,11
MS,M,15,R,LE3,T,1,1,health,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,no,yes,2,1,1,1,1,1,0,8,7,4
MS,M,15,R,LE3,T,1,0,health,teacher,course,mother,1,1,0,no,yes,yes,no,yes,yes,no,yes,3,1,1,1,1,1,0,8,10,4
MS,M,15,R,LE3,T,1,0,health,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,no,yes,2,1,1,1,1,1,0,8,9,2
