school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,M,15,R,GT3,A,0,0,at_home,other,other,father,1,1,0,yes,no,yes,yes,yes,no,yes,no,2,1,1,1,1,1,0,4,8,3
MS,M,15,R,GT3,A,0,0,at_home,other,other,father,1,1,0,yes,no,yes,yes,yes,no,yes,no,3,1,1,1,1,1,1,6,4,4
MS,M,15,R,GT3,A,0,0,at_home,other,other,father,1,1,0,yes,no,yes,yes,yes,no,yes,no,3,1,1,1,1,1,1,5,8,7
MS,M,15,R,GT3,A,1,0,at_home,other,other,father,1,1,0,yes,no,yes,yes,yes,no,yes,no,3,1,1,1,1,1,0,7,1,4
MS,M,15,R,GT3,A,1,0,at_home,other,other,father,1,1,0,yes,no,yes,yes,yes,no,yes,no,2,1,1,1,1,1,1,7,9,0
MS,M,16,R,GT3,A,0,0,at_home,other,other,father,1,1,0,yes,no,yes,yes,yes,no,yes,no,4,1,1,1,1,1,0,7,1,5
MS,M,15,R,GT3,A,1,0,at_home,other,other,father,1,1,0,yes,no,yes,yes,yes,no,yes,no,3,1,1,1,1,1,0,7,9,8
MS,M,17,R,GT3,A,1,0,at_home,other,other,father,1,1,0,yes,no,yes,yes,yes,no,yes,no,4,1,1,1,1,1,1,6,7,8
MS,M,15,R,GT3,A,0,0,at_home,other,other,father,1,1,0,yes,no,yes,yes,yes,no,yes,no,1,1,1,1,1,1,0,6,3,0
MS,M,17,R,GT3,A,1,0,at_home,other,other,father,1,1,0,yes,no,yes,yes,yes,no,yes,no,4,1,1,1,1,1,1,7,1,4
MS,M,15,R,GT3,A,0,0,at_home,other,other,father,1,1,0,yes,no,yes,yes,yes,no,yes,no,1,1,1,1,1,1,1,5,5,3
MS,M,15,R,GT3,A,0,0,at_home,other,other,father,1,1,0,yes,no,yes,yes,yes,no,yes,no,3,1,1,1,1,1,1,6,1,4
MS,M,15,R,GT3,A,1,0,at_home,other,other,father,1,1,0,yes,no,yes,yes,yes,no,yes,no,3,1,1,1,1,1,0,6,5,4
MS,M,15,R,GT3,A,1,0,at_home,other,other,father,1,1,0,yes,no,yes,yes,yes,no,yes,no,2,1,1,1,1,1,1,6,5,1
MS,M,15,R,GT3,A,1,0,at_home,other,other,father,1,1,0,yes,no,yes,yes,yes,no,yes,no,3,1,1,1,1,1,1,7,2,8
