bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,species,island,sex,year
35.7,18.8,188,3050,Chinstrap,Dream,male,2007
33.5,18.2,210,4900,Chinstrap,Dream,male,2007
50,17.1,202,3050,Chinstrap,Dream,male,2007
40.1,19.4,217,3450,Chinstrap,Dream,male,2007
36,14.5,223,3450,Chinstrap,Dream,male,2007
45,17.1,198,3775,Chinstrap,Dream,male,2007
51.5,13.9,209,4625,Chinstrap,Dream,male,2007
49.1,17.1,197,3900,Chinstrap,Dream,male,2007
52,17.9,216,4400,Gentoo,Biscoe,female,2008
49.5,13.4,197,4075,Gentoo,Biscoe,female,2008
41.4,17.1,219,3750,Gentoo,Biscoe,female,2008
45.4,19,178,5400,Gentoo,Biscoe,female,2008
45.5,15.7,215,3200,Gentoo,Biscoe,female,2008
42.2,17.9,201,3500,Chinstrap,Dream,male,2007
49.1,19,196,3300,Chinstrap,Dream,male,2007
37.6,19.7,184,3400,Chinstrap,Dream,male,2007
46.5,14.2,214,3650,Chinstrap,Dream,male,2007
50.8,19.5,221,5950,Chinstrap,Dream,male,2007
35.7,15,191,3350,Chinstrap,Dream,male,2007
38.1,16.5,196,2900,Chinstrap,Dream,male,2007
48.2,21.1,230,3650,Chinstrap,Dream,male,2007
41.1,14.3,188,4600,Gentoo,Biscoe,female,2008
37.5,17.8,218,3800,Gentoo,Biscoe,female,2008
46.2,14.8,210,4400,Gentoo,Biscoe,female,2008
43.4,19.1,215,3950,Gentoo,Biscoe,female,2008
41.1,18,220,6300,Chinstrap,Dream,male,2007
48.7,14.6,219,4900,Chinstrap,Dream,male,2007
34.5,14.4,193,5550,Chinstrap,Dream,male,2007
47.4,15.2,174,4775,Chinstrap,Dream,male,2007
42.3,21.2,193,4850,Chinstrap,Dream,male,2007
38.1,19,188,4875,Chinstrap,Dream,male,2007
54.2,15,197,2900,Chinstrap,Dream,male,2007
45.7,13.8,203,4250,Chinstrap,Dream,male,2007
42.5,17.8,185,4300,Chinstrap,Dream,male,2007
40.2,18.2,189,4300,Chinstrap,Dream,male,2007
46.7,17.6,196,4150,Chinstrap,Dream,male,2007
38.1,17.5,198,5200,Chinstrap,Dream,male,2007
39.2,18.5,172,4500,Gentoo,Biscoe,female,2008
49.2,13.5,220,4200,Gentoo,Biscoe,female,2008
37.7,20,222,3200,Gentoo,Biscoe,female,2008
41.5,17.5,197,4450,Gentoo,Biscoe,female,2008
40.6,15,185,3525,Gentoo,Biscoe,female,2008
39.2,20,196,3525,Gentoo,Biscoe,female,2008
44.1,16.6,191,5400,Chinstrap,Dream,male,2007
50,13.9,210,5250,Chinstrap,Dream,male,2007
41.5,18.6,190,5250,Chinstrap,Dream,male,2007
46.1,14.5,187,3350,Chinstrap,Dream,male,2007
38.1,17,195,4250,Chinstrap,Dream,male,2007
44.1,14.2,210,3450,Chinstrap,Dream,male,2007
45.6,13.8,206,4500,Chinstrap,Dream,male,2007
47.5,19,193,3700,Chinstrap,Dream,male,2007
52,15.4,228,3425,Chinstrap,Dream,male,2007
41.4,19.5,201,3450,Chinstrap,Dream,male,2007
52,17,194,3400,Gentoo,Biscoe,female,2008
50.8,19.2,187,4200,Gentoo,Biscoe,female,2008
45.2,17.8,203,4300,Gentoo,Biscoe,female,2008
43.2,16.2,190,3400,Gentoo,Biscoe,female,2008
47.3,15,185,4775,Gentoo,Biscoe,female,2008
49.8,15.3,181,4500,Gentoo,Biscoe,female,2008
46.4,18.4,187,4400,Gentoo,Biscoe,female,2008
38.6,14.4,190,4750,Gentoo,Biscoe,female,2008
39.6,16,209,4450,Gentoo,Biscoe,female,2008
42.2,17.8,197,4400,Gentoo,Biscoe,female,2008
49.8,17.5,218,4750,Gentoo,Biscoe,female,2008
39.7,17,201,5150,Gentoo,Biscoe,female,2008
49.1,19.8,190,3350,Gentoo,Biscoe,female,2008
41.1,14.1,189,4050,Gentoo,Biscoe,female,2008
48.2,18.6,226,4300,Gentoo,Biscoe,female,2008
35.7,17.2,192,4150,Gentoo,Biscoe,female,2008
45.6,18.5,197,4400,Gentoo,Biscoe,female,2008
35.7,14.4,185,4500,Gentoo,Biscoe,female,2008
46.5,14.2,210,3550,Gentoo,Biscoe,female,2008
49.5,16.3,195,3475,Gentoo,Biscoe,female,2008
42.5,16.6,198,4300,Gentoo,Biscoe,female,2008
50.6,17.5,181,3700,Gentoo,Biscoe,female,2008
46.4,14.4,190,3550,Gentoo,Biscoe,female,2008
36.6,15.7,193,4250,Gentoo,Biscoe,female,2008
51.5,15.6,190,3600,Gentoo,Biscoe,female,2008
35.5,13.7,229,4250,Gentoo,Biscoe,female,2008
40.3,18.2,199,5700,Gentoo,Biscoe,female,2008
37.7,14.3,186,4200,Gentoo,Biscoe,female,2008
43.2,18.9,188,2900,Gentoo,Biscoe,female,2008
47.6,18.7,187,3750,Gentoo,Biscoe,female,2008
36.8,13.5,224,4050,Gentoo,Biscoe,female,2008
46.1,17.8,214,3900,Gentoo,Biscoe,female,2008
43.5,13.9,216,3175,Gentoo,Biscoe,female,2008
46.4,15,198,3300,Gentoo,Biscoe,female,2008
42.5,20,224,5000,Gentoo,Biscoe,female,2008
46.5,18.8,193,4500,Gentoo,Biscoe,female,2008
42.5,13.9,189,4775,Gentoo,Biscoe,female,2008
38.2,15.7,219,4700,Gentoo,Biscoe,female,2008
40.2,18.5,229,4625,Gentoo,Biscoe,female,2008
59.6,13.9,181,4300,Gentoo,Biscoe,female,2008
34.5,17,219,3350,Gentoo,Biscoe,female,2008
49.6,15,202,3950,Gentoo,Biscoe,female,2008
48.2,15.3,230,4400,Gentoo,Biscoe,female,2008
49.1,13.4,190,5800,Gentoo,Biscoe,female,2008
40.6,19.9,217,4250,Gentoo,Biscoe,female,2008
46.1,14.2,192,4475,Chinstrap,Dream,male,2007
37.8,18.5,193,5500,Chinstrap,Dream,male,2007
36.8,15.2,206,4450,Chinstrap,Dream,male,2007
45.2,19,187,4700,Chinstrap,Dream,male,2007
38.2,19.8,195,4975,Chinstrap,Dream,male,2007
44.1,17.1,190,4075,Chinstrap,Dream,male,2007
45.5,17.9,219,3750,Chinstrap,Dream,male,2007
43.8,17.5,176,3700,Chinstrap,Dream,male,2007
47.6,18.6,213,3450,Chinstrap,Dream,male,2007
48.8,19.5,189,4250,Chinstrap,Dream,male,2007
49.6,19,191,5550,Chinstrap,Dream,male,2007
54.2,18.2,185,4600,Chinstrap,Dream,male,2007
46.6,15.6,219,3300,Chinstrap,Dream,male,2007
42.5,17.9,225,4250,Chinstrap,Dream,male,2007
51.4,20,214,3350,Chinstrap,Dream,male,2007
38.8,13.9,201,4300,Chinstrap,Dream,male,2007
37.8,17,172,3500,Chinstrap,Dream,male,2007
47.5,18.2,205,3650,Chinstrap,Dream,male,2007
40.9,13.9,187,4400,Chinstrap,Dream,male,2007
38.6,14.5,192,4600,Chinstrap,Dream,male,2007
40.6,18,228,4000,Chinstrap,Dream,male,2007
38.1,19.1,228,4250,Chinstrap,Dream,male,2007
45.8,18.7,190,2850,Chinstrap,Dream,male,2007
49.1,18,203,5950,Chinstrap,Dream,male,2007
40.6,15.6,193,4250,Chinstrap,Dream,male,2007
43.3,19.4,225,4850,Chinstrap,Dream,male,2007
48.2,16.5,190,5700,Chinstrap,Dream,male,2007
