bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,species,island,sex,year
40.2891448204013,18.1876100727406,191.326949578407,3619.98840889565,Chinstrap,Dream,female,2009
41.5059302440709,17.8153910533413,195.065351754848,3838.60924163486,Chinstrap,Dream,female,2009
40.9693094103724,17.9795452884456,193.416659673567,3742.19413733933,Chinstrap,Dream,female,2009
38.25059413213,18.8112100299919,185.063789138143,3253.72033863319,Gentoo,Biscoe,male,2008
38.7337308766271,18.6634167693443,186.548158873358,3340.52591285706,Gentoo,Biscoe,male,2008
39.1319001573917,18.5416153601902,187.771478019731,3412.06531334511,Gentoo,Biscoe,male,2008
36.730386066341,19.2762471224189,180.393163544479,2980.58331150039,Gentoo,Biscoe,male,2008
38.7670072698559,18.6532374014658,186.650395914048,3346.50470965781,Chinstrap,Dream,female,2009
39.4356798703464,18.448688057915,188.704798486904,3466.64566294788,Chinstrap,Dream,female,2009
39.4399863534435,18.4473706893106,188.718029550877,3467.41941228982,Chinstrap,Dream,female,2009
39.1958888911356,18.5220409773422,187.968074409564,3423.56222149743,Chinstrap,Dream,female,2009
37.5050459935771,19.0392758759898,182.773197280622,3119.76709451392,Chinstrap,Dream,female,2009
37.791387686717,18.9516829264357,183.652941883094,3171.2143408274,Chinstrap,Dream,female,2009
38.7025061048926,18.6729685388592,186.452225151323,3334.91573256897,Chinstrap,Dream,female,2009
39.9663353367162,18.2863586500434,190.33516281559,3561.98896481411,Chinstrap,Dream,female,2009
40.6775438028695,18.0687974328308,192.520250856629,3689.77237189398,Gentoo,Biscoe,male,2008
37.4614661478881,19.052607106881,182.639304330556,3111.93706797855,Gentoo,Biscoe,male,2008
40.5108695297635,18.1197836899701,192.008167581127,3659.82586885917,Gentoo,Biscoe,male,2008
38.5612975518599,18.7161647410147,186.01838172115,3309.54467629778,Gentoo,Biscoe,male,2008
39.6652192037067,18.3784711536729,189.410025823392,3507.88718279966,Gentoo,Biscoe,male,2008
37.9811984616229,18.8936191305251,184.236108808188,3205.31779807269,Gentoo,Biscoe,male,2008
42.0753312178115,17.6412092559857,196.814756208658,3940.91398051501,Chinstrap,Dream,female,2009
38.2877629317253,18.7998399610639,185.177985050257,3260.39848727088,Chinstrap,Dream,female,2009
42.1013162595016,17.6332603386592,196.894591596656,3945.58273421845,Chinstrap,Dream,female,2009
41.2554129726028,17.8920251839896,194.295672652293,3793.59859847747,Chinstrap,Dream,female,2009
41.2118613026746,17.9053477958146,194.161866268291,3785.77363430409,Chinstrap,Dream,female,2009
39.0744598033813,18.5591865702226,187.595000606153,3401.7449579379,Chinstrap,Dream,female,2009
39.7437854033927,18.3544374717795,189.651409428248,3522.00323618621,Chinstrap,Dream,female,2009
38.9225554252331,18.6056546635914,187.128295756774,3374.45217401603,Chinstrap,Dream,female,2009
41.6099579997802,17.7835685902617,195.384962411574,3857.29999362675,Chinstrap,Dream,female,2009
39.1116210126529,18.5478188232019,187.709173198064,3408.42174281592,Gentoo,Biscoe,male,2008
38.8932458707413,18.6146205612918,187.038246270504,3369.18610237714,Gentoo,Biscoe,male,2008
41.5028068476515,17.8163465114934,195.05575555839,3838.04805844438,Gentoo,Biscoe,male,2008
39.2315587280496,18.5111294464675,188.077664969542,3429.97105028361,Gentoo,Biscoe,male,2008
38.619703622433,18.6982981148267,186.19782616312,3320.03854279004,Gentoo,Biscoe,male,2008
43.023898453547,17.351039140983,199.729095704836,4111.3438319511,Gentoo,Biscoe,male,2008
41.7948922820007,17.7269965309303,195.953146998357,3890.52728744093,Gentoo,Biscoe,male,2008
39.8892313362417,18.3099450399607,190.098271612278,3548.13562595637,Gentoo,Biscoe,male,2008
41.6999664226605,17.7560346913092,195.661500638815,3873.47188061755,Gentoo,Biscoe,male,2008
39.2521147317912,18.5048412912952,188.140820401578,3433.66436429639,Gentoo,Biscoe,male,2008
41.9949470583289,17.6657990582926,196.56778717787,3926.47129280419,Gentoo,Biscoe,male,2008
39.2726889538892,18.4985475630624,188.204031806953,3437.36095161616,Chinstrap,Dream,female,2009
38.7160441898248,18.6688271901876,186.493819014292,3337.34813136666,Chinstrap,Dream,female,2009
38.9267461436205,18.6043727078263,187.14117114995,3375.20512381786,Chinstrap,Dream,female,2009
42.0261394361481,17.6562571981924,196.663621374154,3932.07565285099,Chinstrap,Dream,female,2009
43.7974586433045,17.1144043081877,202.105750652161,4250.33002423194,Chinstrap,Dream,female,2009
40.7235194377293,18.054733321451,192.661504532158,3698.03285183008,Chinstrap,Dream,female,2009
39.3618765223626,18.4712647664131,188.478048074412,3453.38535502399,Chinstrap,Dream,female,2009
41.1586117049015,17.9216370385035,193.998264364178,3776.20623549925,Chinstrap,Dream,female,2009
38.8994103898287,18.6127348128228,187.057185888883,3370.29368656586,Chinstrap,Dream,female,2009
39.4674248312786,18.4389771606613,188.802330417128,3472.34930605476,Chinstrap,Dream,female,2009
40.652391629569,18.0764915727338,192.442974339685,3685.2532603356,Chinstrap,Dream,female,2009
40.1734899572527,18.222989309632,190.971616268441,3599.20860499594,Chinstrap,Dream,female,2009
39.1324322307675,18.5414525970388,187.773112740387,3412.16091140392,Chinstrap,Dream,female,2009
38.3951909428568,18.7669773476717,185.50804251381,3279.70016593685,Chinstrap,Dream,female,2009
40.2235555348256,18.2076740701269,191.125435718052,3608.203928286,Chinstrap,Dream,female,2009
42.0438565684968,17.6508374639475,196.718054772882,3935.25890451762,Chinstrap,Dream,female,2009
47.586320192928,15.9553779891612,213.746495180993,4931.07787919406,Gentoo,Biscoe,male,2008
50.2455421854157,15.1419124568211,221.916580958626,5408.86247056661,Gentoo,Biscoe,male,2008
47.6246266283646,15.9436599133546,213.864186319317,4937.96042779425,Gentoo,Biscoe,male,2008
48.768335422123,15.593795296792,217.378070822392,5143.45152264033,Gentoo,Biscoe,male,2008
46.6592063876925,16.2389854229317,210.898068334419,4764.50258317076,Gentoo,Biscoe,male,2008
49.0932820759276,15.4943929514947,218.37642373999,5201.83495382603,Gentoo,Biscoe,male,2008
47.9069657004283,15.8572913799243,214.731633431162,4988.68851990374,Gentoo,Biscoe,male,2008
49.9625984563173,15.2284659570041,221.047276123036,5358.02573923293,Gentoo,Biscoe,male,2008
46.2983975058081,16.3493581522504,209.789533762031,4699.6757561207,Gentoo,Biscoe,male,2008
46.018805346634,16.4348863951888,208.930526153919,4649.44120409783,Gentoo,Biscoe,male,2008
47.350596660474,16.0274866620567,213.022267762072,4888.72523923072,Gentoo,Biscoe,male,2008
47.7404578800036,15.9082267185923,214.220061558126,4958.77192355838,Gentoo,Biscoe,male,2008
48.1574645024828,15.7806628991358,215.50125578904,5033.69584464647,Gentoo,Biscoe,male,2008
47.632811417969,15.9411561568982,213.889332934879,4939.43099563991,Gentoo,Biscoe,male,2008
46.641800799643,16.2443098546597,210.844592111758,4761.3753069233,Gentoo,Biscoe,male,2008
47.3390008120573,16.0310338736215,212.986641147786,4886.64180365706,Gentoo,Biscoe,male,2008
49.5481583695446,15.3552446639951,219.773967212314,5283.56294971537,Gentoo,Biscoe,male,2008
46.609642705261,16.2541471309154,210.745790887081,4755.59743579144,Gentoo,Biscoe,male,2008
47.783684043281,15.8950036804176,214.352867868698,4966.53840368543,Gentoo,Biscoe,male,2008
46.6021046729539,16.256453041998,210.722631342403,4754.24307135862,Gentoo,Biscoe,male,2008
48.2162577842758,15.7626778236487,215.681889883055,5044.25928169546,Gentoo,Biscoe,male,2008
46.219162866345,16.3735963122659,209.54609646992,4685.43960361241,Gentoo,Biscoe,male,2008
46.4099686684672,16.3152281339659,210.132320476269,4719.72183821186,Gentoo,Biscoe,male,2008
49.2610509413315,15.4430718546508,218.891869996465,5231.97812315469,Gentoo,Biscoe,male,2008
50.7697952312507,14.9815415723234,223.527274750178,5503.05544429641,Gentoo,Biscoe,male,2008
48.4179034060887,15.7009937056791,216.301417711702,5080.48911556871,Gentoo,Biscoe,male,2008
