bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,species,island,sex,year
39.5,17.4,186,3800,Adelie,Torgersen,male,2007
36.7,19.3,193,3450,Adelie,Torgersen,male,2007
38.9,17.8,181,3625,Adelie,Torgersen,male,2007
41.1,17.6,182,3200,Adelie,Torgersen,male,2007
38.6,21.2,191,3800,Adelie,Torgersen,male,2007
38.7,19,195,3450,Adelie,Torgersen,male,2007
42.5,20.7,197,4500,Adelie,Torgersen,male,2007
46,21.5,194,4200,Adelie,Torgersen,male,2007
35.9,19.2,189,3800,Adelie,Torgersen,male,2007
40.6,18.6,183,3550,Adelie,Torgersen,male,2007
40.5,18.9,180,3950,Adelie,Torgersen,male,2007
39.5,17.8,188,3300,Chinstrap,Torgersen,male,2007
36.4,17,195,3325,Chinstrap,Torgersen,male,2007
39.2,21.1,196,4150,Chinstrap,Dream,male,2007
37.6,19.3,181,3300,Chinstrap,Torgersen,male,2007
36,18.5,186,3100,Chinstrap,Torgersen,male,2007
42.3,21.2,191,4150,Chinstrap,Dream,male,2007
35,17.9,190,3450,Adelie,Torgersen,female,2008
34.5,18.1,187,2900,Adelie,Torgersen,female,2008
41.4,18.6,191,3700,Gentoo,Torgersen,male,2008
35.7,16.9,185,3150,Adelie,Torgersen,female,2008
35.5,16.2,195,3350,Adelie,Torgersen,female,2008
41.1,19.1,188,4100,Gentoo,Torgersen,male,2008
35.9,16.6,190,3050,Adelie,Torgersen,female,2008
41.8,19.4,198,4450,Adelie,Torgersen,female,2008
42.8,18.5,195,4250,Adelie,Torgersen,female,2008
37.2,19.4,184,3900,Adelie,Torgersen,female,2008
41.3,20.3,194,3550,Adelie,Torgersen,male,2007
38.3,19.2,189,3950,Adelie,Torgersen,male,2007
34,17.1,185,3400,Adelie,Torgersen,female,2009
36.2,17.3,187,3300,Adelie,Torgersen,female,2009
38.1,18.6,190,3700,Adelie,Torgersen,female,2009
33.1,16.1,178,2900,Adelie,Torgersen,female,2009
35,17.9,192,3725,Adelie,Torgersen,female,2009
39.7,18.9,184,3550,Adelie,Torgersen,female,2008
38.6,17.2,199,3750,Adelie,Torgersen,female,2009
38.1,16.5,198,3825,Adelie,Torgersen,female,2009
45.6,20.3,191,4600,Adelie,Torgersen,female,2008
42.2,19.5,197,4275,Adelie,Torgersen,female,2008
41.1,18.6,189,3325,Adelie,Torgersen,female,2008
36.2,17.2,187,3150,Adelie,Torgersen,female,2009
37.7,19.8,198,3500,Adelie,Torgersen,female,2008
41.4,18.5,202,3875,Adelie,Torgersen,female,2008
41.5,18.3,195,4300,Adelie,Torgersen,female,2008
39,17.1,191,3050,Adelie,Torgersen,female,2009
43.1,19.2,197,3500,Adelie,Torgersen,female,2008
41.1,17.5,190,3900,Chinstrap,Dream,female,2009
39.7,17.9,193,4250,Chinstrap,Dream,female,2009
40.6,17.2,187,3475,Chinstrap,Dream,female,2009
39,18.7,185,3650,Chinstrap,Dream,female,2009
37.8,18.1,193,3750,Chinstrap,Dream,female,2009
48.7,14.1,210,4450,Gentoo,Biscoe,male,2007
46.5,13.5,210,4550,Gentoo,Biscoe,male,2007
45.4,14.6,211,4800,Gentoo,Biscoe,male,2007
46.8,15.4,215,5150,Gentoo,Biscoe,male,2007
49,16.1,216,5550,Gentoo,Biscoe,male,2007
45.5,13.7,214,4650,Gentoo,Biscoe,male,2007
45.8,14.6,210,4200,Gentoo,Biscoe,male,2007
42,13.5,210,4150,Gentoo,Biscoe,male,2007
46.2,14.5,209,4800,Gentoo,Biscoe,male,2007
50.2,14.3,218,5700,Gentoo,Biscoe,male,2007
46.3,15.8,215,5050,Gentoo,Biscoe,male,2007
42.9,13.1,215,5000,Gentoo,Biscoe,male,2007
47.8,15,215,5650,Gentoo,Biscoe,male,2007
47.3,15.3,222,5250,Gentoo,Biscoe,male,2007
48.4,16.3,220,5400,Gentoo,Biscoe,male,2008
44.4,17.3,219,5250,Gentoo,Biscoe,male,2008
48.7,15.7,208,5350,Gentoo,Biscoe,male,2008
42.7,13.7,208,3950,Gentoo,Biscoe,female,2008
49.6,16,225,5700,Gentoo,Biscoe,male,2008
49.6,15,216,4750,Gentoo,Biscoe,male,2008
50.5,15.9,222,5550,Gentoo,Biscoe,male,2008
44.9,13.3,213,5100,Gentoo,Biscoe,female,2008
50.1,15,225,5000,Gentoo,Biscoe,male,2008
43.8,13.9,208,4300,Gentoo,Biscoe,female,2008
54.3,15.7,231,5650,Gentoo,Biscoe,male,2008
45.8,14.2,219,4700,Gentoo,Biscoe,female,2008
49.5,16.2,229,5800,Gentoo,Biscoe,male,2008
43.5,14.2,220,4700,Gentoo,Biscoe,female,2008
46.4,15,216,4700,Gentoo,Biscoe,female,2008
47.5,14.2,209,4600,Gentoo,Biscoe,female,2008
45.2,16.4,223,5950,Gentoo,Biscoe,male,2008
47.4,14.6,212,4725,Gentoo,Biscoe,female,2009
