bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,species,island,sex,year
39.1,18.7,181,3750,Adelie,Torgersen,male,2009
39.5,17.4,186,3800,Adelie,Torgersen,male,2009
40.3,18,195,3250,Adelie,Torgersen,male,2009
36.7,19.3,193,3450,Adelie,Torgersen,male,2009
41.1,17.6,182,3200,Adelie,Torgersen,male,2009
34.4,18.4,184,3325,Adelie,Torgersen,male,2009
46,21.5,194,4200,Adelie,Torgersen,male,2009
37.7,18.7,180,3600,Adelie,Torgersen,male,2009
40.5,17.9,187,3200,Gentoo,Torgersen,female,2009
40.5,18.9,180,3950,Adelie,Torgersen,male,2009
39.5,16.7,178,3250,Chinstrap,Dream,male,2008
37.2,18.1,178,3900,Chinstrap,Dream,male,2007
36.4,17,195,3325,Chinstrap,Dream,male,2008
38.8,20,190,3950,Chinstrap,Dream,male,2007
37.6,19.3,181,3300,Chinstrap,Dream,male,2008
36.5,18,182,3150,Chinstrap,Dream,male,2008
36,18.5,186,3100,Chinstrap,Dream,male,2008
44.1,19.7,196,4400,Chinstrap,Dream,male,2007
42,19.5,200,4050,Adelie,Torgersen,female,2008
39,17.5,186,3550,Adelie,Torgersen,female,2008
40.6,18.8,193,3800,Adelie,Torgersen,female,2008
41.3,21.1,195,4400,Adelie,Torgersen,female,2008
36.4,17.1,184,2850,Adelie,Torgersen,female,2008
41.8,19.4,198,4450,Adelie,Torgersen,female,2009
39.7,18.4,190,3900,Adelie,Torgersen,female,2009
39.6,17.2,196,3550,Adelie,Torgersen,female,2008
45.8,18.9,197,4150,Adelie,Torgersen,female,2009
35.5,17.5,190,3700,Adelie,Torgersen,female,2008
42.8,18.5,195,4250,Adelie,Torgersen,female,2009
40.9,16.8,191,3700,Adelie,Torgersen,female,2008
37.2,19.4,184,3900,Adelie,Torgersen,female,2009
42.1,19.1,195,4000,Adelie,Torgersen,female,2009
34.6,17.2,189,3200,Adelie,Torgersen,female,2008
41.3,20.3,194,3550,Chinstrap,Torgersen,female,2008
36.9,18.6,189,3500,Chinstrap,Torgersen,female,2008
35.7,18,202,3550,Chinstrap,Torgersen,female,2008
34,17.1,185,3400,Chinstrap,Torgersen,female,2008
40.3,18.5,196,4350,Chinstrap,Torgersen,female,2008
43.2,18.5,192,4100,Chinstrap,Torgersen,female,2008
35,17.9,192,3725,Adelie,Torgersen,female,2009
38.1,16.5,198,3825,Adelie,Torgersen,female,2009
41.1,18.6,189,3325,Adelie,Torgersen,male,2009
37.7,19.8,198,3500,Adelie,Torgersen,male,2009
40.2,17,176,3450,Adelie,Torgersen,male,2009
35.2,15.9,186,3050,Adelie,Torgersen,male,2009
40.6,19,199,4000,Adelie,Torgersen,male,2009
38.8,17.6,191,3275,Adelie,Torgersen,male,2009
43.1,19.2,197,3500,Adelie,Torgersen,male,2009
36.8,18.5,193,3500,Adelie,Torgersen,female,2008
40.2,20.1,200,3975,Adelie,Torgersen,male,2009
37,16.5,185,3400,Adelie,Torgersen,female,2008
40.2,17.1,193,3400,Adelie,Torgersen,female,2008
40.6,17.2,187,3475,Adelie,Torgersen,male,2009
40.7,17,190,3725,Adelie,Torgersen,male,2009
39,18.7,185,3650,Adelie,Torgersen,male,2009
36,17.1,187,3700,Adelie,Torgersen,female,2008
50,16.3,230,5700,Gentoo,Biscoe,male,2007
50,15.2,218,5700,Gentoo,Biscoe,male,2007
49.3,15.7,217,5850,Gentoo,Biscoe,male,2007
49.2,15.2,221,6300,Gentoo,Biscoe,male,2007
48.7,15.1,222,5350,Gentoo,Biscoe,male,2007
42.9,13.1,215,5000,Gentoo,Biscoe,female,2007
47.8,15,215,5650,Gentoo,Biscoe,male,2007
45.1,14.5,207,5050,Gentoo,Biscoe,female,2007
59.6,17,230,6050,Gentoo,Biscoe,male,2007
42.6,13.7,213,4950,Gentoo,Biscoe,female,2008
49.6,16,225,5700,Gentoo,Biscoe,female,2008
49.6,15,216,4750,Gentoo,Biscoe,female,2008
50.5,15.9,222,5550,Gentoo,Biscoe,female,2008
50.5,15.9,225,5400,Gentoo,Biscoe,female,2008
44.9,13.3,213,5100,Gentoo,Biscoe,female,2008
45.2,15.8,215,5300,Gentoo,Biscoe,female,2008
48.5,14.1,220,5300,Gentoo,Biscoe,female,2008
45.1,14.4,210,4400,Gentoo,Biscoe,female,2008
45,15.4,220,5050,Gentoo,Biscoe,female,2008
43.8,13.9,208,4300,Gentoo,Biscoe,female,2008
45.3,13.8,208,4200,Gentoo,Biscoe,female,2008
45.7,13.9,214,4400,Gentoo,Biscoe,female,2008
54.3,15.7,231,5650,Gentoo,Biscoe,female,2008
46.4,15.6,221,5000,Gentoo,Biscoe,female,2008
47.5,14.2,209,4600,Gentoo,Biscoe,female,2008
52.5,15.6,221,5450,Gentoo,Biscoe,male,2007
47.4,14.6,212,4725,Gentoo,Biscoe,female,2008
44.9,13.8,212,4750,Gentoo,Biscoe,female,2008
50.8,17.3,228,5600,Gentoo,Biscoe,male,2007
52.2,17.1,228,5400,Gentoo,Biscoe,male,2007
45.5,14.5,212,4750,Gentoo,Biscoe,female,2008
49.5,16.1,224,5650,Gentoo,Biscoe,male,2007
50.8,15.7,226,5200,Gentoo,Biscoe,male,2007
41.7,14.7,210,4700,Gentoo,Biscoe,female,2008
43.3,14,208,4575,Gentoo,Biscoe,female,2008
50.5,15.2,216,5000,Gentoo,Biscoe,female,2008
