bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,species,island,sex,year
47.6,17,183,3050,Chinstrap,Dream,male,2007
49.5,18,229,4000,Chinstrap,Dream,male,2007
36.3,18.6,190,3800,Chinstrap,Dream,male,2007
45.1,13.7,216,4475,Chinstrap,Dream,male,2007
36.6,14.9,193,4200,Chinstrap,Dream,male,2007
42.2,17.6,213,3175,Chinstrap,Dream,male,2007
46.8,18,186,4100,Chinstrap,Dream,male,2007
41.5,14.5,190,3725,Gentoo,Biscoe,female,2009
41.5,19.7,190,3750,Gentoo,Biscoe,female,2009
37.9,19.9,220,3525,Gentoo,Biscoe,female,2009
49.1,18.6,195,4600,Chinstrap,Dream,male,2007
40.1,17.3,200,5150,Chinstrap,Dream,male,2007
50.8,19.2,201,5250,Chinstrap,Dream,male,2007
32.1,14.6,219,3400,Chinstrap,Dream,male,2007
38.6,16.5,221,3950,Chinstrap,Dream,male,2007
37.9,18.6,196,2925,Chinstrap,Dream,male,2007
47.3,15.5,195,4850,Chinstrap,Dream,male,2007
46.1,19.5,201,3525,Chinstrap,Dream,male,2007
48.7,18.1,201,5550,Gentoo,Biscoe,female,2009
46.4,18.8,195,4775,Gentoo,Biscoe,female,2009
39.7,17.5,210,4800,Gentoo,Biscoe,female,2009
44.4,13.5,188,3050,Gentoo,Biscoe,female,2009
48.5,19.2,180,4925,Gentoo,Biscoe,female,2009
51.4,16,191,4600,Chinstrap,Dream,male,2007
36.5,17.3,210,3075,Chinstrap,Dream,male,2007
37.5,17.8,199,3650,Chinstrap,Dream,male,2007
39.5,16,185,3650,Chinstrap,Dream,male,2007
39.8,18.6,211,5550,Chinstrap,Dream,male,2007
52.8,19.4,196,5300,Chinstrap,Dream,male,2007
46.3,16.7,216,5150,Chinstrap,Dream,male,2007
45.6,17.5,224,4725,Chinstrap,Dream,male,2007
42.2,15.8,191,4875,Chinstrap,Dream,male,2007
40.6,14.2,184,3800,Chinstrap,Dream,male,2007
49.4,13.7,213,3175,Chinstrap,Dream,male,2007
51.3,16.9,193,3600,Chinstrap,Dream,male,2007
36,16.5,195,4000,Chinstrap,Dream,male,2007
45.3,15,197,5300,Chinstrap,Dream,male,2007
45.2,14.8,210,4475,Chinstrap,Dream,male,2007
48.1,19.2,230,5250,Chinstrap,Dream,male,2007
46.1,17,214,3650,Gentoo,Biscoe,female,2009
41.6,14.8,174,3750,Gentoo,Biscoe,female,2009
36,15.5,197,4300,Chinstrap,Dream,male,2007
38.1,18.6,228,5150,Chinstrap,Dream,male,2007
47.5,14.2,197,4550,Chinstrap,Dream,male,2007
54.2,16.9,193,4475,Chinstrap,Dream,male,2007
45.2,16.8,187,5400,Chinstrap,Dream,male,2007
41.1,19.2,197,3350,Chinstrap,Dream,male,2007
35.9,18.3,205,4000,Chinstrap,Dream,male,2007
37.9,18.5,181,5500,Chinstrap,Dream,male,2007
52,17.9,193,4350,Chinstrap,Dream,male,2007
48.7,20.7,210,5300,Chinstrap,Dream,male,2007
54.2,13.2,203,4800,Chinstrap,Dream,male,2007
50.1,20.7,187,3350,Chinstrap,Dream,male,2007
38.8,18.3,190,3350,Chinstrap,Dream,male,2007
51.3,17.7,214,4400,Chinstrap,Dream,male,2007
46.2,14.1,210,4050,Chinstrap,Dream,male,2007
48.4,13.5,190,4050,Gentoo,Biscoe,female,2009
35.6,14.5,230,3600,Gentoo,Biscoe,female,2009
45.8,18.8,210,4775,Gentoo,Biscoe,female,2009
51.3,13.2,220,5300,Gentoo,Biscoe,female,2009
41.1,20.7,195,3700,Gentoo,Biscoe,female,2009
46.5,19,210,5500,Gentoo,Biscoe,female,2009
50.5,15.3,193,5150,Gentoo,Biscoe,female,2009
38.3,14.3,197,5750,Gentoo,Biscoe,female,2009
47.3,17.5,216,3600,Gentoo,Biscoe,female,2009
37.5,19.4,181,3800,Gentoo,Biscoe,female,2009
41.1,18.8,215,3950,Gentoo,Biscoe,female,2009
38.7,19.4,183,3800,Gentoo,Biscoe,female,2009
46.2,18.5,215,4750,Gentoo,Biscoe,female,2009
46.1,14.5,214,5400,Gentoo,Biscoe,female,2009
41,17,220,3050,Gentoo,Biscoe,female,2009
51.3,13.2,205,5200,Gentoo,Biscoe,female,2009
32.1,17.2,196,4500,Gentoo,Biscoe,female,2009
46.6,18.1,191,4300,Gentoo,Biscoe,female,2009
50.7,18.3,223,5700,Gentoo,Biscoe,female,2009
42,15.4,215,3775,Gentoo,Biscoe,female,2009
37.3,17.8,178,4700,Gentoo,Biscoe,female,2009
53.5,18.9,201,4500,Gentoo,Biscoe,female,2009
52,18.3,229,3600,Gentoo,Biscoe,female,2009
42.4,16.3,203,3425,Gentoo,Biscoe,female,2009
45.9,14.5,218,4600,Gentoo,Biscoe,female,2009
43.5,15.1,187,3150,Gentoo,Biscoe,female,2009
33.5,18.4,181,3150,Gentoo,Biscoe,female,2009
48.5,18.6,185,5200,Gentoo,Biscoe,female,2009
48.4,17.8,200,2900,Gentoo,Biscoe,female,2009
42,18.6,219,3750,Gentoo,Biscoe,female,2009
38.1,14.6,230,4450,Gentoo,Biscoe,female,2009
52.8,16.1,209,3775,Gentoo,Biscoe,female,2009
52.8,19,181,3650,Gentoo,Biscoe,female,2009
42.2,16.2,181,5400,Gentoo,Biscoe,female,2009
54.2,15.6,213,4625,Gentoo,Biscoe,female,2009
48.6,14.3,191,4475,Gentoo,Biscoe,female,2009
48.7,18.9,198,3900,Gentoo,Biscoe,female,2009
35.3,15,210,4300,Gentoo,Biscoe,female,2009
46.6,18.1,205,4750,Gentoo,Biscoe,female,2009
49.5,14.8,203,3425,Chinstrap,Dream,male,2007
39.7,19.6,200,5200,Chinstrap,Dream,male,2007
