bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,species,island,sex,year
37.2,18.6,229,5800,Chinstrap,Dream,male,2007
49.5,16.5,190,3300,Chinstrap,Dream,male,2007
35.7,16.5,178,4300,Chinstrap,Dream,male,2007
45.2,17.4,220,3150,Chinstrap,Dream,male,2007
50.2,17.1,219,3200,Gentoo,Biscoe,female,2009
50.2,16.3,180,5700,Chinstrap,Dream,male,2007
50,19.5,189,3500,Chinstrap,Dream,male,2007
38.8,17,192,4500,Chinstrap,Dream,male,2007
39.3,17.1,189,3750,Chinstrap,Dream,male,2007
50.9,18.5,219,3450,Chinstrap,Dream,male,2007
50.2,17.1,212,4700,Chinstrap,Dream,male,2007
39.2,18.4,223,3900,Chinstrap,Dream,male,2007
41.1,16.8,196,4050,Gentoo,Biscoe,female,2009
49.9,18.3,186,4575,Gentoo,Biscoe,female,2009
53.4,15.5,209,3950,Gentoo,Biscoe,female,2009
51.5,17,190,5950,Gentoo,Biscoe,female,2009
45.3,17.8,215,2900,Gentoo,Biscoe,female,2009
39.6,20,185,4700,Gentoo,Biscoe,female,2009
46.3,15,195,4250,Chinstrap,Dream,male,2007
50.5,17.7,209,5200,Chinstrap,Dream,male,2007
52.5,17,210,3825,Chinstrap,Dream,male,2007
37.2,13.2,213,3800,Chinstrap,Dream,male,2007
49.1,17.3,197,5250,Chinstrap,Dream,male,2007
44.1,15,195,3400,Chinstrap,Dream,male,2007
49.1,20,215,4400,Chinstrap,Dream,male,2007
34,15.8,212,3200,Chinstrap,Dream,male,2007
49.5,15,215,5050,Chinstrap,Dream,male,2007
43.4,13.3,195,5500,Chinstrap,Dream,male,2007
37.9,19,200,4050,Chinstrap,Dream,male,2007
49.5,13.2,210,4875,Chinstrap,Dream,male,2007
36.2,13.9,215,3650,Chinstrap,Dream,male,2007
55.1,18.5,181,4500,Gentoo,Biscoe,female,2009
44.9,18.3,193,5150,Gentoo,Biscoe,female,2009
40.2,18.5,200,3575,Gentoo,Biscoe,female,2009
49.1,19,210,3800,Chinstrap,Dream,male,2007
46.7,17.9,210,5950,Chinstrap,Dream,male,2007
48.6,14.5,202,4300,Chinstrap,Dream,male,2007
37.7,17,200,4500,Chinstrap,Dream,male,2007
36.8,15.8,212,4875,Chinstrap,Dream,male,2007
46.2,15.7,198,5050,Chinstrap,Dream,male,2007
45.4,13.3,200,3325,Chinstrap,Dream,male,2007
49.8,17.8,210,5150,Chinstrap,Dream,male,2007
43.5,16.3,210,3250,Chinstrap,Dream,male,2007
46.5,16.8,213,3950,Chinstrap,Dream,male,2007
49.2,14.5,209,3750,Chinstrap,Dream,male,2007
49.5,16.5,219,4200,Chinstrap,Dream,male,2007
52.2,14.6,210,4000,Chinstrap,Dream,male,2007
47.6,17.9,223,5100,Chinstrap,Dream,male,2007
41.8,16,185,3875,Chinstrap,Dream,male,2007
46.7,19.9,196,5700,Chinstrap,Dream,male,2007
52,17,191,3800,Chinstrap,Dream,male,2007
45.8,18.2,211,4300,Gentoo,Biscoe,female,2009
55.1,20,201,4450,Gentoo,Biscoe,female,2009
46.8,19.1,213,3900,Gentoo,Biscoe,female,2009
45.2,16,181,4400,Gentoo,Biscoe,female,2009
40.5,16,201,3400,Gentoo,Biscoe,female,2009
40.2,19.1,189,5400,Gentoo,Biscoe,female,2009
50.5,17.7,189,3800,Gentoo,Biscoe,female,2009
46.5,19.9,228,3200,Gentoo,Biscoe,female,2009
39.2,18.3,214,5100,Gentoo,Biscoe,female,2009
36.5,18.3,188,4150,Gentoo,Biscoe,female,2009
52,20,181,4150,Gentoo,Biscoe,female,2009
45.4,15.8,188,3150,Gentoo,Biscoe,female,2009
45.9,16.3,208,3400,Gentoo,Biscoe,female,2009
50.1,14.4,211,5100,Gentoo,Biscoe,female,2009
53.4,16.3,213,4300,Gentoo,Biscoe,female,2009
45.3,13.7,184,4200,Gentoo,Biscoe,female,2009
40.2,15,189,5000,Gentoo,Biscoe,female,2009
49.2,20,184,3200,Gentoo,Biscoe,female,2009
39.7,16.5,230,5450,Gentoo,Biscoe,female,2009
46.7,19,230,5500,Gentoo,Biscoe,female,2009
51.1,20,181,2850,Gentoo,Biscoe,female,2009
46.2,16.5,193,3500,Gentoo,Biscoe,female,2009
45.9,14.5,201,3800,Gentoo,Biscoe,female,2009
34.4,13.3,230,4300,Gentoo,Biscoe,female,2009
49.1,17,224,4050,Gentoo,Biscoe,female,2009
47.6,18.5,193,3550,Gentoo,Biscoe,female,2009
49.6,13.8,188,4300,Gentoo,Biscoe,female,2009
40.6,16.8,199,5150,Gentoo,Biscoe,female,2009
45,17,210,3200,Gentoo,Biscoe,female,2009
40.3,14.6,178,4400,Gentoo,Biscoe,female,2009
45.4,19.4,186,5100,Gentoo,Biscoe,female,2009
