bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,species,island,sex,year
39.2272959771897,17.5043563077612,190.908722458725,3560.39064607729,Adelie,Torgersen,female,2007
42.363128685292,20.7523768769311,199.46370878412,4379.7390410681,Adelie,Torgersen,female,2007
45.8870349173527,21.5432286213072,196.033392219624,4100.74407340966,Adelie,Torgersen,female,2007
37.3839889094417,18.8209287280856,185.68825762614,3322.33921428521,Adelie,Torgersen,male,2007
35.1582550941417,18.9542418658401,189.551434319253,3675.45689658501,Adelie,Torgersen,female,2007
40.3692715931089,18.6882933973275,187.153153668585,3347.27220765912,Adelie,Torgersen,male,2007
37.5142612065444,18.7476115967431,178.943369075103,2811.0734886477,Adelie,Torgersen,female,2007
36.6709116879532,18.3024675036174,187.523686718036,3435.12050423328,Adelie,Torgersen,male,2009
39.526706818333,17.7897800372559,187.519272368624,3323.46574656346,Chinstrap,Torgersen,female,2007
38.6912704407334,20.0416078033343,191.957152021445,3854.46558441016,Adelie,Torgersen,male,2009
41.8502024903304,18.6338578587768,186.296419370814,3242.65302934666,Chinstrap,Torgersen,female,2007
37.4708241995086,19.3494320158994,183.325188115898,3186.50064718798,Chinstrap,Torgersen,female,2007
36.1116884657365,18.4572599047727,183.989587119062,3198.13423667156,Chinstrap,Torgersen,female,2007
40.9001416277075,19.0764802865491,185.597487380371,3249.39593311621,Adelie,Torgersen,male,2009
42.1403317316813,21.2611006422885,193.874058132933,4009.70866795607,Adelie,Torgersen,male,2009
39.7191342220087,19.0457468281333,194.855653902423,3965.35512730862,Adelie,Torgersen,male,2008
34.7345651165446,18.0102383997129,182.777784853519,3106.09888863704,Gentoo,Torgersen,female,2007
40.5937775549307,18.8023811580995,193.112005153226,3794.53269509,Adelie,Torgersen,male,2008
35.7039709269908,16.8984804357674,184.928522585399,3153.48902535777,Gentoo,Torgersen,female,2007
37.3890232683203,17.0807349760181,188.797619889843,3414.62686963855,Gentoo,Torgersen,female,2007
36.5025988242556,17.0607382598554,182.1532023339,2940.14769103795,Gentoo,Torgersen,female,2007
41.679744632998,19.4460184120479,200.164618675961,4344.33851948296,Adelie,Torgersen,male,2008
33.5674381491989,18.974193280392,188.786100937801,3659.25402637175,Adelie,Torgersen,female,2007
42.6270026551684,18.5662013122252,198.113983956392,4097.99717437875,Adelie,Torgersen,male,2008
40.7987207351912,16.8387567811406,192.823045353885,3611.01173001955,Adelie,Torgersen,female,2007
42.0656091192961,19.1131604414703,195.619042164274,3969.78270939542,Adelie,Torgersen,male,2008
36.5395755277136,18.8613900206892,189.887669943136,3659.04423498479,Adelie,Torgersen,female,2007
34.9985473713354,19.4388231227065,194.826165935106,4110.85940516178,Adelie,Torgersen,male,2008
36.927782734768,18.5893683137123,188.499905675335,3524.41109250744,Chinstrap,Torgersen,female,2007
42.9904074281621,18.5802052962248,195.772704758662,3915.84305135088,Adelie,Dream,male,2009
37.618170895872,16.0313137411257,184.472938892031,3003.10146850738,Adelie,Torgersen,female,2007
39.5223061719996,18.9679985267947,187.198521515354,3393.87064450148,Adelie,Torgersen,male,2008
38.7776353643235,17.1320238456419,195.802530841559,3906.0779868253,Adelie,Torgersen,female,2007
38.1197564578765,20.0307069902798,191.444398484958,3829.49461072655,Adelie,Torgersen,male,2008
37.9395317200089,17.0614067846895,183.888458489861,3034.00574367208,Adelie,Torgersen,female,2007
