bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,species,island,sex,year
36.2,13.6,216,4600,Chinstrap,Dream,male,2009
52.2,13.9,196,4150,Chinstrap,Dream,male,2009
46.8,16.5,185,3800,Chinstrap,Dream,male,2009
52,18.4,210,3250,Chinstrap,Dream,male,2009
38.6,16.2,226,5300,Chinstrap,Dream,male,2009
37,19.6,207,6000,Chinstrap,Dream,male,2009
38.1,17,215,4575,Chinstrap,Dream,male,2009
36,19.4,215,5850,Gentoo,Biscoe,female,2008
36.4,13.7,197,4150,Gentoo,Biscoe,female,2008
48.4,19.4,230,2700,Gentoo,Biscoe,female,2008
52,18.4,213,5800,Chinstrap,Dream,male,2009
50.2,16.4,191,4250,Chinstrap,Dream,male,2009
45.2,18.1,215,3400,Chinstrap,Dream,male,2009
38.8,14.5,201,4250,Chinstrap,Dream,male,2009
38.6,17.3,212,4450,Chinstrap,Dream,male,2009
36.5,17.1,210,3700,Chinstrap,Dream,male,2009
46.1,20.3,198,3550,Chinstrap,Dream,male,2009
51.5,15.9,208,3800,Chinstrap,Dream,male,2009
50,15.6,221,5550,Chinstrap,Dream,male,2009
37.7,16.6,218,4150,Gentoo,Biscoe,female,2008
45.8,14.2,195,4350,Gentoo,Biscoe,female,2008
39,13.8,210,3775,Gentoo,Biscoe,female,2008
35.9,17.9,218,3250,Gentoo,Biscoe,female,2008
39,15.7,185,4450,Gentoo,Biscoe,female,2008
45.5,18.4,219,5000,Gentoo,Biscoe,female,2008
48.6,17.1,215,3950,Gentoo,Biscoe,female,2008
49,16.5,228,3650,Gentoo,Biscoe,female,2008
42.5,16.7,187,3900,Chinstrap,Dream,male,2009
37.7,20.3,193,3775,Chinstrap,Dream,male,2009
43.2,20.3,187,3700,Chinstrap,Dream,male,2009
35.9,15.7,192,5000,Chinstrap,Dream,male,2009
35.7,19,187,5650,Chinstrap,Dream,male,2009
42,16.2,199,4200,Chinstrap,Dream,male,2009
35.5,18,222,4400,Chinstrap,Dream,male,2009
43.3,17,214,4875,Chinstrap,Dream,male,2009
52,15.7,198,3725,Chinstrap,Dream,male,2009
41.3,13.8,196,3200,Chinstrap,Dream,male,2009
37.5,21.1,228,3050,Chinstrap,Dream,male,2009
38.3,14.3,191,3250,Chinstrap,Dream,male,2009
46.6,17.7,205,4150,Chinstrap,Dream,male,2009
52,18.5,188,4300,Chinstrap,Dream,male,2009
42.8,17,228,3725,Chinstrap,Dream,male,2009
43.2,13.9,193,3750,Gentoo,Biscoe,female,2008
42.8,16.6,198,3875,Gentoo,Biscoe,female,2008
45.1,16.1,210,4150,Gentoo,Biscoe,female,2008
50.3,17.1,176,3650,Gentoo,Biscoe,female,2008
50.8,18.7,209,4850,Gentoo,Biscoe,female,2008
45.7,17.2,196,3300,Gentoo,Biscoe,female,2008
34.6,15.2,180,4900,Gentoo,Biscoe,female,2008
50.5,18.1,182,3450,Chinstrap,Dream,male,2009
38.5,17,189,4200,Chinstrap,Dream,male,2009
49,19,187,3550,Chinstrap,Dream,male,2009
48.1,18.6,212,4650,Chinstrap,Dream,male,2009
47.6,14.8,210,3900,Chinstrap,Dream,male,2009
41,18.8,203,3550,Chinstrap,Dream,male,2009
52.8,14.2,230,3050,Chinstrap,Dream,male,2009
50,20.7,180,5550,Chinstrap,Dream,male,2009
47.2,20.7,193,5000,Chinstrap,Dream,male,2009
45.3,18.3,196,5250,Gentoo,Biscoe,female,2008
46,18.5,210,4750,Gentoo,Biscoe,female,2008
45.8,15,229,3425,Gentoo,Biscoe,female,2008
49.6,19.1,174,4250,Gentoo,Biscoe,female,2008
45.5,14.6,193,2700,Gentoo,Biscoe,female,2008
52.2,19.2,228,5700,Gentoo,Biscoe,female,2008
43.2,17,197,3425,Gentoo,Biscoe,female,2008
36,15.7,193,5000,Gentoo,Biscoe,female,2008
37.7,14.2,187,5000,Gentoo,Biscoe,female,2008
50.9,14,180,3700,Gentoo,Biscoe,female,2008
43.2,20,191,2850,Gentoo,Biscoe,female,2008
48.2,18,221,4850,Gentoo,Biscoe,female,2008
37.8,15.5,189,2900,Gentoo,Biscoe,female,2008
38.8,18.6,187,4150,Gentoo,Biscoe,female,2008
49.8,18,190,4100,Gentoo,Biscoe,female,2008
39.7,14.5,194,3275,Gentoo,Biscoe,female,2008
45.2,18.7,209,3700,Gentoo,Biscoe,female,2008
45.5,13.8,218,5000,Gentoo,Biscoe,female,2008
38.8,20.3,184,5700,Gentoo,Biscoe,female,2008
41,20,181,5600,Gentoo,Biscoe,female,2008
39.5,19.5,187,4200,Gentoo,Biscoe,female,2008
40.2,15.7,216,5150,Gentoo,Biscoe,female,2008
50.9,19.7,214,4050,Gentoo,Biscoe,female,2008
49,15.7,221,4300,Gentoo,Biscoe,female,2008
46.2,17.9,184,3750,Gentoo,Biscoe,female,2008
41.1,19.8,195,4300,Gentoo,Biscoe,female,2008
41.7,17.6,182,3850,Gentoo,Biscoe,female,2008
35,16,187,4350,Gentoo,Biscoe,female,2008
