bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,species,island,sex,year
47.5,17,224,2900,Chinstrap,Dream,female,2007
36.6,18.6,187,3700,Chinstrap,Dream,female,2007
48.2,18.5,205,4000,Chinstrap,Dream,female,2007
45.6,19.1,192,4000,Chinstrap,Dream,female,2007
54.2,19.1,190,4600,Chinstrap,Dream,female,2007
39.6,16.1,198,3450,Chinstrap,Dream,female,2007
41.1,17.3,185,3750,Gentoo,Biscoe,male,2008
46.1,17.9,194,3550,Gentoo,Biscoe,male,2008
47.3,17.5,194,4550,Gentoo,Biscoe,male,2008
50,20,187,3750,Chinstrap,Dream,female,2007
47.6,17.6,187,4750,Chinstrap,Dream,female,2007
45.3,14.6,218,4500,Chinstrap,Dream,female,2007
36,18.5,213,5550,Chinstrap,Dream,female,2007
44.5,15.3,194,4150,Chinstrap,Dream,female,2007
47.6,17.3,228,3200,Chinstrap,Dream,female,2007
48.8,18.6,197,2900,Gentoo,Biscoe,male,2008
51.5,15.3,195,3700,Gentoo,Biscoe,male,2008
49.8,18.6,212,5050,Gentoo,Biscoe,male,2008
38.1,18.7,198,3550,Gentoo,Biscoe,male,2008
37.3,13.8,199,3150,Gentoo,Biscoe,male,2008
49.4,16.5,200,3750,Gentoo,Biscoe,male,2008
43.3,13.4,189,5050,Gentoo,Biscoe,male,2008
39.6,16.2,187,6000,Chinstrap,Dream,female,2007
36.3,15.8,222,3650,Chinstrap,Dream,female,2007
35.6,18.7,207,5300,Chinstrap,Dream,female,2007
37,14.6,207,3075,Chinstrap,Dream,female,2007
45.5,17.3,187,4700,Chinstrap,Dream,female,2007
47.6,15.5,205,3000,Chinstrap,Dream,female,2007
41.1,17.9,199,5200,Chinstrap,Dream,female,2007
36.4,19.1,224,5400,Chinstrap,Dream,female,2007
39.1,20.6,196,4650,Chinstrap,Dream,female,2007
41.3,17.3,214,3900,Chinstrap,Dream,female,2007
46.7,17.1,210,4300,Chinstrap,Dream,female,2007
47.5,19.5,185,3800,Chinstrap,Dream,female,2007
51.5,19.4,190,4100,Chinstrap,Dream,female,2007
49.8,17,178,3950,Gentoo,Biscoe,male,2008
46.7,20,187,4900,Gentoo,Biscoe,male,2008
35.6,16.9,178,3100,Gentoo,Biscoe,male,2008
50,18.6,185,5400,Gentoo,Biscoe,male,2008
42.5,17,196,5550,Gentoo,Biscoe,male,2008
59.6,18.6,187,3800,Chinstrap,Dream,female,2007
53.5,16.5,222,4875,Chinstrap,Dream,female,2007
37.9,18.6,195,4850,Chinstrap,Dream,female,2007
47.7,18.6,196,3700,Chinstrap,Dream,female,2007
35.7,17.9,210,2925,Chinstrap,Dream,female,2007
50.8,20,219,2925,Chinstrap,Dream,female,2007
49.8,16.9,209,3450,Chinstrap,Dream,female,2007
