bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,species,island,sex,year
39.1,18.7,181,3750,Adelie,Torgersen,male,2009
34.6,21.1,198,4400,Adelie,Torgersen,male,2009
34.4,18.4,184,3325,Adelie,Torgersen,female,2007
46,21.5,194,4200,Adelie,Torgersen,male,2009
37.8,18.3,174,3400,Adelie,Torgersen,female,2008
40.6,18.6,183,3550,Adelie,Torgersen,male,2009
40.5,17.9,187,3200,Adelie,Torgersen,female,2008
37.9,18.6,172,3150,Adelie,Torgersen,female,2008
39.5,16.7,178,3250,Chinstrap,Torgersen,female,2007
37.2,18.1,178,3900,Chinstrap,Dream,male,2009
40.9,18.9,184,3900,Chinstrap,Dream,male,2009
38.8,20,190,3950,Chinstrap,Dream,male,2009
42.2,18.5,180,3550,Chinstrap,Torgersen,female,2007
37,16.9,185,3000,Chinstrap,Torgersen,female,2007
39.6,17.7,186,3500,Adelie,Torgersen,female,2008
42,19.5,200,4050,Gentoo,Biscoe,female,2008
34.5,18.1,187,2900,Adelie,Torgersen,female,2008
41.4,18.6,191,3700,Gentoo,Biscoe,female,2008
41.1,18.2,192,4050,Gentoo,Biscoe,female,2008
35.5,16.2,195,3350,Adelie,Torgersen,female,2008
39.6,17.2,196,3550,Adelie,Torgersen,female,2008
35.5,17.5,190,3700,Adelie,Torgersen,female,2008
42.8,18.5,195,4250,Adelie,Torgersen,female,2007
37.2,19.4,184,3900,Adelie,Torgersen,female,2007
42.1,19.1,195,4000,Adelie,Torgersen,female,2007
42.9,17.6,196,4700,Adelie,Torgersen,female,2007
36.7,18.8,187,3800,Adelie,Torgersen,female,2008
35.1,19.4,193,4200,Adelie,Torgersen,female,2007
36.3,19.5,190,3800,Chinstrap,Dream,female,2007
36.2,17.3,187,3300,Chinstrap,Dream,female,2008
38.1,18.6,190,3700,Chinstrap,Dream,female,2008
43.2,18.5,192,4100,Chinstrap,Dream,female,2007
41,20,203,4725,Gentoo,Torgersen,male,2009
37.9,18.6,193,2925,Adelie,Torgersen,female,2009
38.2,20,190,3900,Gentoo,Torgersen,male,2009
43.2,19,197,4775,Gentoo,Torgersen,male,2009
38.1,16.5,198,3825,Adelie,Torgersen,female,2009
45.6,20.3,191,4600,Gentoo,Torgersen,male,2009
39.7,17.7,193,3200,Adelie,Torgersen,female,2009
42.2,19.5,197,4275,Gentoo,Torgersen,male,2009
38.6,17,188,2900,Adelie,Torgersen,female,2007
35.7,17,189,3350,Adelie,Torgersen,female,2007
36.2,17.2,187,3150,Adelie,Torgersen,female,2007
37.7,19.8,198,3500,Adelie,Torgersen,male,2009
38.8,17.6,191,3275,Adelie,Torgersen,female,2007
41.5,18.3,195,4300,Adelie,Torgersen,male,2009
44.1,18,210,4000,Adelie,Torgersen,male,2009
38.5,17.9,190,3325,Adelie,Torgersen,female,2007
36.8,18.5,193,3500,Chinstrap,Torgersen,female,2007
38.1,17.6,187,3425,Chinstrap,Torgersen,female,2007
41.1,17.5,190,3900,Chinstrap,Dream,male,2009
35.6,17.5,191,3175,Chinstrap,Torgersen,female,2007
40.2,20.1,200,3975,Chinstrap,Dream,male,2009
37,16.5,185,3400,Chinstrap,Torgersen,female,2007
40.7,17,190,3725,Chinstrap,Dream,male,2009
39.2,18.6,190,4250,Chinstrap,Dream,male,2009
36,17.8,195,3450,Chinstrap,Torgersen,female,2007
41.5,18.5,201,4000,Chinstrap,Dream,male,2009
50,16.3,230,5700,Gentoo,Biscoe,male,2009
48.7,14.1,210,4450,Gentoo,Biscoe,female,2008
45.4,14.6,211,4800,Gentoo,Biscoe,female,2008
43.3,13.4,209,4400,Gentoo,Biscoe,female,2008
48.4,14.6,213,5850,Gentoo,Biscoe,male,2009
42,13.5,210,4150,Gentoo,Biscoe,female,2008
42.9,13.1,215,5000,Gentoo,Biscoe,female,2008
45.1,14.5,207,5050,Gentoo,Biscoe,female,2008
59.6,17,230,6050,Gentoo,Biscoe,male,2009
44.4,17.3,219,5250,Gentoo,Biscoe,male,2008
44,13.6,208,4350,Gentoo,Biscoe,female,2008
42.7,13.7,208,3950,Gentoo,Biscoe,female,2008
49.6,15,216,4750,Gentoo,Biscoe,male,2008
45.2,15.8,215,5300,Gentoo,Biscoe,male,2008
48.5,14.1,220,5300,Gentoo,Biscoe,male,2008
45.1,14.4,210,4400,Gentoo,Biscoe,female,2008
45.8,14.2,219,4700,Gentoo,Biscoe,female,2008
50.7,15,223,5550,Gentoo,Biscoe,male,2008
46.5,14.8,217,5200,Gentoo,Biscoe,female,2008
48.6,16,230,5800,Gentoo,Biscoe,male,2008
47.5,14.2,209,4600,Gentoo,Biscoe,female,2008
51.1,16.3,220,6000,Gentoo,Biscoe,male,2008
44.9,13.8,212,4750,Gentoo,Biscoe,male,2008
51.3,14.2,218,5300,Gentoo,Biscoe,male,2009
47.5,14,212,4875,Gentoo,Biscoe,male,2008
52.1,17,230,5550,Gentoo,Biscoe,male,2009
52.2,17.1,228,5400,Gentoo,Biscoe,male,2009
49.5,16.1,224,5650,Gentoo,Biscoe,male,2009
50.8,15.7,226,5200,Gentoo,Biscoe,male,2009
49.4,15.8,216,4925,Gentoo,Biscoe,male,2009
48.4,14.4,203,4625,Gentoo,Biscoe,male,2008
51.1,16.5,225,5250,Gentoo,Biscoe,male,2009
48.5,15,219,4850,Gentoo,Biscoe,male,2008
53.4,15.8,219,5500,Gentoo,Biscoe,male,2009
43.3,14,208,4575,Gentoo,Biscoe,male,2008
46.2,14.1,217,4375,Gentoo,Biscoe,male,2008
48.8,16.2,222,6000,Gentoo,Biscoe,male,2009
49.9,16.1,213,5400,Gentoo,Biscoe,male,2009
51.3,19.2,193,3650,Chinstrap,Dream,male,2009
45.2,17.8,198,3950,Chinstrap,Dream,female,2007
51.3,18.2,197,3750,Chinstrap,Dream,male,2009
46.6,17.8,193,3800,Chinstrap,Dream,female,2007
51.7,20.3,194,3775,Chinstrap,Dream,male,2009
52,18.1,201,4050,Chinstrap,Dream,male,2009
49.2,18.2,195,4400,Chinstrap,Dream,male,2009
42.4,17.3,181,3600,Chinstrap,Dream,female,2007
52,19,197,4150,Chinstrap,Dream,male,2009
50.5,18.4,200,3400,Chinstrap,Dream,female,2008
49.5,19,200,3800,Chinstrap,Dream,male,2007
40.9,16.6,187,3200,Chinstrap,Dream,female,2008
54.2,20.8,201,4300,Chinstrap,Dream,male,2007
42.5,16.7,187,3350,Chinstrap,Dream,female,2008
47.5,16.8,199,3900,Chinstrap,Dream,female,2008
52,20.7,210,4800,Chinstrap,Dream,male,2007
49,19.5,210,3950,Chinstrap,Dream,male,2007
50.9,17.9,196,3675,Chinstrap,Dream,male,2007
50.8,18.5,201,4450,Chinstrap,Dream,male,2009
50.1,17.9,190,3400,Chinstrap,Dream,male,2007
49,19.6,212,4300,Chinstrap,Dream,male,2009
51.5,18.7,187,3250,Chinstrap,Dream,male,2009
49.8,17.3,198,3675,Chinstrap,Dream,male,2007
48.1,16.4,199,3325,Chinstrap,Dream,male,2007
45.7,17.3,193,3600,Chinstrap,Dream,male,2007
