bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,species,island,sex,year
34.6,17.9,219,3775,Chinstrap,Dream,female,2009
47.7,18.3,210,5150,Chinstrap,Dream,female,2009
50.7,19,187,3000,Chinstrap,Dream,female,2009
45.2,19,198,4550,Chinstrap,Dream,female,2009
45.1,18.8,196,3350,Chinstrap,Dream,female,2009
39,17.1,209,4400,Chinstrap,Dream,female,2009
50.7,18.6,197,4575,Chinstrap,Dream,female,2009
38.1,15,223,3250,Chinstrap,Dream,female,2009
50.5,18.5,174,4300,Gentoo,Biscoe,male,2008
40.2,18.1,190,4400,Gentoo,Biscoe,male,2008
45.1,21.1,190,3350,Gentoo,Biscoe,male,2008
41.3,20,223,3400,Chinstrap,Dream,female,2009
44.1,14.6,220,5400,Chinstrap,Dream,female,2009
38.8,19.6,193,4875,Chinstrap,Dream,female,2009
36.7,15.6,199,5000,Chinstrap,Dream,female,2009
46.8,18.7,193,3450,Chinstrap,Dream,female,2009
41.6,17.1,190,3350,Chinstrap,Dream,female,2009
45.2,18.9,191,3500,Gentoo,Biscoe,male,2008
45.6,17.9,217,3450,Gentoo,Biscoe,male,2008
46.8,13.9,193,5350,Gentoo,Biscoe,male,2008
46.5,19.5,209,5550,Gentoo,Biscoe,male,2008
45.2,17.3,199,4675,Gentoo,Biscoe,male,2008
45.1,19,188,4050,Gentoo,Biscoe,male,2008
39,20.5,193,4150,Chinstrap,Dream,female,2009
40.1,16.3,230,5300,Gentoo,Biscoe,male,2008
42.1,15,217,4625,Gentoo,Biscoe,male,2008
49.9,17,212,4075,Gentoo,Biscoe,male,2008
45.1,17.8,197,3550,Chinstrap,Dream,female,2009
47.5,17.2,182,4200,Chinstrap,Dream,female,2009
49.3,18.2,187,3525,Chinstrap,Dream,female,2009
38.2,17.2,187,3900,Chinstrap,Dream,female,2009
50.8,18.4,188,4000,Chinstrap,Dream,female,2009
50.2,15.9,230,4400,Chinstrap,Dream,female,2009
37.3,21.1,195,3700,Gentoo,Biscoe,male,2008
43.2,18.5,214,4400,Gentoo,Biscoe,male,2008
40.3,18,178,5550,Gentoo,Biscoe,male,2008
42.1,16.2,192,3700,Gentoo,Biscoe,male,2008
50.4,14.2,199,4300,Gentoo,Biscoe,male,2008
36.5,13.8,208,4150,Gentoo,Biscoe,male,2008
38.1,17.6,182,3500,Chinstrap,Dream,female,2009
