bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,species,island,sex,year
39.392425702896,18.5704504489861,186.141177397261,3357.3869706304,Chinstrap,Dream,male,2009
40.6896474432838,18.1741937031464,190.390149956931,3597.36098635347,Chinstrap,Dream,male,2009
39.3609744022747,18.5800577425186,186.038160535036,3351.56877110845,Chinstrap,Dream,male,2009
39.3095850242395,18.5957554348074,185.869837687575,3342.0622117989,Chinstrap,Dream,male,2009
41.9914984505681,17.7765228750578,194.654285404642,3838.19137360687,Chinstrap,Dream,male,2009
40.1880888938151,18.3274026361089,188.747324796505,3504.57729680456,Chinstrap,Dream,male,2009
39.6310948936117,18.497545197786,186.92292411844,3401.53856194454,Chinstrap,Dream,male,2009
39.2204133064403,18.6229943359266,185.577761036197,3325.56626932203,Gentoo,Biscoe,female,2008
39.6233192045648,18.4999204040769,186.897455312018,3400.10013143764,Gentoo,Biscoe,female,2008
39.8179913413696,18.4404547437088,187.535092303183,3436.11267498664,Gentoo,Biscoe,female,2008
39.2203275268189,18.6230205386586,185.577480070155,3325.55040088599,Chinstrap,Dream,male,2009
40.2331088828832,18.3136505736739,188.894785089709,3512.90557810615,Chinstrap,Dream,male,2009
40.3791441056129,18.2690418222668,189.373114765203,3539.9207427032,Chinstrap,Dream,male,2009
38.0484716222299,18.9809823218204,181.739135839972,3108.76790448029,Chinstrap,Dream,male,2009
41.1648391869693,18.029038924946,191.946612215186,3685.26706086664,Chinstrap,Dream,male,2009
41.591375792604,17.8987466225061,193.343707466222,3764.17238516104,Chinstrap,Dream,male,2009
38.2795499946439,18.9103958052397,182.496019287845,3151.51526466434,Chinstrap,Dream,male,2009
39.5623255040568,18.5185518874444,186.697674078245,3388.81686136207,Chinstrap,Dream,male,2009
40.5871172910982,18.2055131477645,190.05431854923,3578.39385715217,Chinstrap,Dream,male,2009
39.35561242842,18.5816956416108,186.020597708986,3350.57685557231,Gentoo,Biscoe,female,2008
42.0929983488183,17.7455181376783,194.986742276931,3856.96791536549,Gentoo,Biscoe,female,2008
37.927317397173,19.0179907818786,181.342302390665,3086.35549417022,Gentoo,Biscoe,female,2008
38.9491187344618,18.7058655220231,184.689151821569,3275.37928443378,Gentoo,Biscoe,female,2008
41.2610863153447,17.9996387285887,192.261863952558,3703.0718888147,Gentoo,Biscoe,female,2008
40.0467428254003,18.3705790117149,188.284354166725,3478.42958235596,Gentoo,Biscoe,female,2008
41.7163160340662,17.8605816642997,193.752941786804,3787.28517346517,Gentoo,Biscoe,female,2008
40.9305858059874,18.1005952977386,191.179329215824,3641.93235348338,Gentoo,Biscoe,female,2008
38.7791427050203,18.7577873686899,184.132405459392,3243.93529217572,Chinstrap,Dream,male,2009
41.4265507049191,17.9490950331481,192.803832707024,3733.68126945416,Chinstrap,Dream,male,2009
40.0646840086555,18.3650985956288,188.343119444061,3481.74853520615,Chinstrap,Dream,male,2009
39.2332596316111,18.6190702242271,185.619838409281,3327.94272058132,Chinstrap,Dream,male,2009
41.6981701090632,17.8661246219669,193.693505890066,3783.92834528661,Chinstrap,Dream,male,2009
43.8421443456955,17.2112140328813,200.715965826149,4180.54373581932,Chinstrap,Dream,male,2009
39.8149655336331,18.4413790241845,187.525181450133,3435.55292856032,Chinstrap,Dream,male,2009
39.4570935216148,18.5506966485307,186.352992986436,3369.34991856972,Chinstrap,Dream,male,2009
39.9893976620254,18.3880959921363,188.096523499058,3467.82125788149,Chinstrap,Dream,male,2009
38.9214085025972,18.7143300473724,184.598388607271,3270.25314800688,Chinstrap,Dream,male,2009
41.4673400286043,17.936635293872,192.937435707706,3741.22691681623,Chinstrap,Dream,male,2009
39.3230771724759,18.5916340463137,185.914030415651,3344.55813434802,Chinstrap,Dream,male,2009
43.3766092096692,17.3534190486719,199.19113321122,4094.42404434776,Chinstrap,Dream,male,2009
42.2968818970931,17.6832387070657,195.654550697817,3894.68448478155,Chinstrap,Dream,male,2009
37.6420220212348,19.1051387333449,180.40783437643,3033.57849013185,Chinstrap,Dream,male,2009
40.2840236851658,18.2980978479991,189.061553492553,3522.32434529381,Gentoo,Biscoe,female,2008
39.4002643087211,18.5680560237776,186.166852283844,3358.83704015896,Gentoo,Biscoe,female,2008
41.8659828907466,17.8148635732889,194.243166663035,3814.97215673104,Gentoo,Biscoe,female,2008
39.7819200320225,18.4514732914367,187.416942877503,3429.43981661023,Gentoo,Biscoe,female,2008
42.1129600814169,17.7394205130744,195.052125743315,3860.66065114329,Gentoo,Biscoe,female,2008
40.3154420724319,18.2885006083677,189.164462549044,3528.1364561497,Gentoo,Biscoe,female,2008
42.1982964894647,17.7133531675298,195.331640065999,3876.44709681332,Gentoo,Biscoe,female,2008
39.1194555395885,18.6538334707594,185.247079883019,3306.8900168545,Chinstrap,Dream,male,2009
39.2526947964406,18.613133448015,185.683497134295,3331.53804619541,Chinstrap,Dream,male,2009
42.4514072722878,17.6360365053003,196.160689362113,3923.27024900526,Chinstrap,Dream,male,2009
41.2304551100061,18.0089955111423,192.161533263593,3697.40539932975,Chinstrap,Dream,male,2009
41.556442308449,17.9094176036661,193.229284919199,3757.7100139142,Chinstrap,Dream,male,2009
41.0349767321769,18.0687074504885,191.521255477964,3661.24370865328,Chinstrap,Dream,male,2009
38.8691527420777,18.7302923897925,184.427227975577,3260.58631595642,Chinstrap,Dream,male,2009
40.1292946537348,18.3453622597592,188.554747764384,3493.70090655131,Chinstrap,Dream,male,2009
42.480115679854,17.6272670715125,196.254722041479,3928.58103869847,Chinstrap,Dream,male,2009
47.7974577061506,16.0030014719959,213.671359195091,4912.24009967129,Gentoo,Biscoe,female,2008
47.7243574701217,16.0253310867002,213.431923725177,4898.71723257463,Gentoo,Biscoe,female,2008
50.3965394383875,15.2090711535912,222.184496630879,5393.04616470908,Gentoo,Biscoe,female,2008
49.4162154772635,15.5085264977388,218.973503875579,5211.69530514815,Gentoo,Biscoe,female,2008
47.7186842875336,16.0270640493857,213.413341553454,4897.66774630316,Gentoo,Biscoe,female,2008
47.4959757275813,16.0950938753513,212.683872927868,4856.46872395893,Gentoo,Biscoe,female,2008
48.9359648190132,15.6552266008135,217.400471443932,5122.85337826253,Gentoo,Biscoe,female,2008
47.0501428338307,16.231280531931,211.223573834224,4773.99376495711,Gentoo,Biscoe,female,2008
47.500361572216,16.0937541502537,212.698238500788,4857.2800646238,Gentoo,Biscoe,female,2008
50.0059993112606,15.3283677665579,220.905305701566,5320.79985577842,Gentoo,Biscoe,female,2008
48.4343643092804,15.8084483511974,215.75750884516,5030.06192645312,Gentoo,Biscoe,female,2008
50.3069002470916,15.2364528518288,221.890888797901,5376.46374396195,Gentoo,Biscoe,female,2008
53.3676554517486,14.3014971234067,231.916210199442,5942.67512844524,Gentoo,Biscoe,female,2008
49.6875391979796,15.4256464077028,219.862208565161,5261.88768228307,Gentoo,Biscoe,female,2008
49.2555137760702,15.5576153552434,218.447135023283,5181.9669777788,Gentoo,Biscoe,female,2008
47.7988092816755,16.0025886120333,213.675786200235,4912.49012863408,Gentoo,Biscoe,female,2008
48.2680787344561,15.8592428905645,215.21285034731,4999.30063414278,Gentoo,Biscoe,female,2008
48.6125876544609,15.7540072324626,216.341268798904,5063.03159579105,Gentoo,Biscoe,female,2008
50.3362305293687,15.2274934566477,221.98695839085,5381.88957472102,Gentoo,Biscoe,female,2008
50.397586907435,15.2087511877263,222.187927553366,5393.23993678818,Gentoo,Biscoe,female,2008
48.7128818599434,15.7233707928673,216.669776496332,5081.58509554677,Gentoo,Biscoe,female,2008
48.14199329194,15.8977576684114,214.799864988874,4975.97599424292,Gentoo,Biscoe,female,2008
50.1431503797504,15.2864728195368,221.354535858908,5346.17153406711,Gentoo,Biscoe,female,2008
46.7556426059228,16.3212402499395,210.258955875522,4719.51394849852,Gentoo,Biscoe,female,2008
