bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,species,island,sex,year
36.9,19.9,187,3000,Chinstrap,Dream,female,2007
42.8,18.9,210,5550,Chinstrap,Dream,female,2007
39.6,15.7,230,5250,Chinstrap,Dream,female,2007
49.8,15.1,194,3700,Chinstrap,Dream,female,2007
42.8,17.5,225,3700,Chinstrap,Dream,female,2007
47.7,18.6,200,3700,Chinstrap,Dream,female,2007
46.6,16.5,189,3700,Chinstrap,Dream,female,2007
55.8,17.3,212,3800,Chinstrap,Dream,female,2007
55.1,15.3,217,5350,Gentoo,Biscoe,male,2009
43.3,15,216,3200,Gentoo,Biscoe,male,2009
45,21.5,187,4650,Gentoo,Biscoe,male,2009
45,18.6,212,3050,Gentoo,Biscoe,male,2009
50,19.4,196,3250,Gentoo,Biscoe,male,2009
44.9,17.3,191,3800,Chinstrap,Dream,female,2007
37.6,15,187,3900,Chinstrap,Dream,female,2007
48.5,15.6,210,4850,Chinstrap,Dream,female,2007
42.8,15.2,197,5100,Chinstrap,Dream,female,2007
41.1,15,196,4150,Chinstrap,Dream,female,2007
38.6,17.5,187,3900,Chinstrap,Dream,female,2007
45.5,15.6,197,6000,Chinstrap,Dream,female,2007
41.7,15.2,182,5700,Chinstrap,Dream,female,2007
45.5,13.8,199,4000,Chinstrap,Dream,female,2007
38.1,14.7,191,4750,Gentoo,Biscoe,male,2009
49.8,19.8,184,3700,Gentoo,Biscoe,male,2009
49.5,18.9,228,3050,Gentoo,Biscoe,male,2009
50.2,16.6,219,3475,Gentoo,Biscoe,male,2009
42.5,14.7,198,4800,Gentoo,Biscoe,male,2009
41.3,16.6,224,4950,Gentoo,Biscoe,male,2009
37.6,16.6,208,5650,Gentoo,Biscoe,male,2009
41.4,13.7,210,3050,Gentoo,Biscoe,male,2009
40.6,18.3,197,5050,Gentoo,Biscoe,male,2009
45,14.8,186,5250,Chinstrap,Dream,female,2007
41.4,13.1,214,3400,Chinstrap,Dream,female,2007
35.2,14.7,186,3700,Chinstrap,Dream,female,2007
52,21.5,210,4150,Chinstrap,Dream,female,2007
51.1,19.7,229,3175,Chinstrap,Dream,female,2007
41.1,14.7,220,3500,Chinstrap,Dream,female,2007
49.3,17.8,230,5250,Chinstrap,Dream,female,2007
52,20.7,215,5850,Chinstrap,Dream,female,2007
50,15.4,228,4750,Chinstrap,Dream,female,2007
40.3,15.4,221,5550,Chinstrap,Dream,female,2007
40.8,13.9,217,5050,Gentoo,Biscoe,male,2009
45.4,13.7,187,4200,Gentoo,Biscoe,male,2009
38.1,15.4,213,5300,Gentoo,Biscoe,male,2009
45.4,15,214,3800,Gentoo,Biscoe,male,2009
