bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,species,island,sex,year
39.1,18.7,181,3750,Adelie,Torgersen,male,2009
39.5,17.4,186,3800,Adelie,Torgersen,female,2008
40.3,18,195,3250,Adelie,Torgersen,female,2008
39.2,19.6,195,4675,Adelie,Torgersen,male,2009
38.6,21.2,191,3800,Adelie,Torgersen,male,2009
34.6,21.1,198,4400,Adelie,Torgersen,male,2009
38.7,19,195,3450,Adelie,Torgersen,female,2008
46,21.5,194,4200,Adelie,Torgersen,male,2009
37.7,18.7,180,3600,Gentoo,Biscoe,male,2009
38.8,17.2,180,3800,Gentoo,Biscoe,male,2009
35.3,18.9,187,3800,Adelie,Torgersen,female,2008
40.5,17.9,187,3200,Adelie,Torgersen,female,2008
40.5,18.9,180,3950,Gentoo,Biscoe,male,2009
40.9,18.9,184,3900,Chinstrap,Dream,male,2007
39.2,21.1,196,4150,Chinstrap,Dream,male,2007
37.6,19.3,181,3300,Chinstrap,Dream,female,2007
39.8,19.1,184,4650,Chinstrap,Dream,male,2007
36.5,18,182,3150,Chinstrap,Dream,female,2007
40.8,18.4,195,3900,Chinstrap,Dream,male,2007
37,16.9,185,3000,Chinstrap,Dream,female,2007
36,17.9,190,3450,Chinstrap,Dream,female,2007
39.6,17.7,186,3500,Gentoo,Torgersen,female,2008
42,19.5,200,4050,Gentoo,Biscoe,male,2009
36.5,16.6,181,2850,Gentoo,Torgersen,female,2008
35.5,16.2,195,3350,Gentoo,Torgersen,female,2008
41.8,19.4,198,4450,Adelie,Torgersen,female,2009
42.8,18.5,195,4250,Adelie,Torgersen,female,2009
40.9,16.8,191,3700,Adelie,Torgersen,female,2008
37.2,19.4,184,3900,Adelie,Torgersen,female,2009
36.2,16.1,187,3550,Adelie,Torgersen,female,2008
42.1,19.1,195,4000,Adelie,Torgersen,female,2009
34.6,17.2,189,3200,Adelie,Torgersen,female,2008
41.3,20.3,194,3550,Chinstrap,Dream,male,2007
36.9,18.6,189,3500,Chinstrap,Torgersen,female,2008
38.3,19.2,189,3950,Chinstrap,Dream,male,2007
36.2,17.3,187,3300,Chinstrap,Torgersen,female,2008
40.8,18.9,208,4300,Chinstrap,Dream,male,2007
41,20,203,4725,Adelie,Torgersen,male,2009
37.9,18.6,193,2925,Adelie,Torgersen,female,2009
39.7,18.9,184,3550,Adelie,Torgersen,male,2009
38.6,17.2,199,3750,Adelie,Torgersen,female,2009
38.1,16.5,198,3825,Adelie,Torgersen,female,2009
42.2,19.5,197,4275,Adelie,Torgersen,male,2009
37.3,20.5,199,3775,Adelie,Torgersen,male,2009
41.1,18.6,189,3325,Adelie,Torgersen,male,2009
36.2,17.2,187,3150,Adelie,Torgersen,female,2009
40.6,19,199,4000,Adelie,Torgersen,male,2009
38.5,17.9,190,3325,Adelie,Torgersen,female,2009
40.2,20.1,200,3975,Adelie,Torgersen,male,2009
32.1,15.5,188,3050,Adelie,Torgersen,female,2009
37.3,16.8,192,3000,Adelie,Torgersen,female,2009
36.6,18.4,184,3475,Adelie,Torgersen,female,2009
36,17.8,195,3450,Adelie,Torgersen,female,2009
50,16.3,230,5700,Gentoo,Biscoe,male,2007
45.4,14.6,211,4800,Gentoo,Biscoe,female,2008
46.7,15.3,219,5200,Gentoo,Biscoe,male,2007
46.8,15.4,215,5150,Gentoo,Biscoe,male,2007
49,16.1,216,5550,Gentoo,Biscoe,male,2007
45.5,13.7,214,4650,Gentoo,Biscoe,female,2008
48.4,14.6,213,5850,Gentoo,Biscoe,male,2007
46.2,14.5,209,4800,Gentoo,Biscoe,female,2008
48.7,15.1,222,5350,Gentoo,Biscoe,male,2007
46.3,15.8,215,5050,Gentoo,Biscoe,male,2007
42.9,13.1,215,5000,Gentoo,Biscoe,female,2008
47.8,15,215,5650,Gentoo,Biscoe,male,2007
48.2,14.3,210,4600,Gentoo,Biscoe,female,2008
45.1,14.5,207,5050,Gentoo,Biscoe,female,2008
48.4,16.3,220,5400,Gentoo,Biscoe,male,2008
42.6,13.7,213,4950,Gentoo,Biscoe,female,2008
44.4,17.3,219,5250,Gentoo,Biscoe,male,2008
44,13.6,208,4350,Gentoo,Biscoe,female,2008
42.7,13.7,208,3950,Gentoo,Biscoe,female,2008
50.5,15.9,222,5550,Gentoo,Biscoe,male,2008
44.9,13.3,213,5100,Gentoo,Biscoe,female,2008
45.2,15.8,215,5300,Gentoo,Biscoe,male,2008
45.1,14.4,210,4400,Gentoo,Biscoe,female,2008
50.4,15.3,224,5550,Gentoo,Biscoe,male,2008
45.3,13.8,208,4200,Gentoo,Biscoe,female,2008
46.2,14.9,221,5300,Gentoo,Biscoe,male,2008
47.7,15,216,4750,Gentoo,Biscoe,female,2008
51.1,16.3,220,6000,Gentoo,Biscoe,male,2008
52.5,15.6,221,5450,Gentoo,Biscoe,male,2009
50,15.9,224,5350,Gentoo,Biscoe,male,2009
44.9,13.8,212,4750,Gentoo,Biscoe,female,2008
50.8,17.3,228,5600,Gentoo,Biscoe,male,2009
51.3,14.2,218,5300,Gentoo,Biscoe,male,2009
47.5,14,212,4875,Gentoo,Biscoe,female,2008
52.2,17.1,228,5400,Gentoo,Biscoe,male,2009
44.5,14.7,214,4850,Gentoo,Biscoe,female,2008
49.4,15.8,216,4925,Gentoo,Biscoe,male,2009
48.5,15,219,4850,Gentoo,Biscoe,female,2008
46.8,16.1,215,5500,Gentoo,Biscoe,male,2009
41.7,14.7,210,4700,Gentoo,Biscoe,female,2008
43.3,14,208,4575,Gentoo,Biscoe,female,2008
46.2,14.1,217,4375,Gentoo,Biscoe,female,2008
55.1,16,230,5850,Gentoo,Biscoe,male,2009
50.4,15.7,222,5750,Gentoo,Biscoe,male,2009
49.9,16.1,213,5400,Gentoo,Biscoe,male,2009
52.7,19.8,197,3725,Chinstrap,Dream,male,2007
51.3,18.2,197,3750,Chinstrap,Dream,male,2007
46,18.9,195,4150,Chinstrap,Dream,female,2007
51.3,19.9,198,3700,Chinstrap,Dream,male,2007
46.6,17.8,193,3800,Chinstrap,Dream,female,2007
51.7,20.3,194,3775,Chinstrap,Dream,male,2007
47,17.3,185,3700,Chinstrap,Dream,female,2007
43.2,16.6,187,2900,Chinstrap,Dream,female,2007
50.5,18.4,200,3400,Chinstrap,Dream,female,2007
40.9,16.6,187,3200,Chinstrap,Dream,female,2007
49.7,18.6,195,3600,Chinstrap,Dream,male,2007
47.5,16.8,199,3900,Chinstrap,Dream,female,2007
47.6,18.3,195,3850,Chinstrap,Dream,female,2007
49,19.5,210,3950,Chinstrap,Dream,male,2007
50.9,19.1,196,3550,Chinstrap,Dream,male,2007
45.5,17,196,3500,Chinstrap,Dream,female,2007
50.1,17.9,190,3400,Chinstrap,Dream,male,2007
51.5,18.7,187,3250,Chinstrap,Dream,male,2007
49.8,17.3,198,3675,Chinstrap,Dream,male,2007
48.1,16.4,199,3325,Chinstrap,Dream,male,2007
45.7,17.3,193,3600,Chinstrap,Dream,male,2007
50.7,19.7,203,4050,Chinstrap,Dream,male,2007
52.2,18.8,197,3450,Chinstrap,Dream,male,2007
45.2,16.6,191,3250,Chinstrap,Dream,male,2007
50.2,18.8,202,3800,Chinstrap,Dream,male,2007
45.7,17,195,3650,Chinstrap,Dream,male,2007
50.2,18.7,198,3775,Chinstrap,Dream,male,2007
