fnlwgt,age,workclass,education,marital.status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native.country,class
112835,0,Without-pay,5th-6th,Married-civ-spouse,Handlers-cleaners,Other-relative,Other,Male,1,2,2,Mexico,<=50K
215443,3,State-gov,1st-4th,Married-spouse-absent,Priv-house-serv,Wife,Other,Female,4,4,1,Guatemala,>50K
108926,2,State-gov,Doctorate,Married-spouse-absent,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,3,3,3,Taiwan,>50K
95082,0,State-gov,12th,Never-married,Armed-Forces,Own-child,Black,Female,0,0,0,Outlying-US(Guam-USVI-etc),<=50K
164473,4,Self-emp-not-inc,1st-4th,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Male,1,0,4,Mexico,<=50K
100054,4,Without-pay,12th,Married-civ-spouse,Farming-fishing,Husband,White,Male,4,3,4,Greece,>50K
329530,4,Local-gov,Doctorate,Widowed,Prof-specialty,Unmarried,Black,Female,4,4,3,France,>50K
110748,4,Without-pay,7th-8th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Haiti,<=50K
172830,4,Without-pay,1st-4th,Married-spouse-absent,Farming-fishing,Husband,Other,Male,1,0,4,Mexico,<=50K
166224,0,Private,12th,Never-married,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,0,0,0,Outlying-US(Guam-USVI-etc),<=50K
418645,1,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Female,0,1,1,Guatemala,<=50K
172402,0,Private,12th,Never-married,Armed-Forces,Own-child,Amer-Indian-Eskimo,Male,0,0,0,Outlying-US(Guam-USVI-etc),<=50K
191455,4,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Husband,White,Male,4,3,4,Greece,>50K
128876,4,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,3,4,Greece,>50K
157272,4,Federal-gov,Assoc-voc,Widowed,Adm-clerical,Unmarried,Black,Female,1,1,2,Haiti,<=50K
143353,0,Private,12th,Never-married,Handlers-cleaners,Own-child,Other,Female,0,0,0,El-Salvador,<=50K
200700,2,Without-pay,5th-6th,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,2,2,2,Portugal,>50K
42617,3,Self-emp-inc,1st-4th,Married-spouse-absent,Priv-house-serv,Wife,Other,Female,4,4,3,Guatemala,>50K
123429,4,Self-emp-inc,Prof-school,Widowed,Exec-managerial,Wife,White,Female,4,4,3,Hungary,>50K
166248,2,Federal-gov,Assoc-voc,Married-civ-spouse,Armed-Forces,Husband,White,Male,3,3,3,France,>50K
208662,2,Federal-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,2,2,3,Portugal,>50K
160512,3,Without-pay,7th-8th,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,2,2,4,Portugal,>50K
57679,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
88638,1,Federal-gov,Assoc-acdm,Divorced,Adm-clerical,Unmarried,Black,Female,0,1,2,Jamaica,<=50K
45604,0,State-gov,12th,Never-married,Armed-Forces,Own-child,White,Female,0,0,0,Outlying-US(Guam-USVI-etc),<=50K
28544,4,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Husband,White,Male,4,3,4,Greece,>50K
548361,0,Private,12th,Never-married,Armed-Forces,Own-child,Other,Female,0,0,0,Holand-Netherlands,<=50K
22406,2,Federal-gov,Assoc-voc,Married-civ-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,2,1,2,Cambodia,>50K
136913,0,Without-pay,11th,Widowed,Other-service,Unmarried,Black,Female,1,1,0,Haiti,<=50K
159322,2,Self-emp-inc,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,3,3,3,France,>50K
