fnlwgt,age,workclass,education,marital.status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native.country,class
192213,4,Self-emp-inc,Prof-school,Widowed,Farming-fishing,Husband,White,Male,4,4,4,Hungary,>50K
348152,1,Private,Preschool,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,1,1,2,Holand-Netherlands,<=50K
311409,0,Without-pay,5th-6th,Married-AF-spouse,Handlers-cleaners,Other-relative,Other,Male,2,2,2,Trinadad&Tobago,<=50K
162945,4,Without-pay,1st-4th,Widowed,Priv-house-serv,Other-relative,Other,Female,1,0,1,Guatemala,<=50K
228652,3,Self-emp-inc,Doctorate,Married-civ-spouse,Armed-Forces,Husband,White,Male,3,3,3,Iran,>50K
283613,0,State-gov,12th,Never-married,Other-service,Own-child,Black,Female,0,0,0,Jamaica,<=50K
191417,0,State-gov,Assoc-acdm,Divorced,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,0,1,2,Holand-Netherlands,<=50K
383384,4,Without-pay,1st-4th,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Male,2,0,4,Guatemala,<=50K
63105,4,Without-pay,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,4,3,4,Greece,>50K
94041,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Other,Male,4,3,3,France,>50K
230248,3,Self-emp-inc,Doctorate,Married-AF-spouse,Armed-Forces,Wife,White,Male,3,3,3,Scotland,>50K
632593,0,Without-pay,12th,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,0,Vietnam,<=50K
57637,1,Self-emp-not-inc,Prof-school,Divorced,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,1,4,4,Hungary,<=50K
335248,1,State-gov,Bachelors,Divorced,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,4,1,3,France,<=50K
187352,0,Without-pay,11th,Married-AF-spouse,Priv-house-serv,Wife,Black,Female,3,3,0,Trinadad&Tobago,<=50K
300783,1,Private,1st-4th,Separated,Priv-house-serv,Other-relative,Other,Female,0,0,2,Guatemala,<=50K
24529,1,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Other-relative,Other,Male,2,2,2,Guatemala,<=50K
