fnlwgt,age,workclass,education,marital.status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native.country,class
175715,4,Private,1st-4th,Separated,Priv-house-serv,Unmarried,Other,Female,1,1,2,Dominican-Republic,<=50K
150553,3,Local-gov,Doctorate,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,3,Taiwan,>50K
421474,3,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,3,4,Yugoslavia,>50K
174655,2,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,4,4,3,Taiwan,>50K
220609,0,Without-pay,11th,Never-married,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,1,1,0,Vietnam,<=50K
212705,0,Without-pay,12th,Never-married,Handlers-cleaners,Own-child,Other,Male,1,0,0,Guatemala,<=50K
121245,0,Without-pay,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,3,3,4,Mexico,>50K
31352,1,Federal-gov,1st-4th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
177858,4,Self-emp-not-inc,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2,3,4,Mexico,>50K
175428,0,State-gov,Doctorate,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,4,4,0,Taiwan,<=50K
211049,2,Local-gov,Doctorate,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,4,4,1,Taiwan,>50K
234372,0,Without-pay,11th,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,1,0,0,Vietnam,<=50K
162282,1,Without-pay,1st-4th,Separated,Priv-house-serv,Unmarried,Other,Female,1,0,1,Dominican-Republic,<=50K
187730,0,Without-pay,11th,Never-married,Handlers-cleaners,Own-child,Other,Male,1,0,0,Guatemala,<=50K
184659,3,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,3,3,Yugoslavia,>50K
32212,4,Self-emp-not-inc,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2,2,4,Mexico,<=50K
194940,3,Federal-gov,1st-4th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
129102,3,Self-emp-not-inc,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,3,3,4,Yugoslavia,>50K
184319,3,Self-emp-inc,Prof-school,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,3,Taiwan,>50K
94208,3,Self-emp-not-inc,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2,3,4,Yugoslavia,>50K
148475,3,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Husband,White,Male,3,3,4,Yugoslavia,>50K
143246,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
35644,3,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,4,3,4,Taiwan,>50K
101697,0,Without-pay,11th,Never-married,Handlers-cleaners,Own-child,Other,Female,1,0,0,Guatemala,<=50K
213477,0,Without-pay,11th,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,1,0,0,Vietnam,<=50K
49092,3,Federal-gov,Assoc-acdm,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
61127,3,Federal-gov,Masters,Widowed,Prof-specialty,Unmarried,Black,Female,4,4,3,France,>50K
143280,0,Private,11th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,0,Honduras,<=50K
292285,3,Self-emp-inc,Doctorate,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,3,Taiwan,>50K
308945,4,Federal-gov,1st-4th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,2,Honduras,<=50K
375134,4,Federal-gov,1st-4th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
209970,0,Without-pay,11th,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,1,0,0,Vietnam,<=50K
277488,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
159123,3,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
46385,0,Without-pay,11th,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,1,0,0,Vietnam,<=50K
53812,0,Without-pay,1st-4th,Never-married,Handlers-cleaners,Other-relative,Other,Male,1,0,1,Guatemala,<=50K
198841,0,Local-gov,Assoc-acdm,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
59083,0,Without-pay,11th,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,1,0,0,Vietnam,<=50K
127772,0,State-gov,Doctorate,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,0,Taiwan,>50K
320277,3,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Husband,White,Male,3,3,4,Yugoslavia,>50K
289669,0,Without-pay,11th,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,1,0,0,Vietnam,<=50K
95256,3,Self-emp-inc,Prof-school,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,3,Taiwan,>50K
263110,3,Self-emp-not-inc,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2,3,4,Mexico,>50K
48034,3,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
155433,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
150098,3,Self-emp-not-inc,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2,3,4,Mexico,>50K
151584,3,Self-emp-not-inc,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2,3,4,Mexico,>50K
160631,0,Without-pay,12th,Never-married,Handlers-cleaners,Own-child,Other,Female,1,0,0,Guatemala,<=50K
191480,3,Local-gov,Doctorate,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,1,Taiwan,>50K
106900,0,Without-pay,12th,Never-married,Handlers-cleaners,Own-child,Other,Male,1,0,0,Guatemala,<=50K
174308,4,Self-emp-not-inc,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2,3,4,Mexico,>50K
78634,0,Local-gov,11th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
31621,0,State-gov,Doctorate,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,4,4,0,Taiwan,>50K
192409,3,Self-emp-not-inc,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2,3,4,Mexico,>50K
243768,0,Without-pay,11th,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,1,0,0,Vietnam,<=50K
238433,4,Federal-gov,1st-4th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
164570,4,Federal-gov,1st-4th,Separated,Priv-house-serv,Unmarried,Other,Female,1,1,2,Dominican-Republic,<=50K
261639,1,Federal-gov,1st-4th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
156464,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
190525,0,Without-pay,11th,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,1,0,0,Vietnam,<=50K
187046,3,Local-gov,Masters,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,4,4,1,Honduras,<=50K
180985,3,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
136230,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,3,3,France,>50K
94041,3,Federal-gov,Masters,Widowed,Adm-clerical,Unmarried,Black,Female,4,4,2,France,>50K
147206,3,Self-emp-inc,Doctorate,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,3,Taiwan,>50K
167749,0,Without-pay,1st-4th,Married-civ-spouse,Farming-fishing,Own-child,Other,Male,1,2,4,Mexico,<=50K
152754,0,Without-pay,1st-4th,Married-spouse-absent,Farming-fishing,Other-relative,Other,Male,1,2,4,Mexico,<=50K
234327,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
257621,0,State-gov,Doctorate,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,0,Taiwan,>50K
110171,2,State-gov,Doctorate,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,4,4,1,Taiwan,<=50K
108654,3,Federal-gov,Assoc-acdm,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
192849,4,Federal-gov,1st-4th,Separated,Priv-house-serv,Unmarried,Other,Female,1,1,2,Dominican-Republic,<=50K
348099,0,Without-pay,11th,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,1,0,0,Vietnam,<=50K
95855,0,Without-pay,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,1,2,4,Mexico,<=50K
208045,0,Local-gov,Preschool,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
357540,1,Without-pay,1st-4th,Separated,Priv-house-serv,Other-relative,Other,Male,1,0,2,Mexico,<=50K
304710,0,Private,1st-4th,Separated,Priv-house-serv,Unmarried,Other,Female,1,1,1,Honduras,<=50K
128529,0,Without-pay,11th,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,1,0,0,Vietnam,<=50K
193672,1,Federal-gov,Assoc-acdm,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
133937,4,Federal-gov,1st-4th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
367260,4,Federal-gov,1st-4th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
362068,0,State-gov,Assoc-acdm,Widowed,Priv-house-serv,Unmarried,Asian-Pac-Islander,Female,0,1,0,Taiwan,<=50K
255252,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
201908,0,Without-pay,12th,Never-married,Handlers-cleaners,Own-child,Other,Male,1,0,0,Guatemala,<=50K
224541,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
93127,0,State-gov,Assoc-acdm,Widowed,Priv-house-serv,Unmarried,Asian-Pac-Islander,Female,0,1,0,Honduras,<=50K
180686,4,Federal-gov,1st-4th,Separated,Priv-house-serv,Unmarried,Other,Female,1,1,2,Honduras,<=50K
188900,0,Without-pay,11th,Never-married,Priv-house-serv,Own-child,Black,Female,1,1,0,Holand-Netherlands,<=50K
152754,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
192237,3,Self-emp-inc,Prof-school,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,3,Taiwan,>50K
180117,3,Local-gov,Masters,Widowed,Adm-clerical,Unmarried,Black,Female,4,4,1,Honduras,<=50K
206354,0,Without-pay,11th,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,1,0,0,Vietnam,<=50K
170866,0,Federal-gov,1st-4th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
357619,4,Self-emp-not-inc,1st-4th,Separated,Priv-house-serv,Unmarried,Other,Male,1,1,2,Dominican-Republic,<=50K
205474,0,State-gov,Doctorate,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,4,4,0,Taiwan,<=50K
327435,3,Self-emp-inc,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,3,3,4,Yugoslavia,>50K
37932,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
432555,3,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Husband,White,Male,3,3,4,Yugoslavia,>50K
210562,0,Local-gov,Assoc-acdm,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,0,Honduras,<=50K
248600,3,Local-gov,Masters,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,4,4,1,France,>50K
215095,3,Federal-gov,Assoc-acdm,Widowed,Priv-house-serv,Unmarried,Black,Female,0,1,1,Honduras,<=50K
110167,0,State-gov,Doctorate,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,0,Taiwan,>50K
340880,0,Without-pay,12th,Never-married,Handlers-cleaners,Own-child,Other,Male,1,0,0,Guatemala,<=50K
102268,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
183589,3,Self-emp-not-inc,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2,3,4,Mexico,>50K
195760,0,State-gov,Doctorate,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,4,4,0,Taiwan,<=50K
131584,3,Federal-gov,Assoc-acdm,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
195584,3,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,4,3,4,Taiwan,>50K
133454,0,Without-pay,11th,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,0,Taiwan,<=50K
258832,2,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,4,4,3,Taiwan,>50K
147951,0,Without-pay,11th,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,1,0,0,Vietnam,<=50K
199862,3,Self-emp-not-inc,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,3,3,4,Yugoslavia,>50K
115066,3,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Husband,White,Male,4,3,4,Yugoslavia,>50K
242521,3,Self-emp-inc,Prof-school,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,3,Taiwan,>50K
144995,0,Without-pay,1st-4th,Married-spouse-absent,Farming-fishing,Other-relative,Other,Male,1,0,2,Mexico,<=50K
201723,0,Without-pay,Preschool,Separated,Priv-house-serv,Unmarried,Other,Female,1,1,1,Honduras,<=50K
223019,3,Self-emp-not-inc,1st-4th,Separated,Transport-moving,Husband,Other,Male,2,3,4,Ecuador,>50K
