V1,age,workclass,education,marital.status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native.country,class
215646,1,Private,9th,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,1,1,2,Holand-Netherlands,<=50K
284582,3,Federal-gov,Masters,Married-AF-spouse,Adm-clerical,Wife,Other,Female,3,3,2,France,>50K
280464,2,Self-emp-inc,Prof-school,Married-AF-spouse,Farming-fishing,Husband,Black,Male,4,3,4,Haiti,>50K
141297,1,State-gov,Doctorate,Married-spouse-absent,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,4,4,3,Taiwan,>50K
205019,0,Self-emp-inc,Assoc-acdm,Divorced,Tech-support,Not-in-family,Black,Female,4,1,3,Jamaica,<=50K
176756,0,Without-pay,Preschool,Married-AF-spouse,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,1,0,4,Thailand,<=50K
28887,0,Self-emp-inc,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,4,3,4,Haiti,>50K
302146,3,Local-gov,10th,Separated,Priv-house-serv,Unmarried,Black,Female,0,0,1,Haiti,<=50K
193366,3,Federal-gov,7th-8th,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,2,3,2,Portugal,>50K
190709,0,Local-gov,Doctorate,Never-married,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,0,2,4,Germany,<=50K
386940,1,Self-emp-inc,Bachelors,Divorced,Tech-support,Not-in-family,White,Female,4,1,3,Holand-Netherlands,<=50K
311512,0,Without-pay,11th,Never-married,Protective-serv,Own-child,Black,Female,1,3,0,Haiti,<=50K
242406,0,Private,1st-4th,Separated,Priv-house-serv,Other-relative,Other,Female,0,0,1,Haiti,<=50K
197200,0,Private,11th,Never-married,Handlers-cleaners,Own-child,Black,Male,0,2,0,Holand-Netherlands,<=50K
265477,2,Without-pay,Prof-school,Married-AF-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,3,3,4,Iran,>50K
507875,4,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Other-relative,Other,Male,2,2,2,Holand-Netherlands,<=50K
94638,3,Federal-gov,HS-grad,Separated,Priv-house-serv,Unmarried,Black,Female,2,1,1,Haiti,<=50K
101603,1,Local-gov,Assoc-voc,Married-AF-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,2,2,4,Cambodia,>50K
51835,3,Self-emp-inc,Preschool,Married-AF-spouse,Priv-house-serv,Wife,Other,Female,4,3,4,Honduras,>50K
