fnlwgt,age,workclass,education,marital.status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native.country,class
240063,0,Without-pay,5th-6th,Married-AF-spouse,Armed-Forces,Other-relative,Other,Male,2,2,2,Trinadad&Tobago,<=50K
199346,3,Local-gov,Doctorate,Married-AF-spouse,Prof-specialty,Wife,Black,Female,3,3,0,Trinadad&Tobago,>50K
145139,2,Self-emp-inc,Prof-school,Married-spouse-absent,Prof-specialty,Not-in-family,Other,Female,4,4,3,France,>50K
210527,4,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,3,4,Greece,>50K
135339,4,Self-emp-inc,Prof-school,Widowed,Prof-specialty,Unmarried,White,Female,4,4,4,France,>50K
181363,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Other,Male,4,4,3,Taiwan,>50K
33474,4,Without-pay,7th-8th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,0,1,Trinadad&Tobago,<=50K
215862,3,Local-gov,Doctorate,Married-AF-spouse,Protective-serv,Wife,White,Male,3,3,3,Trinadad&Tobago,>50K
237582,2,Self-emp-not-inc,Prof-school,Divorced,Farming-fishing,Not-in-family,White,Male,4,1,4,France,<=50K
241297,1,Self-emp-inc,Bachelors,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,4,1,4,France,<=50K
37109,0,Federal-gov,Some-college,Married-AF-spouse,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,2,2,2,Trinadad&Tobago,<=50K
343742,0,Without-pay,11th,Married-AF-spouse,Priv-house-serv,Wife,Black,Female,3,3,0,Trinadad&Tobago,>50K
170065,4,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Husband,White,Male,4,4,4,Greece,>50K
376150,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,4,4,Hungary,>50K
163150,0,Self-emp-inc,Prof-school,Married-civ-spouse,Armed-Forces,Husband,White,Male,3,3,3,Iran,>50K
209739,0,Private,11th,Never-married,Handlers-cleaners,Own-child,Other,Female,0,0,0,Holand-Netherlands,<=50K
27653,3,Local-gov,Doctorate,Married-AF-spouse,Protective-serv,Wife,Amer-Indian-Eskimo,Male,3,3,3,Trinadad&Tobago,>50K
27834,1,State-gov,Preschool,Never-married,Armed-Forces,Not-in-family,Other,Female,0,1,3,Holand-Netherlands,<=50K
217692,3,Local-gov,Doctorate,Married-AF-spouse,Priv-house-serv,Wife,Other,Female,4,4,3,Ecuador,>50K
191137,2,Self-emp-inc,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Female,4,4,3,France,>50K
174714,4,Self-emp-inc,Prof-school,Divorced,Farming-fishing,Not-in-family,White,Male,4,4,4,France,>50K
188446,3,Federal-gov,Masters,Married-AF-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,3,3,3,Trinadad&Tobago,>50K
255334,1,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Male,0,3,2,Mexico,<=50K
25826,3,Federal-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,2,2,3,Laos,>50K
85572,1,Federal-gov,5th-6th,Married-civ-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,2,2,2,Laos,>50K
39610,3,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Wife,Other,Male,4,3,3,Taiwan,>50K
