fnlwgt,age,workclass,education,marital.status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native.country,class
143404,1,Federal-gov,1st-4th,Separated,Armed-Forces,Unmarried,Other,Female,0,1,2,Dominican-Republic,<=50K
393376,3,Local-gov,Doctorate,Divorced,Prof-specialty,Wife,Black,Female,4,4,3,France,>50K
118481,3,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,3,4,Yugoslavia,>50K
212737,2,State-gov,Doctorate,Married-AF-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
250201,0,Federal-gov,Assoc-acdm,Never-married,Armed-Forces,Own-child,Black,Female,0,1,2,Jamaica,<=50K
33798,0,Without-pay,11th,Widowed,Farming-fishing,Own-child,White,Male,1,4,0,Hungary,<=50K
102610,4,Without-pay,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,4,3,4,Yugoslavia,>50K
186982,4,Without-pay,7th-8th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
144522,2,Without-pay,7th-8th,Married-AF-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,2,2,4,Portugal,>50K
34626,0,State-gov,Bachelors,Never-married,Armed-Forces,Own-child,Black,Female,3,1,0,France,>50K
497788,1,Federal-gov,Assoc-acdm,Divorced,Armed-Forces,Wife,Black,Female,3,1,2,Jamaica,>50K
304175,0,Without-pay,11th,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,1,0,0,Hungary,<=50K
103651,1,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Female,0,1,2,Dominican-Republic,<=50K
152307,0,Without-pay,12th,Never-married,Handlers-cleaners,Own-child,Other,Male,0,0,0,Guatemala,<=50K
76493,4,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Husband,White,Male,4,3,4,Hungary,>50K
160061,1,Private,1st-4th,Married-spouse-absent,Machine-op-inspct,Other-relative,Other,Male,2,2,2,Mexico,<=50K
116531,3,Federal-gov,Assoc-voc,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,2,Honduras,<=50K
168387,2,Federal-gov,Assoc-voc,Married-AF-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,2,3,2,Cambodia,>50K
249368,3,Self-emp-inc,Prof-school,Married-spouse-absent,Priv-house-serv,Wife,Other,Female,4,4,3,Hungary,>50K
158092,2,Federal-gov,Assoc-voc,Married-AF-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,2,3,4,Yugoslavia,>50K
252842,2,Without-pay,HS-grad,Married-AF-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,2,3,4,Cambodia,>50K
183557,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
204374,4,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Husband,White,Male,4,3,4,Hungary,>50K
181983,0,Private,12th,Never-married,Armed-Forces,Own-child,Other,Female,0,0,0,Guatemala,<=50K
101077,0,Without-pay,11th,Never-married,Priv-house-serv,Own-child,Other,Female,1,0,0,El-Salvador,<=50K
231180,4,Without-pay,7th-8th,Widowed,Adm-clerical,Unmarried,Black,Female,1,1,1,South,<=50K
274096,3,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,Black,Female,4,4,3,France,>50K
253856,0,Without-pay,11th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,0,0,Hungary,<=50K
170214,2,Local-gov,Prof-school,Married-spouse-absent,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,3,Taiwan,>50K
286730,2,Federal-gov,Assoc-voc,Separated,Adm-clerical,Unmarried,Black,Female,1,1,2,Jamaica,<=50K
31460,1,Federal-gov,9th,Separated,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
54932,0,State-gov,1st-4th,Never-married,Armed-Forces,Own-child,Other,Female,3,1,0,Guatemala,<=50K
192853,4,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,4,4,Hungary,>50K
268482,3,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,3,3,Yugoslavia,>50K
309212,0,State-gov,12th,Never-married,Armed-Forces,Own-child,Black,Female,0,1,0,Jamaica,<=50K
180505,0,Private,12th,Married-AF-spouse,Armed-Forces,Own-child,Other,Male,0,1,2,Jamaica,<=50K
281138,0,Federal-gov,Assoc-acdm,Divorced,Adm-clerical,Unmarried,Black,Female,0,1,2,Jamaica,<=50K
216845,0,Private,Preschool,Never-married,Handlers-cleaners,Own-child,Other,Female,0,0,0,Laos,<=50K
120053,4,Without-pay,Assoc-acdm,Widowed,Adm-clerical,Wife,Black,Female,1,4,0,Hungary,<=50K
476599,4,Without-pay,Prof-school,Married-civ-spouse,Farming-fishing,Husband,White,Male,3,3,4,Yugoslavia,>50K
176756,0,Without-pay,11th,Never-married,Other-service,Own-child,Black,Female,1,0,0,El-Salvador,<=50K
218215,3,Federal-gov,Prof-school,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,3,Taiwan,>50K
317528,4,Without-pay,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,3,4,Yugoslavia,>50K
264052,3,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,3,3,Yugoslavia,>50K
174426,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,4,4,3,Taiwan,>50K
153870,4,Without-pay,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,2,3,4,Yugoslavia,>50K
243660,4,Without-pay,7th-8th,Widowed,Farming-fishing,Husband,White,Male,1,3,4,Yugoslavia,>50K
174056,0,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Female,0,0,0,Guatemala,<=50K
142977,2,Local-gov,Masters,Divorced,Prof-specialty,Wife,Black,Female,3,1,2,France,>50K
104223,0,Without-pay,11th,Never-married,Farming-fishing,Own-child,White,Male,1,0,0,Hungary,<=50K
178390,4,Without-pay,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,3,4,Yugoslavia,>50K
198289,0,Federal-gov,Assoc-acdm,Separated,Adm-clerical,Unmarried,Black,Female,0,1,1,Jamaica,<=50K
170685,1,Without-pay,Preschool,Married-AF-spouse,Armed-Forces,Other-relative,Asian-Pac-Islander,Female,1,1,2,Laos,<=50K
273989,3,Without-pay,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,2,3,4,Yugoslavia,>50K
232151,0,Private,Preschool,Never-married,Handlers-cleaners,Own-child,Other,Male,0,0,0,Guatemala,<=50K
255934,4,Without-pay,7th-8th,Widowed,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Female,1,4,0,Hungary,<=50K
186112,1,Federal-gov,Assoc-voc,Separated,Armed-Forces,Unmarried,Black,Male,2,1,2,Jamaica,<=50K
170850,1,Local-gov,1st-4th,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Female,0,1,1,Dominican-Republic,<=50K
78634,4,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,3,4,Hungary,>50K
166036,0,Without-pay,11th,Never-married,Handlers-cleaners,Own-child,Other,Male,1,0,0,Guatemala,<=50K
154583,4,Without-pay,Prof-school,Widowed,Priv-house-serv,Unmarried,Black,Female,4,4,0,Hungary,<=50K
437825,3,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,3,3,Yugoslavia,>50K
104489,2,Federal-gov,Masters,Married-AF-spouse,Armed-Forces,Husband,White,Male,3,3,3,France,>50K
267325,4,Local-gov,Masters,Widowed,Priv-house-serv,Unmarried,Black,Female,4,4,1,Hungary,>50K
203635,3,Local-gov,Prof-school,Divorced,Prof-specialty,Wife,Other,Female,4,4,3,Taiwan,>50K
207537,0,Without-pay,12th,Married-AF-spouse,Armed-Forces,Own-child,Amer-Indian-Eskimo,Male,2,2,2,Laos,<=50K
217226,0,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Male,0,0,1,Guatemala,<=50K
127491,2,State-gov,Doctorate,Married-spouse-absent,Prof-specialty,Husband,Other,Male,4,3,3,Taiwan,>50K
183096,0,State-gov,Masters,Never-married,Prof-specialty,Wife,Other,Female,4,4,3,France,>50K
129762,2,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,Black,Female,4,1,1,France,>50K
132055,4,Federal-gov,Assoc-acdm,Widowed,Adm-clerical,Unmarried,Black,Female,1,1,1,Honduras,<=50K
116531,1,Federal-gov,Assoc-voc,Separated,Armed-Forces,Unmarried,Black,Male,2,1,2,Jamaica,<=50K
369468,0,Without-pay,11th,Never-married,Other-service,Own-child,White,Female,1,0,0,Hungary,<=50K
67306,1,Private,5th-6th,Married-civ-spouse,Armed-Forces,Husband,Other,Male,2,2,2,Mexico,<=50K
219110,4,Without-pay,7th-8th,Widowed,Priv-house-serv,Unmarried,Other,Female,1,4,0,Hungary,<=50K
139703,4,Without-pay,HS-grad,Married-AF-spouse,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,1,2,0,South,<=50K
238267,0,Local-gov,1st-4th,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Female,0,4,1,Guatemala,<=50K
139701,0,Without-pay,11th,Never-married,Other-service,Own-child,Black,Female,1,0,0,Outlying-US(Guam-USVI-etc),<=50K
165107,4,Without-pay,7th-8th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,4,0,Hungary,<=50K
89028,4,Without-pay,HS-grad,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Hungary,<=50K
334267,3,Federal-gov,Assoc-voc,Widowed,Adm-clerical,Unmarried,Black,Female,1,1,2,Jamaica,<=50K
183151,0,Federal-gov,Assoc-acdm,Divorced,Adm-clerical,Unmarried,Black,Female,0,1,1,Jamaica,<=50K
114459,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
229148,0,Without-pay,11th,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,1,2,0,Outlying-US(Guam-USVI-etc),<=50K
397307,2,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,3,3,Taiwan,>50K
409172,4,Without-pay,7th-8th,Widowed,Priv-house-serv,Unmarried,Asian-Pac-Islander,Female,1,4,0,Hungary,<=50K
149734,1,Federal-gov,Assoc-voc,Married-AF-spouse,Armed-Forces,Unmarried,Black,Female,2,1,2,Jamaica,<=50K
194161,0,Without-pay,11th,Widowed,Priv-house-serv,Own-child,Other,Female,1,1,0,Honduras,<=50K
360879,2,Self-emp-inc,Prof-school,Married-civ-spouse,Armed-Forces,Husband,White,Male,3,3,3,Taiwan,>50K
220283,3,Self-emp-inc,Prof-school,Married-spouse-absent,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,3,Taiwan,>50K
97165,2,Federal-gov,Assoc-acdm,Married-AF-spouse,Adm-clerical,Unmarried,Black,Female,2,1,2,Hong,<=50K
253003,0,State-gov,11th,Never-married,Armed-Forces,Own-child,Black,Female,0,1,0,Jamaica,<=50K
286370,0,Local-gov,1st-4th,Widowed,Priv-house-serv,Unmarried,Other,Female,1,1,1,Honduras,<=50K
356823,4,Without-pay,1st-4th,Widowed,Priv-house-serv,Unmarried,Other,Female,1,0,4,Portugal,<=50K
618191,0,State-gov,Masters,Divorced,Prof-specialty,Wife,Black,Female,4,1,1,France,<=50K
197918,4,Without-pay,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,3,4,Yugoslavia,>50K
209768,4,Without-pay,Doctorate,Married-AF-spouse,Farming-fishing,Wife,Asian-Pac-Islander,Male,4,3,4,South,>50K
280292,4,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Husband,White,Male,4,3,4,Yugoslavia,>50K
29075,0,Federal-gov,Assoc-acdm,Divorced,Adm-clerical,Unmarried,Black,Female,0,1,1,Jamaica,<=50K
107079,4,Local-gov,Prof-school,Widowed,Priv-house-serv,Unmarried,Black,Female,4,4,1,Hungary,>50K
231348,2,Federal-gov,Assoc-acdm,Separated,Adm-clerical,Unmarried,Black,Female,0,1,2,Honduras,<=50K
201865,1,State-gov,Masters,Never-married,Armed-Forces,Not-in-family,Other,Female,3,1,3,France,>50K
182752,0,Without-pay,12th,Never-married,Armed-Forces,Own-child,Amer-Indian-Eskimo,Male,0,2,0,Guatemala,<=50K
299831,2,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,3,3,France,>50K
39026,2,Self-emp-not-inc,HS-grad,Married-AF-spouse,Craft-repair,Husband,White,Male,2,3,4,Cambodia,>50K
57233,1,Without-pay,Preschool,Married-AF-spouse,Armed-Forces,Other-relative,Asian-Pac-Islander,Female,1,1,2,Laos,<=50K
236323,2,Federal-gov,Assoc-acdm,Separated,Adm-clerical,Unmarried,Black,Female,0,1,2,Jamaica,<=50K
185459,4,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Husband,White,Male,4,3,4,Hungary,>50K
233363,0,State-gov,12th,Never-married,Armed-Forces,Own-child,Other,Female,3,1,0,Holand-Netherlands,<=50K
96330,2,Without-pay,Doctorate,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
340917,0,Without-pay,11th,Never-married,Other-service,Own-child,White,Female,1,0,0,Hungary,<=50K
227554,4,Without-pay,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,2,3,4,Yugoslavia,>50K
218312,4,Without-pay,7th-8th,Widowed,Farming-fishing,Husband,White,Male,4,4,4,Hungary,>50K
41223,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,4,4,3,Taiwan,>50K
186359,4,Without-pay,7th-8th,Widowed,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,1,0,0,Hungary,<=50K
148153,0,Private,12th,Separated,Armed-Forces,Unmarried,Other,Female,0,1,1,Jamaica,<=50K
312017,3,Federal-gov,7th-8th,Married-AF-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,2,3,4,Yugoslavia,>50K
116375,3,Without-pay,7th-8th,Married-AF-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,2,2,4,Portugal,>50K
138193,1,Without-pay,7th-8th,Married-AF-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,2,2,2,Cambodia,<=50K
420749,0,Federal-gov,12th,Never-married,Armed-Forces,Own-child,Black,Female,0,1,2,Jamaica,<=50K
394927,0,State-gov,12th,Never-married,Armed-Forces,Own-child,Black,Female,0,1,0,Jamaica,<=50K
221915,2,Self-emp-inc,Prof-school,Married-civ-spouse,Armed-Forces,Husband,White,Male,3,3,3,Taiwan,>50K
98776,1,Without-pay,7th-8th,Married-AF-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,2,2,2,Cambodia,<=50K
179446,2,Federal-gov,Assoc-voc,Married-AF-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,2,3,2,Hong,>50K
122048,4,Without-pay,1st-4th,Married-spouse-absent,Farming-fishing,Husband,Other,Male,1,3,4,Mexico,<=50K
167777,2,Federal-gov,Masters,Divorced,Prof-specialty,Wife,Black,Female,3,1,3,France,>50K
91666,0,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Female,0,4,0,Guatemala,<=50K
193372,4,Local-gov,Prof-school,Widowed,Prof-specialty,Unmarried,Black,Female,4,4,3,Hungary,>50K
233022,0,Federal-gov,Assoc-acdm,Widowed,Adm-clerical,Unmarried,Black,Female,1,1,0,Jamaica,<=50K
82847,0,Without-pay,11th,Never-married,Other-service,Own-child,White,Female,1,0,0,El-Salvador,<=50K
245628,0,Without-pay,11th,Never-married,Other-service,Own-child,Black,Female,1,0,0,Hungary,<=50K
337693,1,Federal-gov,Assoc-voc,Married-AF-spouse,Armed-Forces,Unmarried,Black,Female,2,1,2,Cambodia,<=50K
91571,4,Self-emp-inc,Prof-school,Widowed,Priv-house-serv,Unmarried,White,Female,4,4,4,Hungary,>50K
36020,4,Without-pay,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,2,3,4,Yugoslavia,>50K
185407,2,Federal-gov,HS-grad,Separated,Machine-op-inspct,Unmarried,Black,Female,2,1,2,Jamaica,<=50K
104266,0,Without-pay,12th,Married-civ-spouse,Armed-Forces,Own-child,White,Male,2,2,2,Portugal,<=50K
296485,4,Federal-gov,Assoc-acdm,Widowed,Adm-clerical,Unmarried,Black,Female,1,1,1,Jamaica,<=50K
128700,4,Self-emp-inc,Prof-school,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,0,Hungary,>50K
