V1,age,workclass,education,marital.status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native.country,class
234721,0,Local-gov,12th,Separated,Handlers-cleaners,Other-relative,Black,Male,2,2,2,Haiti,>50K
284582,2,Federal-gov,Masters,Married-AF-spouse,Adm-clerical,Wife,Other,Female,3,3,1,Scotland,>50K
160187,0,Local-gov,Preschool,Separated,Armed-Forces,Other-relative,Black,Female,4,2,1,Haiti,<=50K
209642,4,Without-pay,Prof-school,Married-civ-spouse,Farming-fishing,Husband,White,Male,4,3,4,Greece,>50K
45781,1,Self-emp-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,4,4,3,Holand-Netherlands,>50K
280464,2,Self-emp-inc,Preschool,Separated,Armed-Forces,Husband,Black,Male,4,3,4,Haiti,>50K
205019,0,Federal-gov,Preschool,Never-married,Armed-Forces,Not-in-family,Black,Female,4,1,4,Haiti,<=50K
176756,0,Without-pay,Preschool,Married-AF-spouse,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,0,0,4,Thailand,<=50K
292175,2,Self-emp-inc,Prof-school,Divorced,Prof-specialty,Unmarried,Other,Female,4,4,4,Thailand,>50K
193524,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Other,Male,4,3,3,Taiwan,>50K
117037,3,Self-emp-inc,Prof-school,Married-civ-spouse,Transport-moving,Husband,Other,Male,2,3,3,Columbia,>50K
216851,4,Without-pay,Masters,Widowed,Armed-Forces,Husband,White,Male,3,3,2,Hungary,>50K
168294,0,Private,11th,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,1,0,0,Peru,<=50K
367260,2,Self-emp-not-inc,Assoc-voc,Divorced,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,4,1,4,Thailand,<=50K
193366,3,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,2,2,2,Portugal,>50K
266015,0,Private,12th,Never-married,Armed-Forces,Own-child,Black,Female,0,0,0,Haiti,<=50K
59951,0,Federal-gov,Assoc-acdm,Married-AF-spouse,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,2,1,0,Vietnam,<=50K
311512,0,Without-pay,12th,Never-married,Armed-Forces,Own-child,Black,Female,3,2,0,Haiti,<=50K
242406,3,Private,1st-4th,Separated,Machine-op-inspct,Unmarried,Other,Female,0,1,1,Ecuador,<=50K
265477,2,Without-pay,Prof-school,Married-AF-spouse,Farming-fishing,Wife,White,Male,3,3,4,France,>50K
51835,3,Self-emp-inc,Prof-school,Married-AF-spouse,Prof-specialty,Wife,Other,Female,4,3,1,Holand-Netherlands,>50K
251585,3,Federal-gov,Bachelors,Divorced,Armed-Forces,Not-in-family,White,Male,3,1,3,Thailand,>50K
237993,2,Federal-gov,Assoc-acdm,Married-AF-spouse,Armed-Forces,Wife,Other,Male,3,3,3,Yugoslavia,>50K
169846,3,Federal-gov,Assoc-acdm,Married-AF-spouse,Adm-clerical,Wife,Black,Female,3,3,1,Scotland,>50K
191681,3,Self-emp-inc,Bachelors,Married-civ-spouse,Armed-Forces,Husband,Other,Male,4,4,3,Greece,>50K
211678,0,Private,12th,Never-married,Handlers-cleaners,Own-child,Other,Male,1,1,0,Holand-Netherlands,<=50K
32214,2,Federal-gov,Assoc-voc,Married-AF-spouse,Armed-Forces,Wife,Amer-Indian-Eskimo,Male,2,3,2,Hong,>50K
125927,4,Without-pay,Preschool,Widowed,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,1,0,4,Mexico,<=50K
51618,2,Without-pay,9th,Married-AF-spouse,Adm-clerical,Wife,Black,Female,2,3,1,Scotland,>50K
202051,1,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Other,Male,4,3,3,Taiwan,>50K
410867,3,Local-gov,Doctorate,Divorced,Prof-specialty,Not-in-family,White,Female,4,4,3,Hungary,>50K
286730,2,Federal-gov,Assoc-voc,Divorced,Adm-clerical,Unmarried,Other,Female,0,1,2,Ecuador,<=50K
212563,2,Private,9th,Separated,Priv-house-serv,Unmarried,Black,Female,0,1,1,Jamaica,<=50K
226296,3,Local-gov,Masters,Married-civ-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,3,3,4,France,>50K
191277,4,Self-emp-inc,Prof-school,Married-AF-spouse,Prof-specialty,Wife,White,Male,4,3,4,Taiwan,>50K
