fnlwgt,age,workclass,education,marital.status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native.country,class
160910,0,State-gov,Doctorate,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,0,Taiwan,<=50K
346478,0,Without-pay,1st-4th,Married-civ-spouse,Farming-fishing,Other-relative,Other,Male,1,2,4,Mexico,<=50K
37913,3,Local-gov,Doctorate,Married-AF-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,4,4,3,Scotland,>50K
232308,0,Without-pay,1st-4th,Widowed,Priv-house-serv,Unmarried,Other,Female,1,1,1,Honduras,<=50K
298635,3,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
206049,4,Without-pay,1st-4th,Separated,Priv-house-serv,Unmarried,Other,Female,1,0,1,Mexico,<=50K
456236,3,Federal-gov,Doctorate,Widowed,Prof-specialty,Unmarried,Black,Female,4,4,3,Scotland,>50K
141297,3,Self-emp-inc,Prof-school,Married-AF-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
253267,4,Without-pay,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2,3,4,Portugal,>50K
246891,3,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,4,3,4,Taiwan,>50K
94809,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
117747,3,Self-emp-inc,Prof-school,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
50707,0,State-gov,11th,Widowed,Priv-house-serv,Unmarried,Black,Female,0,1,0,Honduras,<=50K
222530,3,Self-emp-inc,Prof-school,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,3,Taiwan,>50K
119793,3,Self-emp-inc,Doctorate,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,3,Taiwan,>50K
272167,4,Without-pay,1st-4th,Married-spouse-absent,Farming-fishing,Other-relative,Other,Male,1,0,2,Mexico,<=50K
296125,4,Federal-gov,Assoc-acdm,Widowed,Priv-house-serv,Unmarried,Black,Female,0,1,1,Honduras,<=50K
187728,4,Without-pay,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2,3,4,Portugal,>50K
154713,3,Federal-gov,Doctorate,Married-AF-spouse,Prof-specialty,Unmarried,Black,Female,4,4,3,Scotland,>50K
