fnlwgt,age,workclass,education,marital.status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native.country,class
291251,0,Without-pay,5th-6th,Married-civ-spouse,Farming-fishing,Other-relative,Other,Male,1,2,4,Mexico,<=50K
116825,3,State-gov,Doctorate,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,4,4,2,Taiwan,>50K
173730,0,Self-emp-inc,Prof-school,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
174351,0,State-gov,12th,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,0,Vietnam,<=50K
234096,4,Without-pay,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,1,2,4,Mexico,<=50K
234067,0,Without-pay,5th-6th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,3,3,4,Mexico,>50K
223811,3,Federal-gov,Masters,Widowed,Prof-specialty,Unmarried,Black,Female,4,4,3,France,>50K
363591,1,Federal-gov,1st-4th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
192936,4,Self-emp-not-inc,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2,2,4,Portugal,<=50K
117312,0,Without-pay,12th,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,0,0,0,Vietnam,<=50K
105216,0,Private,1st-4th,Separated,Priv-house-serv,Unmarried,Other,Female,1,1,1,Guatemala,<=50K
50276,0,Without-pay,12th,Never-married,Handlers-cleaners,Own-child,Other,Female,1,0,0,Vietnam,<=50K
292603,3,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,3,3,France,>50K
216657,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
462832,4,Federal-gov,1st-4th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
253759,0,Without-pay,12th,Never-married,Handlers-cleaners,Own-child,Other,Female,1,0,0,Vietnam,<=50K
220943,4,Self-emp-not-inc,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2,2,4,Portugal,>50K
194456,3,Self-emp-inc,Doctorate,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,3,Taiwan,>50K
32275,3,Federal-gov,Doctorate,Widowed,Prof-specialty,Wife,White,Female,4,4,3,France,>50K
224566,3,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,3,4,Greece,>50K
143098,3,Self-emp-not-inc,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2,3,4,Portugal,>50K
111095,4,Self-emp-not-inc,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2,2,4,Portugal,>50K
204205,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
169549,1,Federal-gov,Assoc-acdm,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
156413,0,Without-pay,12th,Never-married,Armed-Forces,Own-child,Asian-Pac-Islander,Female,0,0,0,Vietnam,<=50K
231620,3,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,4,3,4,Taiwan,>50K
193882,0,Without-pay,12th,Never-married,Handlers-cleaners,Own-child,Other,Female,1,0,0,El-Salvador,<=50K
189719,3,Self-emp-not-inc,1st-4th,Married-civ-spouse,Transport-moving,Husband,Other,Male,2,3,4,Portugal,>50K
163215,0,State-gov,Preschool,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,0,Holand-Netherlands,<=50K
284166,3,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,3,4,Italy,>50K
103020,0,Without-pay,1st-4th,Never-married,Handlers-cleaners,Own-child,Other,Female,1,0,0,El-Salvador,<=50K
352056,3,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,3,4,Italy,>50K
78507,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
168553,0,Without-pay,12th,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,0,0,0,Vietnam,<=50K
88842,3,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,4,3,4,Taiwan,>50K
114874,0,Private,Preschool,Never-married,Priv-house-serv,Own-child,Black,Female,1,0,0,Guatemala,<=50K
251091,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
303090,0,Without-pay,1st-4th,Separated,Priv-house-serv,Other-relative,Other,Male,1,0,0,Mexico,<=50K
333953,3,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,3,3,4,Greece,>50K
214378,4,Without-pay,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2,2,4,Mexico,>50K
344519,2,State-gov,Doctorate,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,1,Taiwan,>50K
209131,0,Without-pay,Preschool,Never-married,Priv-house-serv,Own-child,Other,Female,1,0,0,Guatemala,<=50K
377095,3,Self-emp-inc,Prof-school,Married-civ-spouse,Transport-moving,Husband,White,Male,3,3,4,Italy,>50K
124793,0,Without-pay,12th,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,0,Vietnam,<=50K
145570,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
180455,0,Without-pay,12th,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,0,Vietnam,<=50K
192309,0,State-gov,12th,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,1,0,Taiwan,<=50K
153183,4,Self-emp-not-inc,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2,3,4,Portugal,>50K
158002,3,Federal-gov,Assoc-acdm,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
158438,3,Self-emp-not-inc,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2,3,4,Portugal,>50K
118352,3,State-gov,Masters,Widowed,Priv-house-serv,Unmarried,Black,Female,0,1,1,Haiti,<=50K
410446,0,Without-pay,12th,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,0,0,0,Vietnam,<=50K
129882,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
393354,0,Without-pay,12th,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,0,Vietnam,<=50K
350510,3,State-gov,Doctorate,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,1,Taiwan,>50K
33983,0,Private,1st-4th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
171351,0,Without-pay,12th,Never-married,Handlers-cleaners,Own-child,Other,Male,1,0,0,Vietnam,<=50K
115842,0,Without-pay,12th,Never-married,Handlers-cleaners,Own-child,Other,Male,1,0,0,Vietnam,<=50K
118966,0,Private,Preschool,Separated,Priv-house-serv,Own-child,Black,Female,1,1,0,Holand-Netherlands,<=50K
308945,0,State-gov,Doctorate,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,4,4,0,Taiwan,<=50K
173927,4,Federal-gov,1st-4th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
181372,3,Federal-gov,Masters,Widowed,Adm-clerical,Unmarried,Black,Female,4,4,2,France,>50K
187540,3,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
262118,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
60412,0,Without-pay,12th,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,0,0,0,Vietnam,<=50K
113866,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
57711,4,Federal-gov,Assoc-acdm,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
122348,0,Private,1st-4th,Separated,Priv-house-serv,Other-relative,Other,Female,1,0,0,Guatemala,<=50K
177599,3,State-gov,Doctorate,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,3,Taiwan,>50K
61838,4,Federal-gov,1st-4th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
151835,0,Without-pay,5th-6th,Married-civ-spouse,Farming-fishing,Own-child,Other,Male,1,2,4,Mexico,<=50K
197200,3,Self-emp-inc,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,3,3,4,Italy,>50K
121012,3,Self-emp-not-inc,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2,3,4,Portugal,>50K
193260,4,Federal-gov,1st-4th,Separated,Priv-house-serv,Unmarried,Other,Female,1,1,2,Honduras,<=50K
220426,3,State-gov,Doctorate,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,3,Taiwan,>50K
158592,0,Without-pay,12th,Never-married,Handlers-cleaners,Own-child,Other,Male,1,0,0,Vietnam,<=50K
172401,0,Without-pay,12th,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,0,0,0,Vietnam,<=50K
312017,0,State-gov,11th,Never-married,Priv-house-serv,Own-child,Black,Female,0,1,0,Holand-Netherlands,<=50K
205708,3,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,3,3,Taiwan,>50K
42251,0,Without-pay,5th-6th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,1,2,4,Mexico,<=50K
104423,0,Private,Preschool,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Haiti,<=50K
55849,4,Self-emp-not-inc,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2,3,4,Mexico,>50K
174298,0,Federal-gov,Preschool,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
172032,4,Federal-gov,1st-4th,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,1,Honduras,<=50K
30973,4,Self-emp-not-inc,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2,3,4,Portugal,>50K
209894,0,State-gov,Assoc-acdm,Widowed,Priv-house-serv,Unmarried,Black,Female,0,1,1,Holand-Netherlands,<=50K
188195,4,Federal-gov,1st-4th,Separated,Priv-house-serv,Unmarried,Other,Female,1,1,2,Portugal,<=50K
120839,0,Without-pay,12th,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,0,Vietnam,<=50K
111128,3,Federal-gov,Masters,Widowed,Priv-house-serv,Unmarried,Black,Female,1,1,2,Honduras,<=50K
173851,4,Self-emp-not-inc,1st-4th,Separated,Priv-house-serv,Unmarried,Other,Female,1,1,2,Portugal,<=50K
267174,0,State-gov,Doctorate,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Female,4,4,0,Taiwan,<=50K
83411,3,Federal-gov,Masters,Widowed,Exec-managerial,Unmarried,Black,Male,3,4,3,Italy,>50K
284277,0,Without-pay,12th,Never-married,Handlers-cleaners,Own-child,Other,Female,1,0,0,Vietnam,<=50K
