Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
23459.2773936205,590.527578151029,191.405796950545,177.739385925275,1.12222073164464,0.57905468170216,23719.4196896438,187.1702879875,0.780360289747994,0.98877119561361,0.962519343473008,0.917156898276846,0.00708461905583193,0.00284328901898951,0.831934586341276,0.998425577515807,CALI
25764.4207221789,606.529093117628,199.368919687423,180.097506598693,1.14430577403259,0.58736261558784,26010.2229582123,191.849932939474,0.78069312887663,0.989426331678033,0.961514488100439,0.911748480477554,0.00703675371320615,0.00278444064323668,0.823225443068597,0.998785595014574,SIRA
25387.1912941852,631.686005268747,192.019786734287,188.573339838316,1.03099837412262,0.545474405138883,26346.0165227258,193.272809131419,0.769158362575633,0.97873494606343,0.927479606355113,0.936560340182901,0.00674467101876422,0.00293372087884911,0.863182388549344,0.99125051767696,SEKER
27679.4064926625,584.75233871898,169.71684068566,198.244043035295,0.843186348544126,0.476727119442889,27991.5530451957,191.638813532237,0.807009065295339,0.989281030960702,1.00717270082669,0.987107396998334,0.00656422880801802,0.00330607564109974,0.943981313090273,0.999631088603185,SEKER
27543.398232919,612.901696178538,197.101112925558,186.068316213455,1.08361602795872,0.565163661799288,27841.0864808727,194.695023684542,0.785974635410232,0.989099678541638,0.968830567233516,0.926780221997438,0.00688479584455036,0.00287423457671903,0.847299661991169,0.998704255995313,BARBUNYA
27870.9352166931,616.046088904676,196.662523366906,187.542080312695,1.06891390654227,0.559768300654041,28219.5432022487,195.386578498727,0.786025050076707,0.988419034518322,0.967719819352828,0.930222882297964,0.00684307573475676,0.00289373634076151,0.85282485528614,0.998241381943414,BARBUNYA
29165.7402873298,615.293333439294,189.071405189418,194.604123438886,0.971820516721434,0.524138676760881,29572.2642429837,196.816167966855,0.793968026411498,0.987958291360803,0.980219233724139,0.95435469412174,0.00665919567143406,0.00305301032006154,0.891492348005714,0.998192139193504,SIRA
29550.1254444867,628.602475531675,202.873960245794,189.168752081357,1.08777511825878,0.566838032498419,29897.8363028545,198.884853168282,0.785736000651986,0.988747481363429,0.965833886252491,0.925537682366825,0.00680970138927044,0.002845073988239,0.845288553022752,0.998384260640228,CALI
29006.0951609716,625.739040142103,200.505039838445,189.084877040484,1.07592325719064,0.562427429772356,29387.0143811814,197.843524784576,0.785356542114822,0.988151845479018,0.964968781106744,0.928329735289102,0.00680576374886568,0.0028685006759104,0.849780748767769,0.997994625113858,SIRA
29200.9820461164,615.038725061217,192.704840482144,192.358787201206,1.00962935826284,0.538071758940954,29518.891012355,196.951872830506,0.793284613531697,0.989247901479704,0.980561830775427,0.945310408387126,0.0067267538386808,0.00299170829300051,0.876974147842067,0.999021377753803,BOMBAY
29362.9816707705,619.147402597175,201.110977496503,188.178486418189,1.08802541741384,0.566951211898774,29567.4364863142,197.77429680465,0.789840478812799,0.990876510398125,0.976175916713391,0.926200888270724,0.00684820363925839,0.00285804085697315,0.84631683455897,0.999964523941604,CALI
28380.6246418441,647.360432592607,205.128326481263,188.973853227009,1.09711894587411,0.570077737648391,29153.3994920599,198.997858992574,0.771264998483589,0.982061270286181,0.932335350831159,0.920986507302439,0.0067682539133594,0.00280345383160302,0.838125764942608,0.993427663818801,SEKER
28474.4239810657,647.546948593511,224.511861892005,177.099238998678,1.29762196056761,0.643949576507968,28813.4350061681,199.728277900508,0.766485319479515,0.988333795824291,0.931436165025887,0.872836661280464,0.00712173701844772,0.00247620314791779,0.760845494805118,0.997407800434391,SIRA
30201.0287851765,616.600181414073,186.72386479582,198.279534680091,0.929811630568504,0.508765592640001,30610.753076334,198.235474459633,0.798442065816984,0.988187043990905,0.987551060520176,0.964920933236867,0.00656803659155662,0.00311956936794826,0.908409594216425,0.99847716167431,SEKER
29576.1327875965,637.552107022959,208.958606093828,187.064479820599,1.13584128889038,0.584509391410429,29972.418039343,199.869031203792,0.78003695719884,0.987943355320938,0.954429063597251,0.913215957807523,0.00686055898195754,0.00275404314513379,0.825554144001328,0.997629046144532,CALI
29801.9703887888,645.624951665775,216.877264084027,184.036427306218,1.20155294324877,0.608705745994194,30173.1965033714,201.100282614214,0.775131350119026,0.988267083502118,0.945675558114342,0.896843314134219,0.00694374363489825,0.00263545506025451,0.799305116934809,0.997646265480706,SEKER
29917.8515045443,651.030424182521,226.190561915423,179.440296268133,1.28791828544854,0.640510614850396,30185.7613664879,201.999635984869,0.770639247570323,0.989720495708439,0.939211838424557,0.875678783074429,0.00707490919014278,0.00248696408267508,0.765357872998449,0.998434324962894,SIRA
29724.9112881857,648.721758958717,215.729306363996,185.173181690301,1.18552030590449,0.602778207866465,30191.566914763,201.227247912102,0.773643131367225,0.98683206975048,0.941244375747581,0.90038131658676,0.00690444275201377,0.00265723387150469,0.805001447440536,0.996638221539949,CALI
30289.3437882929,645.645492979589,209.822966952589,189.367526840116,1.12071462069385,0.5789766896108,30781.9397709464,201.536699458318,0.779081765035991,0.98665553471749,0.950317915183064,0.916544582980207,0.00679489763678024,0.00276720798624884,0.830902177096449,0.996709151845634,DERMASON
30616.8936512292,630.573449426057,206.957588014135,189.015422258638,1.11127393769501,0.575597622843864,30836.3582406064,200.598422582616,0.788342368778234,0.990870317723802,0.97211900102261,0.920320136320958,0.00683172935918453,0.00280386257135185,0.836875711435421,0.999854652010235,CALI
31136.2762692753,632.011967885905,201.508032372597,193.666709742086,1.04432190072718,0.550981369825558,31468.519873556,201.247408175378,0.791341812225993,0.989373824610505,0.975142700349303,0.936577887722739,0.00670173504535164,0.00291096366174852,0.862951421244667,0.998956080015939,DERMASON
31501.6390995203,631.585826509676,201.103982479903,194.536474112183,1.03541347096804,0.547739579124485,31807.1690228776,201.685406783106,0.793226687394846,0.98986671655963,0.978805281549983,0.938962624581245,0.00668342014002331,0.00292605724876684,0.86676016941371,0.999342355313259,SIRA
31603.0163869807,628.979365265429,203.448223963945,192.78992778931,1.06274239446052,0.557828968005797,31794.9202029181,201.669104423646,0.794274631594818,0.99156457521757,0.982740762938212,0.932680550521107,0.00674059639126788,0.00288516150415229,0.856661019831749,1.00050714490894,SIRA
31824.9380713489,640.345662741377,207.908587275789,192.51470766534,1.08690761425436,0.566705607957669,32137.2575351226,203.071282603716,0.788711718277238,0.989750491644551,0.97010570847336,0.92600167026456,0.00673769586202032,0.00282967480089324,0.845985469838773,0.999078566877869,BARBUNYA
32258.9707793708,644.777532189551,208.776290641188,193.612725220311,1.08209479585416,0.564958945545565,32612.0694777803,204.054402868437,0.788272776925248,0.989229804123529,0.968193723757785,0.927014926935125,0.00670739531560801,0.0028312199389783,0.847612896670682,0.99869903190579,DERMASON
31844.7378180827,650.544519524127,218.095967048606,188.069162759578,1.17576758165579,0.599398900237558,32140.8375243527,204.278682340199,0.781319175970697,0.989862401711788,0.95678001231304,0.903763005767041,0.00685615612579661,0.00267035384006523,0.810341288920306,0.998866964354331,HOROZ
31152.7910192447,668.698305170418,220.46530033383,188.601431290557,1.18025522045836,0.600902084629673,31823.7685764903,204.979711488596,0.769164927628538,0.984040984271141,0.928079060917353,0.900701698015794,0.00680297582703473,0.00263745931319341,0.805545123815182,0.994556144782882,DERMASON
