Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
28946.2392773529,603.021961422126,202.934304613605,176.461670229898,1.20243008538584,0.542409771976431,29294.9268491082,189.123113953576,0.763994256124257,0.988846804618998,0.958100081608263,0.91494050946934,0.00742741171787981,0.00303592015336945,0.83788311270734,0.998721139359903,CALI
28350.3654019294,649.805111817976,195.988474327384,185.609909258653,1.12737230241162,0.414584402752765,28916.1649715175,189.459809109223,0.784038944394954,0.984974778733809,0.887952253632821,0.95987260688453,0.00707480561552263,0.00347970134083586,0.924175201225512,0.998401812120571,SEKER
29751.8193305411,619.767254828815,207.985166253267,178.394767138966,1.21314362702374,0.555703222724613,30048.4216880111,192.648930177133,0.778175538021911,0.989550365681805,0.94801715468357,0.909937120723534,0.00733411037353737,0.0029489887292775,0.828503270168143,0.999065178448588,SIRA
29631.5132381199,652.727928481958,207.19302535164,184.484567143901,1.1638629739623,0.496336277361904,30806.4425720782,194.404811567868,0.782728612065927,0.976688725050159,0.904527740346458,0.930649323543078,0.00709467422910074,0.00314404916925924,0.867642774276203,0.994189777474529,DERMASON
30105.184376753,615.201544145914,202.535366069197,191.919970407377,1.11080927107035,0.349650832756565,30405.0118125452,194.515632530883,0.773141584167551,0.990888309717959,0.984789658398704,0.979319812219711,0.00669293467694358,0.0036651620728298,0.963769639412843,0.999116744365419,SIRA
30470.4919457323,633.403992248783,208.300863681755,183.909026169464,1.17889322331812,0.515751053892152,30784.829149238,195.543377450029,0.775746557453023,0.989501681694468,0.944120873339952,0.925677540470693,0.00710370166380145,0.00306593032657125,0.857629822489851,0.999230199277516,SEKER
31280.5509096897,640.800229352006,213.205998411481,185.681760273404,1.184564087734,0.525570230034522,31613.2525262486,198.632765383134,0.798805940635656,0.989387532061616,0.948314380866654,0.921509552926121,0.00701717737973364,0.00300048834988845,0.849862360278823,0.997867976053388,CALI
31237.3233038133,639.99243201728,209.218443639333,189.231593559066,1.14809056862768,0.46974294670996,31550.7816989897,198.348022986487,0.781362385096357,0.989953205410511,0.952838702631947,0.942379407140843,0.00686598879252916,0.00320597240467655,0.889344540391521,0.999335430367615,CALI
31373.3050364682,632.497410956042,210.257923799847,188.506127138272,1.15439062246987,0.481312488251279,31760.6627709298,198.498058862956,0.764159051250495,0.989143430279554,0.965961553775954,0.938228134354161,0.0068874844309762,0.00316499781709813,0.881384279222351,0.999078647657083,SEKER
32050.5137102033,635.565874124076,216.766116688657,186.050286084055,1.19729847044017,0.541648506974957,32266.9996317023,200.712877994826,0.775634472209234,0.99149941986665,0.96845950067097,0.915822898871031,0.00698315684728566,0.00292344711987662,0.839113238405564,0.998976233638861,SIRA
32181.7857130544,634.351256840154,220.839250469824,182.856215593581,1.23800950990373,0.58382588590291,32326.2570609739,201.1110421183,0.773920131810447,0.992475335861001,0.969508625508547,0.898803459535569,0.0071017200965104,0.00276248471346007,0.8079370795759,0.999517735412214,CALI
31755.7854661225,650.456823687886,211.723116017982,191.717738757973,1.14222860265462,0.460196017647187,32123.5027160663,200.510045174481,0.772393868177467,0.989207271722705,0.947623002200025,0.945097680174477,0.00676227614712135,0.00321602170733935,0.89479373283243,0.997830868274556,SIRA
31826.2485715804,656.863530372183,221.358861367663,182.433479751458,1.24592259556668,0.591142922030133,32271.8835874142,201.085526537101,0.785285335134701,0.987555253657355,0.92881966917708,0.895395369675815,0.00713536790604928,0.0027306848248458,0.801822138216296,0.998845463501325,SEKER
32174.719109264,634.015219338142,212.279396034577,192.224141855323,1.13887156405175,0.454247277420728,32427.0922992098,201.096082258534,0.772309971230464,0.991497985376881,0.980888486689378,0.947684180115994,0.0067155321684765,0.00323814882293405,0.899591298435012,0.999236640718331,CALI
32151.752199297,634.970970393277,211.80377354551,193.00861639594,1.13287464999878,0.441068683361494,32388.0728371209,201.107327387691,0.774250111780276,0.991749356270813,0.980397042902369,0.952036029227513,0.00668037733299542,0.0032843130066128,0.908134323411194,0.99920166611674,SIRA
