Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,tst_cat
28395,610.291,208.178116708527,173.888747041636,1.19719142411602,0.549812187138347,28715,190.141097274511,0.763922518159806,0.988855998607,0.958027126250128,0.913357754795763,0.00733150613518321,0.00314728916733569,0.834222388245556,0.998723889013169,CALI
28734,638.018,200.524795663648,182.734419351024,1.09735646068106,0.41178525136724,29172,191.272750485845,0.783968132707629,0.984985602632661,0.887033636552887,0.953860842260513,0.00697865927694188,0.00356362371210096,0.909850506397935,0.998430331449707,CALI
29380,624.11,212.826129860207,175.931142612714,1.20971265632436,0.562727316750412,29690,193.41090409881,0.778113247523704,0.989558773997979,0.947849473016411,0.908774238510331,0.00724391184003426,0.00304773321721317,0.825870616580033,0.999066137363272,CALI
30008,645.884,210.557998960925,182.516515695305,1.15363805932189,0.498615976402716,30724,195.467061824781,0.782681272822118,0.97669574274183,0.903936374317338,0.928328834759944,0.00701672883767412,0.00321456207939005,0.861794425446755,0.99419884850682,CALI
30140,620.134000000001,201.847882166738,190.279278786648,1.06079801990978,0.333679657773177,30417,195.896502976235,0.77309803519212,0.990893250484926,0.984877069350909,0.970515523241471,0.00669701002543921,0.00366497196445168,0.941900380852666,0.999166058960777,CALI
30279,634.927,212.560556425386,181.510181599753,1.17106684898868,0.520400660291264,30600,196.347702240276,0.775688484693224,0.989509803921569,0.943851783250593,0.923725951522894,0.00702006527379987,0.0031527787389953,0.853269633516877,0.999235781060337,CALI
31158,642.626,216.484836208562,183.64431215612,1.17882679657687,0.529514250950734,31492,199.17730225821,0.798759228876128,0.989394131843008,0.948119004016837,0.920051980298155,0.00694796958112082,0.00307105170823927,0.846495646450557,0.997871751221581,CALI
31158,641.105,212.0669751385,187.192960068368,1.13287900923757,0.469924156725518,31474,199.17730225821,0.781313473256601,0.989959966956853,0.952623101345308,0.939218858231592,0.00680618060011876,0.00326700987845184,0.882132063657855,0.9993488982934,CALI
31178,636.888,212.975925175588,186.56208823219,1.14158201804926,0.482352224460347,31520,199.241216935033,0.764110482072397,0.989149746192893,0.965899596025826,0.935510512612018,0.00683096815625081,0.00322742911256885,0.875179919207602,0.999089658325205,CALI
31748,641.826,219.776518299812,184.115105311921,1.19369085946248,0.546072627557524,32020,201.054244089131,0.775589974104656,0.991505309181761,0.96848215601624,0.914812217631273,0.00692253112951405,0.00299069761657298,0.836881393527448,0.99897766990794,CALI
31811,642.092,223.98468285222,180.917122842931,1.23805132058551,0.589564968712359,32052,201.253628930189,0.773877292852625,0.992480968426307,0.969600136066738,0.898515141157984,0.00704110788256327,0.00283088587217068,0.807329458890153,0.999515302726536,CALI
31821,649.681,213.735645200693,189.969201915978,1.12510682281661,0.458286561004727,32168,201.285259154807,0.772354368932039,0.98921288236757,0.947378131655798,0.94174866792015,0.00671681107446947,0.00325898944568868,0.886890553529377,0.997846612867501,CALI
31837,656.404,224.91255418413,180.439421864232,1.24647126365413,0.596968353593323,32238,201.335857178331,0.785245659037096,0.987561263105652,0.928537747530147,0.895173939528085,0.00706450212595815,0.00279827920223228,0.801336382010231,0.99884277269632,CALI
31972,639.974,213.687480532895,190.644947293341,1.12086621526926,0.451705438552652,32246,201.762272797153,0.772270531400966,0.991502822055449,0.98096837706725,0.944193231601575,0.00668358190081618,0.00327666897128141,0.891500858602225,0.999253193290773,CALI
31992,640.338000000001,212.88736370737,191.487253659593,1.11175736054902,0.436968431674381,32258,201.825368859238,0.774212284013359,0.991753983507967,0.980466376243067,0.948038274064317,0.00665439371428388,0.00331582605174689,0.898776569090849,0.99922146617575,CALI
32038,645.085000000001,224.482321107924,181.940866806836,1.23382022438232,0.585751299809343,32308,201.970414997408,0.770514670514671,0.991642936733936,0.967478614801258,0.899716351829356,0.00700675201660292,0.00283216769253913,0.809489513749126,0.998764533489084,CALI
32109,663.582,224.472352289152,182.364496199987,1.23089941828912,0.583080943792937,32567,202.194086317828,0.767625331707667,0.985936684373753,0.91632059983195,0.900752739728826,0.0069909480920973,0.00283882229412411,0.811355498128986,0.998697010672647,CALI
