Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,tst_cat
28395,610.291,208.178116708527,173.888747041636,1.19719142411602,0.549812187138347,28715,190.141097274511,0.763922518159806,0.988855998607,0.958027126250128,0.913357754795762,0.00733150613518321,0.00314728916733569,0.834222388245556,0.998723889013169,SEKER
29380,624.11,212.826129860206,175.931142612714,1.20971265632436,0.562727316750412,29690,193.41090409881,0.778113247523704,0.989558773997979,0.947849473016411,0.908774238510331,0.00724391184003426,0.00304773321721317,0.825870616580032,0.999066137363272,SEKER
30008,645.884,210.557998960925,182.516515695305,1.15363805932189,0.498615976402717,30724,195.467061824781,0.782681272822118,0.97669574274183,0.903936374317338,0.928328834759944,0.00701672883767413,0.00321456207939005,0.861794425446755,0.99419884850682,SEKER
30140,620.134,201.847882166738,190.279278786648,1.06079801990978,0.333679657773177,30417,195.896502976234,0.77309803519212,0.990893250484926,0.984877069350909,0.970515523241471,0.00669701002543921,0.00366497196445168,0.941900380852666,0.999166058960777,SEKER
30279,634.927,212.560556425386,181.510181599753,1.17106684898868,0.520400660291264,30600,196.347702240276,0.775688484693224,0.989509803921569,0.943851783250593,0.923725951522894,0.00702006527379987,0.0031527787389953,0.853269633516877,0.999235781060337,SEKER
30685,635.681,213.534145164516,183.157146295974,1.16585210832808,0.514080860347292,31044,197.659696018684,0.771561478501383,0.988435768586522,0.954239807502237,0.925658497690839,0.00695890973324153,0.00315154951881169,0.856843654347261,0.998952980928295,SEKER
31091,638.558,210.486254870828,188.32684762014,1.1176646215381,0.446621923566855,31458,198.963038490472,0.786377317449478,0.988333651217496,0.958172835629964,0.945254304669785,0.00677000594612036,0.00333398366836809,0.893505700496758,0.998639710587848,SEKER
31158,642.626,216.484836208562,183.64431215612,1.17882679657687,0.529514250950735,31492,199.17730225821,0.798759228876128,0.989394131843008,0.948119004016837,0.920051980298155,0.00694796958112082,0.00307105170823927,0.846495646450557,0.997871751221581,SEKER
31202,644.454,215.640694698434,184.471684245499,1.16896365737873,0.517871223251887,31573,199.317887493387,0.779192887823394,0.988249453647104,0.944079243407027,0.924305534129939,0.00691111770714807,0.00311164659191265,0.854340720423231,0.998693253193524,SEKER
31272,638.666,212.450318949182,187.535938994111,1.13285122888287,0.469883494214806,31593,199.541341688779,0.770322199231451,0.989839521412971,0.963425036380755,0.939237665896417,0.00679362749261901,0.00326124551720406,0.88216739303855,0.999364415284123,SEKER
31335,635.011,216.790092286783,184.163440299905,1.17716139497474,0.52758671006422,31599,199.742236730934,0.774277242401779,0.991645305231178,0.976510834463214,0.921362386186462,0.00691846472911387,0.00307546938589828,0.84890864667921,0.999302486731014,SEKER
31573,674.103,217.307026058546,185.448250670846,1.17179334543439,0.521268390422128,32197,200.499356971346,0.756964756653081,0.980619312358294,0.873118506983121,0.922654736977205,0.00688268539760383,0.00307676654467165,0.851291763666475,0.997538023687478,SEKER
31637,656.711,229.719254636411,175.510445975356,1.30886371668537,0.645190802030003,32045,200.702465049103,0.761823348102485,0.987267904509284,0.921842181991718,0.87368586219194,0.00726109475096916,0.00260977519565463,0.763326985794073,0.999090995672673,SEKER
31682,646.721,210.045681626728,192.248415947661,1.09257431636738,0.402841973574384,32026,200.845152434156,0.773184303006638,0.989258727284082,0.951893863107529,0.956197484655159,0.00662981130063533,0.0034187812857825,0.914313629660853,0.998955588872088,SEKER
31768,650.954,220.959494859984,183.292068076593,1.20550494726073,0.558465259169797,32173,201.117562279247,0.777674418604651,0.987411804929599,0.942104629800205,0.910201041175846,0.00695541094371645,0.00294477331458201,0.828465935357594,0.99871978371057,SEKER
31837,656.404,224.91255418413,180.439421864232,1.24647126365413,0.596968353593323,32238,201.335857178331,0.785245659037096,0.987561263105652,0.928537747530147,0.895173939528085,0.00706450212595815,0.00279827920223228,0.801336382010231,0.99884277269632,SEKER
32026,654.237,230.979067419152,176.931808304158,1.30546943273243,0.642831065083752,32349,201.932586918725,0.779448987538941,0.990015147299762,0.940247873362075,0.874246264715767,0.00721223591516742,0.00259887163247107,0.76430653136947,0.997778813940591,SEKER
32109,663.582,224.472352289152,182.364496199987,1.23089941828912,0.583080943792937,32567,202.194086317828,0.767625331707667,0.985936684373753,0.91632059983195,0.900752739728826,0.00699094809209731,0.00283882229412411,0.811355498128986,0.998697010672647,SEKER
32233,665.493,221.233683701027,185.592372872437,1.1920408165323,0.544289509536922,32710,202.584131277473,0.775204425204425,0.985417303576888,0.914584019736575,0.915702020996241,0.00686357719421173,0.00297678162378273,0.8385101912566,0.999538373056174,SEKER
32251,644.051,220.980962776812,186.027783501276,1.1878922525317,0.539747142543915,32514,202.640688306307,0.764060649135276,0.991911176723873,0.977040421644609,0.917005183432799,0.00685191041446193,0.00298867438291836,0.840898506442622,0.998896820968672,SEKER
32279,646.556,218.181603796504,188.553141772327,1.15713587026809,0.503143725687598,32623,202.728634545064,0.790183598531212,0.989455292278454,0.970325943687563,0.929173821337145,0.00675924296900474,0.00310789031015091,0.863363990258273,0.999029442225635,SEKER
32323,649.59,217.371457379769,189.591319048293,1.14652642573999,0.489149967062039,32615,202.866758746904,0.784843628593628,0.991047064234248,0.962593367623502,0.933272294312662,0.00672497779846453,0.00314705338997045,0.870997175331621,0.998621278262591,SEKER
32376,643.009,219.130013730037,188.300427392052,1.16372552502919,0.511456520670891,32608,203.033010863617,0.784302325581395,0.99288518155054,0.984008731460784,0.926541314024415,0.00676828557357417,0.00307692983967631,0.85847880659409,0.999033699930142,SEKER
32518,655.131,220.821199193386,187.665586505827,1.17667390865256,0.527019604549459,32842,203.477771551828,0.79403218323444,0.990134583764691,0.952088655357595,0.921459408313561,0.00679073741292164,0.0030199623917195,0.849087441169577,0.999099038188805,SEKER
32829,658.101,221.599499993417,189.002627541416,1.17246782690817,0.52207126255298,33154,204.448480097336,0.789785166117353,0.990197261265609,0.952538233225274,0.922603526196624,0.00675011422807327,0.00301683338571389,0.851197266550445,0.998001409382572,SEKER
32885,659.728,227.067403663747,184.559693246439,1.23031957666156,0.582547094512749,33225,204.622780815372,0.785669915902141,0.989766741911211,0.949462631936475,0.901154359955551,0.00690489291968212,0.00280888179712709,0.812079180466898,0.999116913527703,SEKER
32951,688.26,226.649046227471,185.521575459696,1.22168564850674,0.57444786808749,33524,204.828016244283,0.770801656179092,0.982907767569503,0.874124721476479,0.903723265787372,0.00687836624768508,0.00283013343216938,0.816715741125393,0.99776989984244,SEKER
