Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
22165.9719579681,622.714089268784,173.604672677822,191.495040656158,0.933815215262672,0.504243788546614,22767.8395172407,188.846048716521,0.78058251775058,0.983174472679543,0.920574646299652,0.966110049682302,0.00653544986944093,0.00310524387879412,0.911100270863598,0.999753175628503,SIRA
25607.5335195317,609.979889608168,198.950097795013,180.458530121647,1.14134188458294,0.585911257509109,25860.8092823152,191.962437823158,0.776915692145918,0.98929663461189,0.956182183464443,0.912797571894878,0.00701616117966622,0.00278499292549256,0.824948938300963,0.999246166613285,DERMASON
23067.9462589964,644.781580300489,188.588918748605,188.358121830387,1.02627947203316,0.542923069659538,24036.2892757764,192.090090060136,0.781113595254696,0.977677008665389,0.897303162837371,0.938966325278098,0.00664578371699386,0.00291132437892449,0.867070662766402,0.993474509129281,BARBUNYA
27157.7923816748,620.655379490349,196.210735239062,186.985470987292,1.07673498834467,0.560782796317469,27464.1762893825,195.012654892866,0.774045338565409,0.988834627460639,0.95725971946047,0.929462118074054,0.00682695657600943,0.00287716304567958,0.851834534981483,0.999737011695259,HOROZ
27790.0580999523,622.705445459781,196.112188326988,188.676671277618,1.06144549395094,0.555299209205433,28142.3476205063,195.950305331087,0.770063115427326,0.98829380159009,0.959536916597802,0.93293490186547,0.00679143571911012,0.00289935898137522,0.857398776048402,0.999073500994166,BARBUNYA
29020.8176890554,617.042167197392,203.834150852115,185.40877946253,1.12290962435676,0.580795992583926,29236.7623950904,197.026275854432,0.782602362074944,0.990674532198262,0.974340768368416,0.916896366533969,0.006941187437775,0.00280319586114686,0.831290916737246,0.999175059149351,SEKER
29048.1686541592,624.759020671206,192.435446152574,193.731669328339,1.00266546714039,0.533579742989092,29374.9982654031,197.80424154099,0.779166866272379,0.989005360398204,0.9686550290712,0.948042679501227,0.00665614841989852,0.00299130640274551,0.881601142284188,1.00008127588325,SIRA
28801.4743849166,627.300662034825,197.829813339838,190.341655751517,1.05732485556922,0.552994522975773,29144.0892441738,197.680401175955,0.76153114329585,0.988660393580656,0.961889306873256,0.934273784459597,0.00675681857195924,0.00290277325325994,0.859654092088981,0.999291352130029,DERMASON
29433.9128711762,622.328561419413,192.449979499078,194.026902426958,0.999662682843779,0.532026739287144,29752.6090239502,197.946646374494,0.768324790759849,0.989243912270872,0.973903148540128,0.948817613896986,0.00666647901640241,0.00300283424723787,0.882921006204926,0.999839235978138,DERMASON
30320.3339235971,618.380705259312,202.045589860535,189.212645498665,1.08358659174052,0.565254893082265,30520.143506084,198.735536276328,0.772949841786441,0.991251219330377,0.983328910337706,0.927188705833328,0.00685390713804285,0.00286954764373779,0.847935989951306,0.999620582574459,HOROZ
31007.2130619384,618.880744151054,209.403567919693,186.151552115388,1.14312469916676,0.588313108420623,31174.873656733,199.643418554219,0.76806442687123,0.991878202730735,0.986173099664112,0.911717315296161,0.00697412440675294,0.00277189298455766,0.822999834155715,0.998869249856464,DERMASON
30979.8482327816,629.014438800567,215.015227557095,184.351585692133,1.18884049715744,0.604726105882855,31116.9505524591,200.83597491851,0.773170708511776,0.992234277136037,0.974201979460967,0.900796287146044,0.00700033338029669,0.0026825742340668,0.805520984507554,0.999707855612428,DERMASON
30375.0241513423,633.493706939172,194.736962545152,196.484277171913,0.990767286592027,0.529196282462654,30795.0845177977,200.280456199706,0.770030735391057,0.987874328096721,0.968096095744783,0.950458521214465,0.00659519800711911,0.0029991607076323,0.885503769279037,0.998868710954801,HOROZ
27588.1476065711,660.661975326075,211.077958685893,185.626055781275,1.16893366859289,0.593294494273174,28053.3091794302,199.962618871235,0.773995995397963,0.986206940589807,0.913283300756113,0.906630924532436,0.00678961404135699,0.00266873962556018,0.815411424228802,0.99933340776552,DERMASON
31534.3272598795,622.754003096986,199.818922487856,193.752602553134,1.03506605628357,0.547546506447566,31779.6607277466,200.690849225026,0.775931431909454,0.990860369660633,0.98849911830599,0.939155933613246,0.006735860757237,0.00294134866590409,0.867099409669032,0.999464304501004,SEKER
32183.7869659051,622.096447672085,199.275672548533,195.252609206863,1.01941528575433,0.542124958385851,32417.0065304216,201.434309344971,0.777834433017993,0.991218664478539,0.994526733526846,0.942995676582651,0.00670813928801955,0.00296738662484297,0.873207138951401,0.99953556137487,SIRA
28504.1944857074,668.012093743213,234.89113123236,174.250345218706,1.37478907775246,0.673804319797852,28921.2640152337,202.021252999152,0.780637282488159,0.987016795464277,0.906626904926072,0.852977039045071,0.0071709443332847,0.0023155882069744,0.728798002635146,0.996925401030264,SIRA
30566.5428445001,644.560347491112,207.655764212642,190.828629840694,1.10256913832621,0.5712353447264,30931.9446388093,201.872169770233,0.774510029691879,0.988612409612616,0.954976121140762,0.922398875678385,0.00675151723090106,0.00279949716009278,0.840389247180935,0.998982644482503,SIRA
31077.8402820175,633.539996933929,201.212520301707,193.950732645865,1.04187025729979,0.550467424535011,31410.366383792,201.345989782143,0.788718607512637,0.989348586523675,0.97298437654736,0.937175496481009,0.00669122970324626,0.00291003132357094,0.863855291040703,0.999148702278434,SIRA
30828.4840370182,643.111313682998,208.460380619692,190.597047658189,1.10809988222305,0.573901160148785,31148.9161694439,202.113078805297,0.78128282667524,0.989364775329447,0.958876820114394,0.921029211887593,0.00676653752077676,0.00279104504960187,0.838095329595793,0.999385567765368,CALI
32750.9801208717,624.714832836491,204.741356743437,193.464814207522,1.06082282949214,0.558299991519622,32934.592379922,202.511856836227,0.782784668594239,0.992070918978777,0.995212012142564,0.932485553927677,0.00677314300325445,0.00289467746433596,0.856224203614171,0.99967757583616,SEKER
29174.9165647754,662.376458488646,213.11887498726,187.832246298765,1.15854794226428,0.590293521785093,29668.3461003657,202.041208448327,0.768378863275233,0.986172752615614,0.922795538386065,0.908566946974323,0.00676813353209903,0.00268345123700775,0.818429728394298,0.998365993376425,CALI
32200.5176521146,647.358757655015,233.686341437198,178.668676451462,1.32476049019625,0.658202624387003,32432.9653210676,204.368458559812,0.779012613087814,0.990908264821238,0.958644986760386,0.864737241319316,0.00718700349790573,0.00242758928462956,0.747289402097733,0.996952656615226,SEKER
31958.0446271395,642.628036386157,214.576800136251,188.886821600432,1.15194476571811,0.5898151869676,32196.4942642065,203.451828725285,0.766869031420687,0.990866902282209,0.96663008450438,0.910226500551552,0.00685527390904578,0.00272509393201678,0.820821859512698,0.999478139215408,BOMBAY
31738.836322669,643.803690829866,195.791499249944,200.287844461927,0.967376226743029,0.521416450059318,32102.3258421971,203.344642299067,0.796912686717985,0.989004070756712,0.968889248780984,0.956803114567744,0.00647622524428789,0.00301698722998206,0.89549852155641,1.00060783137646,CALI
32406.6033347186,639.743325981554,214.552498714378,189.359659341924,1.14558670859803,0.588956803035291,32644.9665807582,203.71592928916,0.775207127747586,0.99100715014572,0.973392181767921,0.911207237751732,0.00686181812774649,0.0027360798038251,0.822197190225694,0.999029724654776,SIRA
31124.5083860935,659.665997839556,224.382346894803,184.221927485211,1.24053793386365,0.621374173612952,31520.9578930961,204.102580222089,0.746162040592144,0.988107205797358,0.937662872370227,0.887502969582389,0.0069529013328937,0.0025591249726559,0.784585027872632,0.997415787592525,DERMASON
