Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,tst_cat
29526.6426348936,627.077508860856,214.448179114764,174.362833755782,1.20652248861854,0.561719684196142,29877.9410097629,192.850588293837,0.778112203174213,0.989559072526126,0.947965482215139,0.909308710368551,0.00725265922644744,0.0030319170643371,0.826380608606665,0.999066012541223,CALI
29459.0172349409,658.190820223235,211.735189548679,181.661829746602,1.15907162954658,0.500421486019496,30674.3383654091,194.558190195229,0.782683019513314,0.976694900816788,0.904524985350528,0.930158152815465,0.0070384881806879,0.00320214526306428,0.866051230654952,0.994191023006771,CALI
30274.2572899225,639.918646895734,214.008927991553,180.334917329235,1.17305215558573,0.521037869115331,30637.438600727,195.716032923444,0.775690032324105,0.989509455882357,0.944080370755454,0.925105047622293,0.00703149747393372,0.0031394745466182,0.855716733113387,0.999231210702274,CALI
30708.9775254429,638.181280215571,215.032433826054,182.139037516852,1.16879023385355,0.515042889104976,31161.834384474,197.096260330162,0.771564185791285,0.988435535680328,0.95435351844005,0.927100617288681,0.00696686905186098,0.00313981707997147,0.859537852276096,0.998947869228652,CALI
30855.2695826149,645.285078114199,214.867669570575,183.546250007686,1.16248122974213,0.505570597549412,31306.3513532974,197.788847441414,0.770808478592627,0.98839460714167,0.946472911043803,0.930756569163767,0.00691781730725636,0.00316326028048481,0.866399805932888,0.999377812755595,CALI
31237.1920492828,637.059053982356,214.407981573539,185.911832965983,1.15014993927552,0.485102331845377,31656.6043314209,198.634322144451,0.764117508809551,0.989149158849077,0.965917027427306,0.937785491291565,0.00683464223278736,0.00321874509213766,0.879935653608561,0.999079823380403,CALI
31298.0744959605,639.609897938457,213.768444871444,187.031866887414,1.14394072445636,0.473423544334094,31666.8337751052,198.881112506719,0.770330672294828,0.989838628379277,0.963485880189279,0.941918766717369,0.00679787498391784,0.00325356020316773,0.887885920045059,0.999352354664761,CALI
31559.5148829864,632.265674846942,218.440374222523,183.233510535795,1.17830248843737,0.528012197666704,31811.1843327459,199.438953408369,0.774279834050941,0.99164547446203,0.976373153640336,0.922367616480972,0.00691970371483207,0.00306546337799145,0.850599490900956,0.999299541984479,CALI
31620.8354479348,633.42502670484,221.489247308084,181.040822300632,1.20552288275393,0.560309079755848,31785.5849329004,199.723268501558,0.769196800182871,0.992722861450425,0.973305068415074,0.909337841805315,0.00700951992391724,0.00294197760590638,0.826572659299793,0.998230462108957,CALI
31485.9335206749,661.534118570326,230.461515351074,174.783432596385,1.30285082570613,0.643352040310066,31974.897930901,200.696893659506,0.761818174538057,0.987268136024531,0.922056520012306,0.873168709103583,0.0072727623225544,0.00260207736027044,0.761802835266124,0.999095151040917,CALI
31659.823165025,653.82045647108,214.651235830887,189.868908170177,1.13920344756888,0.462799404295827,32053.0260164879,200.600559672414,0.772363598190485,0.9892114383129,0.947603065842036,0.94475217187928,0.00672486054054397,0.00325425639861943,0.89369818666181,0.997832198336643,CALI
31664.7696662609,662.111969402693,225.898614204363,179.602117895776,1.24125524389423,0.59538935322483,32149.758625754,201.224068126891,0.785240916629789,0.987561371884998,0.928795083276801,0.894957996057341,0.00707831632360277,0.0027889431330115,0.800339258579291,0.998845861740199,CALI
32096.5155834907,636.787927062705,214.930340465252,190.558285372911,1.13618154826439,0.456606877041211,32367.6302559492,201.186665953494,0.772282688968667,0.991501775101297,0.980845434538821,0.947368008054079,0.00668116670801318,0.00327295712337707,0.898592403347236,0.999237961156273,CALI
31900.05900651,657.238272369972,217.103361258535,188.597135549218,1.15215307448585,0.488113631906324,32300.0022915639,201.445122017993,0.778074302076627,0.989164026544237,0.945586716265528,0.936615041339192,0.00675490226126634,0.00316665943189919,0.877712385371564,0.998870531869761,CALI
31765.297061694,676.162937318994,236.823343961753,172.929949126571,1.36001911384414,0.679152889558405,32219.6142572315,202.169505619223,0.780873035408566,0.987223156888222,0.899810275497369,0.854048652535249,0.00738800366874359,0.00242180416030301,0.729061150798076,0.996819094028422,CALI
31805.3406043786,672.11447766084,225.281754800487,181.596577718486,1.22664551048002,0.58178945947648,32398.7226650537,201.994800320958,0.767620442108497,0.985936549471585,0.916715162713414,0.900717958635916,0.00700833811344708,0.00282964846375431,0.810743443096812,0.998699168798947,CALI
32200.5562582335,648.741319311132,223.941153445039,183.013400122087,1.20856292629689,0.563468201569222,32454.3052621476,202.087141281142,0.760669516399208,0.991387247683681,0.959389036639569,0.908382559660165,0.006938982048517,0.00290053401909351,0.824718338031293,0.998972311502398,CALI
32025.5180938486,659.734551950002,218.910749541652,187.726021244536,1.16328051141665,0.506057936495765,32426.0977158705,201.915852635691,0.76059588887715,0.989114005275135,0.942734160104018,0.930066188549164,0.00678629332298498,0.00309938185685179,0.865265007539911,0.998411498993178,CALI
32050.0265897752,664.217583278467,222.423991194932,184.557415565295,1.19426186673976,0.547491992238117,32481.3560030809,202.229961015511,0.762905575615286,0.988583441428652,0.934617393862798,0.914959144076026,0.00688862151874592,0.00295608919643805,0.836757659784505,0.999400411810827,CALI
32178.3074190705,656.224593484238,223.881272205255,183.643202876216,1.20565575319488,0.560307389144164,32568.0412850898,202.356762056033,0.754429794375391,0.98931407418359,0.947859648672352,0.909501966221502,0.00692285307561896,0.00290622069625126,0.826807269964823,0.998636492416456,CALI
31868.9511839948,675.560214174167,221.973714502804,184.893441281238,1.19124743115732,0.54405578643058,32505.6149220446,202.21595437483,0.775201621163714,0.985416804890609,0.915058219039746,0.916345592194643,0.00688233032383013,0.00296765881522952,0.839284675901286,0.999537224045786,CALI
32450.3423401311,640.772704294661,222.44924414801,185.298424715777,1.18778597094776,0.539796830487905,32688.1485835542,202.498226114158,0.764062116329161,0.991911430195302,0.976878454946339,0.917634738964781,0.00685246501419029,0.00298080110684589,0.841829027864106,0.998895506810918,CALI
32268.0670984471,654.405556331878,223.883529686412,183.724064827591,1.20452792736513,0.559233329533126,32562.306447115,202.533573108396,0.78131187343922,0.990756458629868,0.952547569955961,0.910379370026035,0.00691101142295874,0.00291231373310176,0.828279376071798,0.999671083288081,CALI
32326.6433605257,650.307811879915,218.496679517006,189.25533617208,1.15424322987707,0.491651180603412,32610.6930297319,202.455345445255,0.784849294486467,0.991046361727039,0.962641040017024,0.935204068623802,0.00672952600127038,0.00314137920671951,0.87506334754922,0.99861285490267,CALI
32385.4497675631,656.084029407234,220.912431046267,187.455568726357,1.17211237374358,0.51920006588538,32768.8830766598,202.888068508405,0.769322055446894,0.989564870626055,0.953699507573978,0.925528152042136,0.00678556410244602,0.00304549177135718,0.856564653009876,0.999116399901626,CALI
32497.4260144419,654.748795560639,226.375343618124,182.93253609888,1.22212789661518,0.577369865132054,32790.5010038387,203.269578929416,0.765031898030403,0.990783669421705,0.954296153460123,0.902761116255485,0.00694364468169671,0.00283434332883586,0.814421476031962,0.999224038152707,CALI
32602.5459134406,647.381906275257,222.79536951812,186.496225098903,1.18370535507423,0.534868382835537,32971.5925540012,203.310556060093,0.78498429365799,0.989982777239516,0.969925917238466,0.919500125733781,0.00681364111835875,0.00298677441049573,0.845277919015294,0.998985697535073,CALI
32733.5086817071,647.347194131967,225.777850486148,184.170405471589,1.2106172535344,0.565741941289814,32975.4263639364,203.66046884687,0.772060602594719,0.991781472484286,0.970180645326305,0.907653797496898,0.00689070214700527,0.00287460329709047,0.823309564530744,0.999570592479293,CALI
32266.1149011769,672.631352860155,218.820354550053,190.952016650023,1.15125560091635,0.48606901388865,32733.6046189587,203.291108022765,0.808567134764918,0.987853034495053,0.927779508830959,0.93622612308231,0.00670309618949861,0.00313743738241155,0.877340293868742,0.996634721599932,CALI
32734.8182849177,654.789433350744,225.077241608467,185.480317854499,1.2007409543836,0.555012809730059,33061.9948267623,203.974942818417,0.779468899732487,0.990430480727859,0.959554740521375,0.911791116970834,0.00685119160653402,0.00290715715708495,0.83094477078236,0.999204311099418,CALI
