Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
23929.4163112525,593.188614944597,191.822001823966,178.800403070737,1.11755120926133,0.575176079425885,24186.8787682619,187.966856026529,0.762457929564972,0.988918866585378,0.962780131500556,0.919008131785987,0.00705936901802878,0.00285434175878879,0.835209911957816,0.99862338525988,DERMASON
25529.1703684596,609.546757472969,198.982950325166,180.372443005265,1.14203150305047,0.585564524422306,25777.0686262041,191.906019794422,0.776700347519919,0.989298879127832,0.956577044841307,0.912760917815355,0.00701140563238099,0.00278525470388166,0.82497014347084,0.999212658939543,DERMASON
23047.4899368759,644.420187179665,188.887079151415,188.106301316345,1.02669702650752,0.542444939715072,24024.1616215456,192.024313107829,0.780898118079615,0.977680137071543,0.897470596975463,0.938927413687876,0.00664346526851008,0.00291661144392991,0.867092210233503,0.99340808371826,SIRA
28602.8236067422,591.12867127472,170.487348004676,200.541049313472,0.832795917066233,0.468120657568769,28909.9061885655,193.323573910903,0.768422885551895,0.989556918538953,1.0064142296767,0.99125597656111,0.00650459370165919,0.0033294619206518,0.951308945478435,1.00015866730796,BARBUNYA
27102.3608653333,620.171386804547,196.311635984215,186.882494512006,1.07764303322759,0.560406628654311,27404.2585594055,194.968727149699,0.77368810728033,0.988840880507277,0.957792066282846,0.92939701985137,0.00682319366631714,0.00287811279124819,0.851824900918745,0.999699907918306,SIRA
27754.7401079233,622.337623794019,196.275716175721,188.567450727861,1.06270074708455,0.554752867147452,28105.2168784038,195.916194898715,0.769756614308952,0.98829695838411,0.959974767964849,0.932863131778394,0.00678862692353736,0.00290114225657875,0.85742174857332,0.999033012564897,BARBUNYA
28746.4556837671,621.786471348332,188.337945925166,195.300695150057,0.966585263589266,0.519975610002203,29156.9088988026,197.032673243496,0.783532186782652,0.987717405342944,0.97018716326186,0.956656093643842,0.00660428231901237,0.00305608747215244,0.895469196897396,0.999088126144432,CALI
29075.6364872148,628.254594873782,202.358383732283,188.531078490605,1.09000944164451,0.568742803548813,29426.4578447278,198.325312121114,0.796842687699511,0.988569654433259,0.962986862602626,0.92471144227406,0.0068147686019578,0.00283732936399829,0.843801681173598,0.998467380833472,HOROZ
28428.437896078,632.552199224487,199.581673603812,189.649419447693,1.07097139546551,0.558525195911544,28814.4003011921,197.918863818305,0.777329138200785,0.987846234255981,0.953504407502871,0.930549774346404,0.00674873281883032,0.00286962910425212,0.853600623840641,0.998971106807806,SIRA
29431.1142671064,621.937297857376,192.679921846802,193.915021615915,1.0014110132709,0.531362473665125,29748.6829849426,197.926811922519,0.767857950235735,0.989251271741279,0.974504522515232,0.948711139343767,0.00666552258590677,0.00300528211321362,0.882931025755346,0.999795049955729,SIRA
30314.5489442028,618.138778574268,202.214662152288,189.141160583309,1.0853535011877,0.564598117008305,30512.4695569723,198.718053058013,0.772647380208621,0.99125414747991,0.983771366198179,0.927097259194682,0.00685294300582468,0.0028710832184851,0.847971226834457,0.99959145204342,DERMASON
