Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,tst_cat
28734,638.018,200.524795663648,182.734419351024,1.09735646068106,0.41178525136724,29172,191.272750485845,0.783968132707629,0.984985602632661,0.887033636552887,0.953860842260513,0.00697865927694188,0.00356362371210096,0.909850506397935,0.998430331449707,BOMBAY
29380,624.11,212.826129860206,175.931142612714,1.20971265632436,0.562727316750412,29690,193.41090409881,0.778113247523704,0.989558773997979,0.947849473016411,0.908774238510331,0.00724391184003426,0.00304773321721317,0.825870616580033,0.999066137363272,BOMBAY
30008,645.884,210.557998960925,182.516515695305,1.15363805932189,0.498615976402717,30724,195.467061824781,0.782681272822118,0.97669574274183,0.903936374317338,0.928328834759944,0.00701672883767413,0.00321456207939006,0.861794425446755,0.99419884850682,BOMBAY
30279,634.927,212.560556425386,181.510181599753,1.17106684898868,0.520400660291264,30600,196.347702240276,0.775688484693224,0.989509803921569,0.943851783250593,0.923725951522894,0.00702006527379987,0.0031527787389953,0.853269633516877,0.999235781060337,BOMBAY
30685,635.681,213.534145164516,183.157146295974,1.16585210832808,0.514080860347291,31044,197.659696018684,0.771561478501383,0.988435768586522,0.954239807502237,0.925658497690839,0.00695890973324153,0.00315154951881169,0.856843654347261,0.998952980928295,BOMBAY
30834,631.934,217.227812764409,180.897468573821,1.20083390042444,0.553642224684321,31120,198.13901211615,0.783682805947389,0.990809768637532,0.970278230120595,0.912125429956056,0.00704507403400173,0.00300803981211981,0.83197279997252,0.999061142438045,BOMBAY
31158,641.105,212.0669751385,187.192960068368,1.13287900923757,0.469924156725518,31474,199.17730225821,0.781313473256601,0.989959966956853,0.952623101345308,0.939218858231592,0.00680618060011876,0.00326700987845184,0.882132063657855,0.9993488982934,BOMBAY
31203,639.782,215.067736952165,184.874875944121,1.16331511166055,0.51094682922762,31558,199.321081459968,0.762984154929578,0.988750871411369,0.957948541785651,0.926782809382055,0.0068925339535354,0.0031366824591192,0.858926375766094,0.999202032732524,BOMBAY
31272,638.666,212.450318949182,187.535938994111,1.13285122888287,0.469883494214805,31593,199.541341688779,0.770322199231451,0.989839521412971,0.963425036380755,0.939237665896417,0.00679362749261901,0.00326124551720406,0.88216739303855,0.999364415284123,BOMBAY
31335,635.011,216.790092286783,184.163440299905,1.17716139497474,0.52758671006422,31599,199.742236730934,0.774277242401779,0.991645305231178,0.976510834463214,0.921362386186462,0.00691846472911387,0.00307546938589828,0.84890864667921,0.999302486731014,BOMBAY
31374,636.401,219.865394008333,182.008863698133,1.207992784203,0.560994520118261,31604,199.8664991351,0.769196822594881,0.992722440197443,0.973459862403212,0.909040279106065,0.0070078853193196,0.0029518837956689,0.826354229037234,0.998229945872614,BOMBAY
31811,642.092,223.98468285222,180.917122842931,1.23805132058551,0.589564968712359,32052,201.253628930189,0.773877292852625,0.992480968426307,0.969600136066738,0.898515141157984,0.00704110788256328,0.00283088587217068,0.807329458890153,0.999515302726536,BOMBAY
31821,649.681,213.735645200693,189.969201915978,1.12510682281661,0.458286561004727,32168,201.285259154806,0.772354368932039,0.98921288236757,0.947378131655798,0.94174866792015,0.00671681107446948,0.00325898944568868,0.886890553529376,0.997846612867501,BOMBAY
31823,662.532,222.872688946637,181.894696257825,1.22528415358922,0.577858150317048,32274,201.291584603299,0.774847820793767,0.986025903203817,0.911039619618029,0.903168466063129,0.00700350969256943,0.00287455458764103,0.815713278090826,0.999480553517006,BOMBAY
31915,640.718,216.320361538155,188.065306942129,1.15024065339558,0.494138341379461,32184,201.582340670562,0.777655945419103,0.99164180959483,0.976946683198448,0.931869470063762,0.00677801540147754,0.00315284520289667,0.868380709236916,0.99884679438879,BOMBAY
32057,642.082,215.918285273981,189.303386911369,1.14059388369566,0.4809714696791,32301,202.030294969777,0.779804908900727,0.992446054301724,0.977128658233448,0.935679415541017,0.00673544889646508,0.00318459793704157,0.875495968667179,0.998585347061992,BOMBAY
32066,669.313,236.436655048021,173.230899314783,1.36486421292766,0.680580172001965,32481,202.058652973531,0.780878628482369,0.987223299775253,0.899489569384345,0.854599524479365,0.00737343775488123,0.0024260534698443,0.730340347240357,0.996815403205524,BOMBAY
32258,654.808,220.804030078904,186.277755809551,1.18534834779013,0.53691890750618,32612,202.662678443928,0.775805675805676,0.989145099963204,0.945408163831568,0.917839580969182,0.00684493862232326,0.00299651495954581,0.842429496393685,0.998572411679922,BOMBAY
32279,646.556,218.181603796504,188.553141772327,1.15713587026809,0.503143725687597,32623,202.728634545064,0.790183598531212,0.989455292278454,0.970325943687563,0.929173821337145,0.00675924296900474,0.00310789031015091,0.863363990258273,0.999029442225635,BOMBAY
