V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,tst_cat
9.71445146547012e-17,-3.94129173741931e-15,0.34,1.66533453693773e-16,0.34,4.16333634234434e-17,9.85322934354826e-16,-3.46944695195361e-16,3.60822483003176e-16,5.27355936696949e-16,2.0122792321331e-16,1.37,1.37,4.85722573273506e-17,-3.2612801348364e-16,-1.99840144432528e-15,-5.55111512312578e-17,0.34,2.74,-8.18789480661053e-16,1.03,8.88178419700125e-16,-1.66533453693773e-16,-4.85722573273506e-16,-5.55111512312578e-16,-9.99200722162641e-16,-4.10782519111308e-15,3.33066907387547e-16,7.35522753814166e-16,-6.66133814775094e-16,3.40005801291454e-16,-2.28983498828939e-16,1.58206781009085e-15,-1.38777878078145e-16,6.5225602696728e-16,5.68989300120393e-16,1.02695629777827e-15,3.13984949151802e-16,1.52655665885959e-16,-2.08166817117217e-16,-2.28983498828939e-16,-4.71844785465692e-16,4.9960036108132e-16,8.18789480661053e-16,-1.83186799063151e-15,0.340000000000001,1.90819582357449e-17,-1.83880688453542e-16,-3.46944695195361e-17,0.232,-4.85722573273506e-16,0.405999999999999,1.2490009027033e-16,1.52655665885959e-16,1.42500000000001,6.00000000000019,77.0000000000015,0
0.15,0.45,1.05,-1.08246744900953e-15,0.450000000000001,-6.5225602696728e-16,-1.06858966120171e-15,1.81,0.6,0.750000000000002,-5.06539254985228e-16,0.900000000000002,0.3,-8.04911692853239e-16,0.3,6.10622663543836e-16,3.33066907387547e-16,-7.49400541621981e-16,4.07,-8.18789480661053e-16,1.51,-1.1518563880486e-15,-1.38777878078145e-16,0.300000000000001,-2.22044604925031e-16,-2.16493489801906e-15,2.88657986402541e-15,-8.88178419700125e-16,3.46944695195361e-16,7.21644966006352e-16,-2.0122792321331e-16,-4.85722573273506e-16,1.77635683940025e-15,-4.57966997657877e-16,-1.2490009027033e-16,-1.38777878078145e-16,-4.9960036108132e-16,5.62050406216486e-16,1.38777878078145e-16,-2.35922392732846e-16,-6.93889390390723e-17,4.16333634234434e-16,-5.759281940243e-16,6.93889390390723e-17,0.150000000000001,-5.55111512312578e-17,1.43982048506075e-16,-2.77555756156289e-17,-2.77555756156289e-17,0.25,-6.93889390390723e-17,1.318,0.0680000000000001,5.55111512312578e-17,5.30099999999998,130,774,1
0.0900000000000004,0.489999999999998,0.590000000000001,4.30211422042248e-16,0.390000000000001,0.19,3.19189119579733e-16,1.11022302462516e-15,0.0900000000000003,0.390000000000001,-3.46944695195361e-17,1.58,0.189999999999999,-1.17961196366423e-15,-4.23272528138341e-16,-2.74780198594726e-15,0.0900000000000001,-8.88178419700125e-16,3.75,-2.55351295663786e-15,1.08,-3.78863607153335e-15,7.91033905045424e-16,0.19,2.22044604925031e-16,2.77555756156289e-16,6.88338275267597e-15,-5.82867087928207e-16,-5.27355936696949e-16,-3.19189119579733e-16,-5.759281940243e-16,3.46944695195361e-17,1.48492329543615e-15,-1.38777878078145e-17,-8.60422844084496e-16,5.41233724504764e-16,-1.66533453693773e-16,-1.75207071073658e-16,-3.60822483003176e-16,-2.08166817117217e-16,6.24500451351651e-17,-2.77555756156289e-17,-6.93889390390723e-18,4.30211422042248e-16,-4.6074255521944e-15,-2.80331313717852e-15,1.90819582357449e-17,8.32667268468867e-17,0.778,0.0369999999999997,-1.04083408558608e-17,5.21300000000001,0.979000000000001,-9.71445146547012e-16,5.78100000000002,54.0000000000006,740.000000000001,1
0.05,2.4980018054066e-16,0.450000000000001,-1.65839564303383e-15,0.160000000000001,0.11,-1.94289029309402e-16,-8.32667268468867e-17,0.62,-1.94289029309402e-16,-8.32667268468867e-17,0.160000000000001,2.22044604925031e-16,-1.2490009027033e-16,6.93889390390723e-17,-3.60822483003176e-16,-3.05311331771918e-16,0.0500000000000001,0.219999999999999,1.11022302462516e-16,0.16,-3.46944695195361e-16,-9.71445146547012e-17,5.55111512312578e-17,0.619999999999997,0.67,0.0499999999999943,-7.49400541621981e-16,3.7470027081099e-16,2.63677968348475e-16,-7.63278329429795e-17,-7.63278329429795e-17,0.899999999999999,3.05311331771918e-16,3.33066907387547e-16,-4.02455846426619e-16,0.669999999999999,8.67361737988404e-18,-3.19189119579733e-16,2.42861286636753e-16,-4.30211422042248e-16,-5.55111512312578e-16,-4.57966997657877e-16,-4.9960036108132e-16,-1.0547118733939e-15,3.33066907387547e-16,8.67361737988404e-19,-2.81025203108243e-16,0.121,0.162,0.04,6.66133814775094e-16,0.0159999999999999,2.77555756156289e-17,2.88699999999997,44.9999999999997,875,0
-2.63677968348475e-16,1.49880108324396e-15,-1.4432899320127e-15,5.62050406216486e-16,-5.55111512312578e-16,8.32667268468867e-17,2.08166817117217e-16,-8.32667268468867e-17,5.13478148889135e-16,-2.22044604925031e-16,1.11022302462516e-16,-1.77635683940025e-15,2.77555756156289e-17,4.37150315946155e-16,-1.73472347597681e-16,6.10622663543836e-16,1.66533453693773e-16,4.44089209850063e-16,2.32,-1.38777878078145e-16,1.55431223447522e-15,2.22044604925031e-16,-6.66133814775094e-16,-9.71445146547012e-16,4.16333634234434e-15,1.11022302462516e-16,-5.6621374255883e-15,3.13638004456607e-15,2.63677968348475e-16,-5.13478148889135e-16,-4.85722573273506e-16,-6.24500451351651e-17,1.2490009027033e-16,1.04083408558608e-16,2.32,-6.66133814775094e-16,-5.55111512312578e-16,-1.28369537222284e-16,2.91433543964104e-16,-1.04083408558608e-16,3.2612801348364e-16,2.32,-1.45716771982052e-16,7.35522753814166e-16,3.33066907387547e-16,5.82867087928207e-16,9.4542429440736e-17,-1.21430643318377e-16,-3.33066907387547e-16,-1.11022302462516e-16,3.71230823859037e-16,0.314,-2.08166817117217e-16,-4.16333634234434e-17,2.473,9.99999999999974,47.0000000000009,0
0.0599999999999998,0.040000000000001,0.29,-2.61596300177303e-15,0.0800000000000008,0.0599999999999992,-9.43689570931383e-16,0.13,0.0199999999999991,0.11,1.94289029309402e-16,0.470000000000002,1.02695629777827e-15,0.0199999999999995,0.0200000000000004,0.13,0.13,0.0800000000000006,0.239999999999998,-7.21644966006352e-16,0.169999999999999,4.16333634234434e-17,-5.27355936696949e-16,4.44089209850063e-16,-2.88657986402541e-15,-8.32667268468867e-16,-8.54871728961371e-15,0.0199999999999986,0.0199999999999993,-4.71844785465692e-16,3.60822483003176e-16,6.93889390390723e-17,1.7,-3.05311331771918e-16,-1.38777878078145e-17,0.22,0.829999999999999,0.02,-6.93889390390723e-17,4.5102810375397e-16,0.0600000000000002,0.0399999999999991,0.0199999999999995,0.0599999999999994,-6.66133814775094e-16,0.29,0.0200000000000001,0.15,0.032,0.176,-1.11022302462516e-16,0.00300000000000161,0.00299999999999975,-2.08166817117217e-17,2.20099999999993,79,2631,0
5.55111512312578e-17,1.99840144432528e-15,-1.99840144432528e-15,-8.67361737988404e-16,1.72084568816899e-15,1.0547118733939e-15,-1.66533453693773e-16,-1.22124532708767e-15,-5.41233724504764e-16,-1.27675647831893e-15,1.17961196366423e-16,-1.11022302462516e-16,-1.38777878078145e-17,4.09394740330526e-16,9.0205620750794e-17,1.4432899320127e-15,-3.05311331771918e-16,5.82867087928207e-16,2.43000000000001,5.27355936696949e-16,-2.88657986402541e-15,7.91033905045424e-16,-7.63278329429795e-16,-8.04911692853239e-16,4.87,4.87,4.10782519111308e-15,2.43,3.60822483003176e-16,-1.80411241501588e-15,3.33066907387547e-16,2.98372437868011e-16,7.35522753814166e-16,-2.22044604925031e-16,2.43,1.21,-3.05311331771918e-16,2.16840434497101e-16,-1.52655665885959e-16,-9.78384040450919e-16,8.67361737988404e-16,1.88737914186277e-15,-6.59194920871187e-16,0,-5.55111512312578e-16,6.93889390390723e-16,-5.20417042793042e-18,-3.19189119579733e-16,0.181999999999999,0.365,3.57353036051222e-16,-4.9960036108132e-16,-4.16333634234434e-17,-2.63677968348475e-16,2.25000000000001,9.99999999999991,62.9999999999986,0
0.510000000000001,0.429999999999994,0.29,-4.62824223390612e-15,0.140000000000002,0.0300000000000006,-4.85722573273506e-16,0.179999999999999,0.539999999999999,0.620000000000001,0.290000000000001,0.650000000000006,0.65,1.2,0.0300000000000002,0.209999999999998,0.43,0.0299999999999995,3.03,-1.38777878078145e-16,1.35,1.2490009027033e-15,0.510000000000001,0.540000000000001,-2.22044604925031e-15,-1.49880108324396e-15,-1.04360964314765e-14,4.16333634234434e-16,6.80011602582908e-16,-6.10622663543836e-16,6.93889390390723e-17,-1.59594559789866e-16,-7.49400541621981e-16,-5.06539254985228e-16,1.38777878078145e-17,-4.30211422042248e-16,0,5.84601811404184e-16,-7.49400541621981e-16,-5.89805981832114e-16,-1.17267306976032e-15,6.93889390390723e-16,-3.19189119579733e-16,8.32667268468867e-16,0.0299999999999986,-2.99760216648792e-15,4.77048955893622e-17,-1.90819582357449e-16,0.0120000000000003,0.0779999999999999,-1.6306400674182e-16,0.443000000000001,0.51,0.133,6.59000000000004,738.999999999999,2333,1
1.23,-2.19269047363468e-15,4.44089209850063e-16,7.35522753814166e-16,-8.88178419700125e-16,5.13478148889135e-16,2.22044604925031e-16,-9.71445146547012e-17,1.80411241501588e-16,-4.44089209850063e-16,6.24500451351651e-17,1.11022302462516e-16,-1.66533453693773e-16,-3.2612801348364e-16,1.52655665885959e-16,1.23,-1.66533453693773e-16,0.609999999999999,3.70000000000001,-9.15933995315754e-16,2.46,1.2490009027033e-15,5.55111512312578e-16,8.46545056276682e-16,2.88657986402541e-15,0,1.23000000000001,-4.71844785465692e-16,0.61,-1.38777878078145e-17,-2.77555756156289e-17,-8.32667268468867e-17,-2.22044604925031e-16,-1.04083408558608e-16,2.22044604925031e-16,4.57966997657877e-16,8.60422844084496e-16,1.50920942409982e-16,6.5225602696728e-16,-1.52655665885959e-16,-8.32667268468867e-17,5.27355936696949e-16,2.91433543964104e-16,9.71445146547012e-17,-7.21644966006352e-16,-3.05311331771918e-16,-1.01481323344643e-16,0.61,2.56739074444567e-16,0.226,-2.84494650060196e-16,-1.55431223447522e-15,2.63677968348475e-16,3.46944695195361e-16,1.29999999999996,3.0000000000002,25.9999999999992,0
0.34,1.0547118733939e-15,0.339999999999999,2.91433543964104e-16,0.340000000000001,0.34,3.88578058618805e-16,-5.41233724504764e-16,2.22044604925031e-16,-8.32667268468867e-17,-2.70616862252382e-16,-5.55111512312578e-16,3.05311331771918e-16,9.0205620750794e-17,6.93889390390723e-17,1.74860126378462e-15,-3.88578058618805e-16,4.9960036108132e-16,2.41,9.71445146547012e-17,1.03,2.77555756156289e-17,-4.02455846426619e-16,2.77555756156289e-17,2.06,1.03,1.03,0.679999999999999,8.18789480661053e-16,0.68,-3.2612801348364e-16,2.4980018054066e-16,-2.27595720048157e-15,1.45716771982052e-16,0.680000000000001,-3.60822483003176e-16,1.03,-1.90819582357449e-16,2.35922392732846e-16,-4.85722573273506e-17,7.63278329429795e-17,3.05311331771918e-16,0.34,-2.4980018054066e-16,0.680000000000001,0.340000000000001,-1.31838984174237e-16,1.6306400674182e-16,0.116,0.292,0.0580000000000001,-7.21644966006352e-16,-5.55111512312578e-17,-8.53483950180589e-16,2.33299999999995,15.0000000000001,181.999999999999,0
