buying,maint,doors,persons,lug_boot,safety,class
high,high,3,4,med,high,acc
vhigh,vhigh,2,2,small,low,unacc
vhigh,med,3,2,med,low,vgood
low,med,3,4,small,med,acc
high,high,3,4,small,med,acc
med,high,3,more,big,med,acc
vhigh,vhigh,5more,2,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
low,low,2,2,small,low,good
low,med,2,2,small,low,vgood
med,high,4,more,big,med,acc
low,med,4,2,small,low,good
med,high,5more,more,big,high,acc
low,high,5more,more,big,high,vgood
high,high,3,2,med,low,unacc
vhigh,med,3,4,small,low,vgood
med,high,5more,more,big,med,acc
vhigh,vhigh,2,2,big,low,unacc
low,low,4,more,small,med,good
high,med,3,4,small,med,good
low,med,3,4,med,high,vgood
low,low,2,2,small,low,good
low,low,4,more,small,med,good
vhigh,vhigh,3,2,small,low,unacc
med,high,2,2,big,low,vgood
high,vhigh,3,4,small,med,acc
med,high,5more,more,big,high,acc
low,vhigh,2,2,small,low,unacc
high,vhigh,3,4,small,med,acc
low,low,2,2,small,low,good
med,high,2,more,big,low,unacc
vhigh,vhigh,3,2,med,low,unacc
med,high,5more,more,big,high,vgood
med,high,2,more,big,low,vgood
vhigh,vhigh,3,2,small,low,unacc
vhigh,high,3,2,big,high,vgood
high,low,4,more,small,med,good
vhigh,vhigh,3,2,small,low,unacc
low,med,5more,4,big,high,vgood
vhigh,high,3,more,big,high,acc
low,low,2,2,big,low,vgood
vhigh,vhigh,3,2,small,low,unacc
low,low,2,more,big,low,good
high,low,4,4,small,med,good
low,low,5more,4,small,high,good
high,low,4,2,small,med,good
high,vhigh,3,2,small,low,unacc
high,high,2,more,big,med,acc
vhigh,vhigh,2,2,big,low,unacc
vhigh,vhigh,3,2,small,low,unacc
high,vhigh,3,4,small,med,acc
low,med,5more,4,big,high,vgood
vhigh,vhigh,3,2,small,low,unacc
high,med,3,4,small,high,acc
med,high,3,more,big,high,acc
low,low,4,2,small,low,good
low,low,4,4,small,med,good
high,high,2,more,big,med,acc
med,high,2,more,big,low,unacc
high,high,3,more,small,med,acc
low,high,2,2,big,low,vgood
vhigh,high,2,2,big,low,vgood
med,high,5more,more,big,med,acc
vhigh,vhigh,3,2,big,low,unacc
vhigh,vhigh,4,2,small,low,unacc
high,high,3,4,big,high,acc
high,high,3,more,small,med,acc
low,low,2,more,big,low,good
vhigh,med,3,2,med,high,vgood
vhigh,vhigh,3,2,small,low,unacc
med,high,3,more,big,med,acc
high,med,3,4,med,high,acc
vhigh,med,3,4,med,high,vgood
vhigh,med,3,2,small,low,unacc
low,low,4,4,small,med,good
low,med,3,4,small,low,vgood
med,high,5more,more,big,high,acc
high,vhigh,3,2,small,low,unacc
high,vhigh,3,2,small,low,unacc
med,high,2,more,big,med,acc
med,low,2,2,big,low,good
high,med,3,4,small,med,acc
high,med,3,4,small,med,acc
vhigh,med,3,4,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
med,high,5more,more,big,high,vgood
med,high,5more,more,big,high,vgood
low,low,2,2,small,low,good
vhigh,vhigh,2,2,small,low,unacc
med,high,3,more,big,med,acc
vhigh,vhigh,2,2,big,low,unacc
vhigh,vhigh,3,2,small,low,unacc
med,high,5more,more,big,med,acc
low,med,5more,4,big,high,vgood
vhigh,high,2,2,big,low,unacc
low,med,4,2,small,low,good
vhigh,vhigh,2,2,small,low,unacc
high,med,3,4,med,high,vgood
low,low,4,2,small,low,good
med,high,3,more,big,med,acc
high,low,2,2,small,low,unacc
med,med,3,4,big,high,vgood
high,vhigh,3,2,small,low,unacc
med,low,4,more,big,med,good
low,med,4,4,small,low,good
med,high,2,2,big,high,vgood
med,high,3,more,big,high,acc
high,high,3,more,small,med,acc
high,high,3,more,small,med,acc
low,med,5more,2,med,high,vgood
vhigh,vhigh,2,2,small,low,unacc
high,high,3,4,big,high,acc
vhigh,low,2,2,big,low,unacc
low,med,3,4,small,med,good
med,high,3,4,small,med,acc
low,med,4,2,small,low,good
low,med,3,4,small,low,good
med,low,2,more,big,low,good
low,vhigh,2,2,small,low,unacc
vhigh,high,2,2,big,low,unacc
vhigh,med,3,2,small,low,unacc
high,vhigh,2,2,small,low,unacc
med,low,2,more,big,low,good
med,high,3,more,big,med,acc
vhigh,high,3,more,big,high,vgood
low,med,4,2,small,low,good
med,low,2,more,big,low,good
med,low,4,4,small,med,good
vhigh,med,3,2,small,low,unacc
high,vhigh,3,2,small,low,unacc
low,med,4,4,small,high,good
high,vhigh,4,2,small,med,unacc
high,high,3,more,big,med,acc
vhigh,vhigh,3,2,small,low,unacc
low,med,2,2,small,low,vgood
vhigh,high,2,2,big,low,vgood
high,med,3,4,small,med,acc
med,high,5more,more,big,high,acc
vhigh,high,2,2,big,low,unacc
vhigh,med,3,2,med,low,vgood
low,low,2,2,big,low,good
vhigh,high,3,4,big,high,vgood
vhigh,vhigh,3,2,small,low,unacc
med,low,2,2,big,low,unacc
high,med,3,4,small,med,acc
med,high,3,more,big,med,acc
low,low,2,2,big,low,unacc
vhigh,high,2,2,big,low,unacc
low,med,3,4,med,high,vgood
high,vhigh,3,2,small,med,unacc
high,high,3,more,big,med,acc
med,high,5more,more,big,high,vgood
high,vhigh,2,2,small,low,unacc
high,high,2,more,big,low,unacc
low,low,4,2,small,low,good
med,low,2,more,small,low,good
med,low,4,more,small,med,good
med,high,5more,more,big,high,vgood
high,vhigh,3,2,small,low,unacc
vhigh,med,3,2,med,low,vgood
med,low,2,more,big,low,good
med,low,2,2,big,low,unacc
high,med,3,4,small,high,acc
med,high,3,more,big,high,acc
high,med,3,4,small,med,acc
med,low,4,more,big,med,good
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,big,low,unacc
low,low,4,4,small,med,good
