buying,maint,doors,persons,lug_boot,safety,class
med,med,3,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
med,med,3,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
med,med,3,4,big,high,vgood
med,med,3,4,big,high,vgood
med,med,3,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
med,med,3,4,big,high,vgood
med,med,3,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
med,med,3,4,big,high,vgood
med,med,3,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
med,med,3,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
med,med,3,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
med,med,3,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
med,med,3,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
med,med,3,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
med,med,3,4,big,high,vgood
med,med,3,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
med,med,3,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
med,med,3,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
med,med,3,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
med,med,3,4,big,high,vgood
med,med,3,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
med,med,3,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
med,med,3,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
med,med,3,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
med,med,3,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
med,med,3,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
med,med,3,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
