buying,maint,doors,persons,lug_boot,safety,class
high,high,3,2,big,low,unacc
vhigh,vhigh,5more,more,small,low,unacc
low,low,4,2,med,low,good
low,low,3,4,big,med,good
high,high,4,2,big,low,unacc
low,med,5more,more,big,high,vgood
vhigh,vhigh,3,more,big,med,acc
vhigh,med,5more,more,big,high,vgood
vhigh,vhigh,5more,more,big,low,acc
low,low,3,2,med,med,good
vhigh,vhigh,5more,2,big,high,vgood
low,low,4,2,small,low,good
low,high,3,2,big,low,vgood
low,high,3,2,big,low,vgood
vhigh,high,3,2,big,low,unacc
high,high,4,4,big,low,unacc
vhigh,vhigh,5more,more,small,med,acc
med,med,3,more,big,med,acc
med,low,4,4,med,med,good
high,vhigh,2,2,small,low,unacc
low,low,3,more,big,med,good
vhigh,vhigh,3,2,small,med,good
low,high,3,2,big,low,vgood
high,high,2,2,small,high,acc
high,low,4,2,small,med,good
high,high,4,4,big,low,unacc
high,high,2,2,small,low,unacc
vhigh,vhigh,3,4,med,med,good
vhigh,high,3,4,big,low,unacc
vhigh,vhigh,5more,more,big,low,unacc
vhigh,vhigh,5more,more,big,low,vgood
high,high,4,4,big,high,acc
low,low,4,2,big,low,good
vhigh,high,3,2,big,med,good
vhigh,vhigh,5more,more,big,low,unacc
low,med,5more,more,big,high,vgood
vhigh,vhigh,5more,more,big,low,vgood
high,high,4,2,small,low,vgood
high,high,3,2,big,low,unacc
vhigh,vhigh,3,more,big,low,vgood
vhigh,vhigh,5more,more,small,med,acc
high,high,3,4,big,med,acc
vhigh,vhigh,3,more,big,med,acc
med,vhigh,2,2,small,low,vgood
high,high,2,2,big,low,vgood
low,low,5more,more,small,med,good
high,low,2,2,small,low,unacc
med,low,2,2,small,low,good
high,high,2,2,big,high,vgood
med,low,2,2,small,low,good
low,vhigh,3,2,small,low,unacc
low,high,4,more,big,high,vgood
vhigh,vhigh,3,more,big,low,unacc
high,vhigh,2,2,small,high,acc
vhigh,vhigh,3,more,small,med,acc
low,med,5more,more,big,high,vgood
low,med,4,more,big,high,vgood
med,med,2,more,small,high,acc
vhigh,vhigh,5more,2,small,low,unacc
high,high,4,4,big,high,vgood
high,vhigh,2,2,small,low,unacc
low,high,3,2,big,low,good
high,high,3,4,big,med,acc
high,high,4,4,small,high,vgood
vhigh,vhigh,2,2,small,low,unacc
high,high,4,4,big,med,acc
low,low,4,2,small,low,vgood
vhigh,vhigh,5more,more,small,high,acc
vhigh,vhigh,3,more,big,med,acc
vhigh,vhigh,5more,more,big,high,vgood
vhigh,vhigh,5more,more,small,med,good
med,med,5more,more,big,high,acc
low,low,4,2,small,high,vgood
high,high,3,2,big,low,unacc
low,low,5more,more,small,med,good
high,vhigh,2,2,small,low,unacc
high,low,4,4,med,med,good
vhigh,vhigh,5more,2,big,low,unacc
vhigh,vhigh,5more,more,big,high,acc
med,low,5more,2,small,low,good
high,high,4,4,big,high,vgood
low,low,4,more,big,high,vgood
low,low,3,more,small,med,good
low,high,3,2,big,low,vgood
high,high,4,2,small,high,vgood
low,vhigh,3,2,small,low,good
med,vhigh,5more,more,small,high,acc
high,high,3,4,big,low,unacc
high,high,3,4,big,low,unacc
vhigh,vhigh,5more,2,small,low,unacc
vhigh,vhigh,5more,more,small,low,unacc
med,med,5more,more,small,high,acc
high,high,3,2,big,low,unacc
high,high,4,4,big,high,acc
med,vhigh,5more,more,small,high,acc
low,low,3,2,big,low,good
vhigh,vhigh,3,2,big,low,unacc
vhigh,vhigh,5more,more,big,med,acc
high,high,2,2,small,low,unacc
vhigh,vhigh,5more,more,small,med,acc
med,low,4,more,big,high,acc
med,vhigh,2,2,small,high,unacc
low,low,4,more,big,high,vgood
vhigh,high,3,2,big,low,unacc
vhigh,vhigh,5more,2,big,low,unacc
vhigh,vhigh,5more,2,big,low,vgood
vhigh,vhigh,5more,2,small,low,unacc
high,med,5more,more,big,high,acc
