buying,maint,doors,persons,lug_boot,safety,class
high,high,4,4,med,high,acc
high,low,5more,more,big,high,acc
high,high,4,4,med,med,acc
low,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,med,2,2,small,low,good
high,vhigh,2,2,small,low,unacc
low,med,2,2,small,low,good
low,med,5more,2,small,low,good
low,low,5more,more,big,high,vgood
high,high,4,4,big,high,acc
high,high,4,4,med,med,acc
low,low,5more,more,big,high,vgood
high,high,4,4,big,high,acc
low,vhigh,2,2,small,low,unacc
high,high,4,4,med,med,acc
vhigh,vhigh,2,2,small,low,unacc
high,high,2,2,small,low,unacc
high,vhigh,2,2,small,low,unacc
high,high,4,4,med,high,acc
high,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,high,4,4,med,med,acc
high,high,4,4,med,high,acc
high,vhigh,2,2,small,low,unacc
high,vhigh,2,2,small,low,unacc
high,vhigh,2,2,small,low,unacc
low,med,2,2,small,low,good
low,vhigh,2,2,small,low,unacc
low,med,2,2,small,low,good
vhigh,vhigh,2,2,small,low,unacc
high,low,5more,more,big,high,vgood
high,vhigh,2,2,small,low,unacc
high,high,4,4,med,med,acc
vhigh,vhigh,2,2,small,low,unacc
low,low,5more,more,big,high,vgood
high,high,4,4,med,med,acc
high,high,4,4,med,med,acc
high,high,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,high,4,4,med,med,acc
high,vhigh,2,2,small,low,unacc
low,low,5more,more,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,vhigh,2,2,small,low,unacc
low,low,5more,more,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,med,5more,2,big,low,good
vhigh,vhigh,2,2,small,low,unacc
high,vhigh,2,2,small,low,unacc
high,high,4,4,med,high,acc
high,high,2,2,small,low,unacc
high,high,2,2,small,low,acc
vhigh,vhigh,2,2,small,low,unacc
low,vhigh,2,2,small,low,unacc
high,high,2,2,small,low,unacc
low,med,2,2,small,low,good
high,high,4,4,med,high,acc
low,low,5more,2,big,low,good
high,high,4,4,big,high,acc
low,med,2,2,small,low,good
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,low,5more,more,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
high,vhigh,2,2,small,low,unacc
high,high,4,4,med,med,acc
vhigh,vhigh,2,2,small,low,unacc
low,low,5more,more,big,high,vgood
high,vhigh,2,2,small,low,unacc
low,med,2,2,small,low,good
high,high,2,2,med,med,acc
vhigh,vhigh,2,2,small,low,unacc
low,med,5more,2,big,low,good
high,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,low,5more,more,big,high,vgood
low,low,5more,more,big,high,vgood
high,high,4,4,med,med,acc
low,med,5more,2,big,low,good
vhigh,vhigh,2,2,small,low,unacc
high,high,4,4,big,high,acc
high,high,4,4,big,high,acc
high,vhigh,2,2,small,low,unacc
high,high,4,4,big,high,acc
low,low,5more,more,big,high,vgood
high,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,high,4,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,high,4,4,big,high,acc
high,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,high,4,4,big,high,acc
high,high,5more,4,big,high,acc
low,med,5more,2,big,low,good
low,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,low,5more,more,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
low,med,5more,2,small,low,good
low,vhigh,2,2,small,low,unacc
low,low,5more,2,big,low,good
high,vhigh,2,2,small,low,unacc
high,high,4,4,med,high,acc
high,high,4,4,med,med,acc
high,high,4,4,big,high,acc
high,high,4,4,big,high,acc
high,high,4,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
high,vhigh,2,2,small,low,unacc
high,high,4,4,big,high,acc
high,high,4,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,med,2,2,small,low,good
high,low,5more,more,big,high,acc
low,med,2,2,small,low,unacc
low,low,5more,more,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
high,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,high,4,4,med,med,acc
low,med,2,2,small,low,good
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,high,4,4,big,high,acc
low,low,5more,more,big,high,vgood
high,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,high,4,4,med,high,acc
low,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,med,2,2,small,low,good
high,high,2,2,med,med,acc
high,vhigh,2,2,small,low,unacc
high,high,4,4,big,high,acc
high,high,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,low,5more,more,big,high,vgood
high,high,4,4,big,high,acc
low,vhigh,2,2,small,low,unacc
low,vhigh,2,2,small,low,unacc
high,high,5more,4,big,high,acc
low,low,5more,more,big,high,vgood
high,vhigh,2,2,small,low,unacc
high,vhigh,2,2,small,low,unacc
high,high,4,4,med,med,acc
high,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,low,5more,more,big,high,vgood
high,high,4,4,big,high,acc
high,vhigh,2,2,small,low,unacc
high,vhigh,2,2,small,low,unacc
low,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,vhigh,2,2,small,low,unacc
low,low,5more,more,big,high,vgood
high,high,4,4,med,med,acc
high,high,4,4,big,high,acc
low,med,5more,2,big,low,good
low,low,5more,2,big,low,good
vhigh,vhigh,2,2,small,low,unacc
high,high,4,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
high,high,4,4,big,high,acc
low,low,5more,more,big,high,vgood
low,vhigh,2,2,small,low,unacc
high,vhigh,2,2,small,low,unacc
high,high,4,4,med,high,acc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,low,5more,more,big,high,vgood
high,high,4,4,med,high,acc
vhigh,vhigh,2,2,small,low,unacc
high,low,5more,more,big,high,vgood
high,high,2,2,med,low,acc
low,med,5more,2,big,low,good
high,vhigh,2,2,small,low,unacc
low,med,5more,2,small,low,good
vhigh,vhigh,2,2,small,low,unacc
high,high,4,4,med,med,acc
vhigh,vhigh,2,2,small,low,unacc
low,low,5more,more,big,high,vgood
low,low,5more,more,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
high,high,5more,4,big,high,acc
high,high,4,4,med,med,acc
vhigh,vhigh,2,2,small,low,unacc
low,low,5more,more,big,high,vgood
high,high,4,4,med,med,acc
low,low,5more,more,big,high,vgood
high,high,5more,4,big,high,acc
high,high,4,4,big,high,acc
high,high,4,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
low,med,2,2,small,low,good
vhigh,vhigh,2,2,small,low,unacc
low,low,5more,2,big,low,good
high,vhigh,2,2,small,low,unacc
high,high,5more,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
high,high,4,4,med,med,acc
low,med,5more,2,big,low,good
low,low,5more,2,big,low,good
high,high,4,4,med,med,acc
high,vhigh,2,2,small,low,unacc
low,low,5more,more,big,high,vgood
low,low,5more,more,big,high,vgood
high,high,4,4,med,med,acc
high,high,4,4,med,med,acc
high,high,4,4,big,high,acc
low,low,5more,more,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
low,low,5more,more,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
high,high,4,4,med,high,acc
high,high,2,2,small,low,unacc
low,low,5more,more,big,high,vgood
high,vhigh,2,2,small,low,unacc
low,low,5more,more,big,high,vgood
high,high,4,4,big,high,acc
