buying,maint,doors,persons,lug_boot,safety,class
vhigh,vhigh,3,2,small,low,unacc
high,high,4,2,med,low,unacc
vhigh,low,5more,2,big,low,vgood
low,high,4,2,small,low,good
med,low,5more,4,big,high,vgood
low,low,5more,2,med,low,vgood
low,high,4,2,small,med,good
med,med,3,more,big,high,vgood
vhigh,vhigh,3,2,big,high,unacc
vhigh,low,3,2,big,low,unacc
low,high,5more,2,med,low,vgood
low,low,2,2,small,low,good
vhigh,high,5more,2,med,low,unacc
vhigh,vhigh,4,2,med,low,unacc
high,high,4,4,med,med,acc
low,high,4,more,small,med,good
vhigh,vhigh,2,2,small,low,unacc
med,low,2,2,big,high,good
high,med,3,more,big,high,acc
high,vhigh,4,more,med,med,acc
vhigh,vhigh,3,2,big,high,unacc
high,high,4,more,med,high,acc
high,med,3,more,small,med,good
low,high,4,2,med,low,unacc
vhigh,high,4,2,med,low,unacc
vhigh,high,4,2,med,low,vgood
med,vhigh,5more,2,big,low,vgood
low,low,5more,2,big,low,vgood
low,high,5more,2,med,low,good
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,big,low,vgood
med,high,4,more,big,high,vgood
vhigh,vhigh,5more,2,big,low,vgood
low,high,5more,2,med,low,vgood
high,med,3,more,big,med,acc
vhigh,low,2,2,big,low,vgood
vhigh,vhigh,4,2,med,low,unacc
high,high,4,more,med,med,acc
low,high,5more,2,med,low,vgood
high,med,3,more,med,med,acc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,5more,2,big,high,vgood
low,high,4,2,small,low,unacc
low,high,5more,4,big,high,vgood
vhigh,vhigh,4,2,big,low,unacc
vhigh,vhigh,3,2,small,low,unacc
high,med,3,more,small,med,acc
med,low,5more,more,big,high,vgood
vhigh,vhigh,3,2,small,low,unacc
low,low,5more,2,small,low,good
low,low,2,more,small,med,good
low,high,4,2,med,low,unacc
low,high,5more,2,med,low,vgood
med,med,3,more,big,high,acc
low,low,2,2,small,med,good
vhigh,vhigh,5more,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
low,vhigh,5more,2,small,low,unacc
low,low,2,more,small,med,good
high,high,4,more,med,med,acc
high,high,4,more,med,med,acc
low,med,3,more,med,med,good
low,low,2,2,small,med,good
vhigh,vhigh,5more,2,big,low,unacc
low,low,5more,4,big,high,vgood
vhigh,vhigh,3,2,small,low,unacc
high,vhigh,4,2,small,med,unacc
high,med,4,more,med,med,acc
low,high,5more,2,med,low,vgood
low,high,5more,4,med,low,vgood
vhigh,low,3,2,small,low,good
med,med,3,more,big,high,vgood
vhigh,med,3,2,small,med,unacc
low,high,5more,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,low,5more,2,small,low,good
low,high,4,4,med,med,acc
vhigh,low,3,2,small,low,good
low,high,4,4,med,med,acc
vhigh,vhigh,3,2,small,low,unacc
high,high,4,more,med,med,acc
vhigh,vhigh,5more,2,big,low,vgood
med,med,4,more,big,high,vgood
low,low,2,more,small,med,good
vhigh,high,4,2,med,low,unacc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
high,med,3,more,big,high,acc
high,high,4,2,small,low,unacc
vhigh,vhigh,5more,2,small,low,unacc
vhigh,vhigh,4,2,small,low,unacc
low,low,5more,4,big,high,vgood
vhigh,low,3,2,small,low,good
vhigh,vhigh,3,2,big,low,unacc
high,vhigh,3,more,small,med,acc
low,high,5more,2,med,low,vgood
high,med,4,more,big,high,acc
vhigh,vhigh,5more,2,big,low,vgood
high,high,4,2,small,low,unacc
vhigh,low,3,2,big,high,vgood
vhigh,vhigh,3,2,big,high,unacc
low,high,4,2,small,low,unacc
low,low,2,2,small,low,unacc
vhigh,vhigh,5more,2,big,low,vgood
high,high,4,more,med,med,acc
high,vhigh,3,2,small,low,unacc
low,low,3,more,med,med,good
low,high,2,2,small,med,good
vhigh,vhigh,5more,2,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,big,low,unacc
low,high,4,4,med,low,vgood
low,high,4,4,small,med,good
low,high,4,4,med,med,acc
high,high,4,more,med,med,acc
low,high,5more,2,small,low,unacc
low,high,5more,2,small,low,unacc
vhigh,vhigh,4,more,big,high,acc
high,med,4,more,med,med,acc
low,high,5more,2,small,low,unacc
vhigh,vhigh,4,2,big,low,unacc
vhigh,vhigh,3,2,small,low,unacc
low,low,5more,2,big,low,good
med,high,4,more,med,high,acc
low,high,5more,2,small,low,unacc
med,low,2,2,big,low,good
low,high,4,4,med,med,acc
vhigh,vhigh,3,2,small,low,unacc
low,low,2,more,small,med,good
vhigh,vhigh,3,2,small,low,good
low,high,5more,4,big,high,vgood
low,high,5more,2,small,low,unacc
vhigh,vhigh,5more,2,big,low,vgood
vhigh,vhigh,5more,2,big,low,vgood
low,med,3,more,med,med,good
vhigh,vhigh,3,more,big,high,acc
vhigh,vhigh,3,2,big,low,unacc
low,low,5more,4,big,high,vgood
vhigh,vhigh,3,2,big,low,unacc
vhigh,vhigh,5more,more,big,high,vgood
high,med,3,more,small,med,good
vhigh,low,3,2,big,low,unacc
vhigh,vhigh,3,2,small,low,unacc
vhigh,low,3,2,big,high,vgood
high,med,3,more,small,med,acc
high,vhigh,4,2,small,low,unacc
low,high,5more,2,small,low,unacc
med,low,5more,4,big,high,vgood
low,low,2,more,small,med,good
med,low,5more,4,big,high,vgood
vhigh,vhigh,5more,2,big,low,vgood
med,high,4,more,med,high,vgood
low,low,2,2,small,med,good
low,low,2,more,small,med,good
low,med,3,more,small,med,good
low,high,5more,2,med,low,vgood
high,med,4,more,med,med,acc
high,high,4,2,small,med,unacc
low,high,4,4,med,med,good
med,low,5more,4,big,high,vgood
high,high,4,4,med,low,unacc
vhigh,vhigh,3,2,big,low,unacc
high,med,3,more,small,med,good
med,low,5more,2,big,high,vgood
low,high,5more,2,med,low,vgood
vhigh,low,3,2,small,low,good
low,high,4,4,med,med,acc
high,med,4,more,med,high,acc
vhigh,vhigh,3,2,small,low,unacc
med,high,4,more,med,high,vgood
high,med,3,more,med,med,acc
high,high,4,2,small,med,unacc
vhigh,vhigh,3,2,big,high,vgood
med,low,3,2,small,high,good
med,med,4,more,big,high,vgood
high,med,3,more,small,med,acc
low,low,2,2,small,low,good
high,high,4,4,med,med,acc
low,low,2,4,small,med,good
low,high,4,4,med,med,acc
low,low,2,2,small,med,good
med,med,5more,more,big,high,vgood
vhigh,vhigh,5more,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
high,high,4,2,small,low,unacc
low,low,5more,4,big,high,vgood
low,low,2,more,small,med,good
vhigh,vhigh,5more,4,big,high,vgood
low,high,4,2,med,low,unacc
low,high,5more,2,med,low,vgood
low,low,5more,2,small,low,good
vhigh,low,3,2,small,low,unacc
high,high,4,more,small,med,acc
vhigh,vhigh,5more,2,big,low,vgood
high,high,4,more,small,med,acc
low,high,5more,2,small,low,good
vhigh,high,5more,2,med,low,unacc
vhigh,med,3,2,small,med,good
low,low,2,2,small,low,good
low,low,5more,2,big,low,vgood
low,high,4,4,med,med,unacc
vhigh,low,3,2,small,low,good
high,high,4,2,small,med,unacc
high,vhigh,3,2,small,med,unacc
low,high,4,4,med,med,acc
low,low,5more,4,big,high,vgood
high,high,4,2,small,low,unacc
vhigh,high,4,4,big,high,vgood
vhigh,med,3,more,big,high,vgood
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,more,small,high,acc
high,med,3,more,med,med,acc
med,low,5more,more,big,high,vgood
low,high,5more,2,med,low,unacc
low,low,5more,2,small,low,good
vhigh,vhigh,3,2,big,low,unacc
high,high,4,more,med,high,vgood
vhigh,vhigh,5more,2,big,low,vgood
vhigh,vhigh,5more,2,big,low,unacc
vhigh,low,3,2,big,high,vgood
vhigh,vhigh,5more,2,small,low,unacc
high,high,4,more,med,high,acc
low,low,3,2,small,med,good
low,low,2,4,med,med,good
vhigh,vhigh,3,2,small,low,unacc
low,med,3,more,small,med,good
low,high,4,4,small,med,good
high,high,4,4,med,med,acc
high,vhigh,4,2,small,low,unacc
low,high,4,4,med,med,acc
med,high,4,4,med,high,vgood
vhigh,vhigh,3,2,small,low,unacc
high,vhigh,3,2,small,low,unacc
high,high,4,4,med,med,acc
high,high,4,more,med,med,acc
high,med,3,more,big,high,acc
high,high,4,more,med,med,acc
low,low,2,more,small,med,good
low,high,4,4,med,low,vgood
vhigh,vhigh,5more,2,big,low,unacc
low,low,2,2,small,low,good
high,high,4,more,small,med,acc
low,high,5more,4,med,low,vgood
high,high,4,more,med,high,acc
vhigh,low,3,2,big,high,vgood
high,med,3,more,big,high,acc
vhigh,low,3,2,big,high,unacc
low,low,2,4,small,med,good
low,high,5more,2,med,low,unacc
high,high,4,4,med,med,unacc
low,high,5more,2,small,low,unacc
low,low,5more,2,small,low,good
low,low,2,2,small,med,good
low,high,5more,4,med,low,vgood
low,high,4,4,med,med,vgood
med,low,5more,more,big,high,vgood
vhigh,low,3,2,big,low,unacc
vhigh,vhigh,4,2,small,low,unacc
high,med,3,more,small,med,good
low,low,2,2,big,low,good
low,high,4,4,small,med,good
low,high,4,2,small,med,unacc
high,med,4,more,med,high,acc
high,high,4,4,med,med,acc
high,high,4,more,small,med,good
low,high,5more,2,small,low,unacc
low,high,4,more,med,med,good
low,low,2,more,small,med,good
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
med,low,3,more,big,high,good
low,low,2,more,small,med,good
high,high,4,4,med,low,unacc
high,med,4,more,big,high,acc
low,high,5more,2,med,low,vgood
vhigh,vhigh,3,2,small,low,unacc
low,high,4,2,small,low,unacc
low,high,5more,2,med,low,unacc
vhigh,vhigh,3,2,big,low,unacc
low,high,5more,2,med,low,vgood
vhigh,vhigh,3,2,big,low,unacc
low,high,4,4,med,high,vgood
high,med,3,more,small,med,good
high,high,4,2,small,med,unacc
high,med,3,more,big,high,acc
low,high,4,2,small,low,good
vhigh,vhigh,4,2,small,low,unacc
vhigh,vhigh,3,more,big,high,acc
low,high,4,2,med,low,unacc
low,high,4,2,small,med,good
low,high,4,4,med,med,acc
vhigh,vhigh,3,2,small,low,unacc
high,med,3,more,med,med,acc
med,low,2,2,big,high,good
vhigh,low,3,2,big,high,vgood
high,med,3,more,small,med,good
vhigh,low,2,2,big,low,vgood
low,high,5more,4,big,high,vgood
vhigh,vhigh,3,more,small,med,acc
vhigh,vhigh,5more,2,big,low,unacc
high,vhigh,4,2,small,low,unacc
high,high,4,2,med,low,unacc
high,med,3,more,small,med,good
low,low,2,2,small,low,good
vhigh,low,2,2,big,low,unacc
vhigh,vhigh,5more,2,big,low,vgood
high,med,3,more,small,med,good
low,low,5more,4,big,high,vgood
med,low,2,2,big,high,good
vhigh,vhigh,4,2,med,low,unacc
vhigh,vhigh,3,more,big,high,acc
high,high,4,more,med,med,acc
low,high,4,4,small,med,good
vhigh,vhigh,3,more,small,low,acc
high,med,3,more,small,med,acc
low,high,4,more,med,med,acc
vhigh,high,5more,2,big,low,vgood
low,high,4,4,med,med,acc
vhigh,low,3,2,small,low,good
high,high,4,2,small,med,unacc
low,high,2,2,small,med,good
vhigh,low,5more,2,big,high,vgood
vhigh,vhigh,5more,more,big,high,vgood
vhigh,high,4,2,med,low,vgood
vhigh,vhigh,5more,2,small,low,unacc
med,high,4,4,med,high,vgood
low,low,3,more,small,med,good
high,high,4,more,small,med,acc
vhigh,vhigh,3,2,big,low,unacc
