buying,maint,doors,persons,lug_boot,safety,class
vhigh,vhigh,3,2,small,low,unacc
high,high,4,4,small,low,unacc
low,vhigh,5more,2,big,low,vgood
low,vhigh,4,4,small,low,good
med,low,5more,more,big,high,vgood
low,low,5more,2,med,low,vgood
med,high,5more,2,med,med,unacc
vhigh,med,4,more,big,high,vgood
vhigh,vhigh,3,2,big,high,unacc
vhigh,vhigh,3,2,big,low,unacc
low,high,5more,2,med,low,vgood
low,low,2,2,small,low,good
vhigh,vhigh,4,4,big,low,unacc
vhigh,vhigh,4,4,big,low,unacc
high,high,5more,2,med,med,acc
low,high,4,4,small,med,good
vhigh,vhigh,5more,2,small,low,unacc
low,low,3,2,big,high,good
high,med,3,more,med,high,acc
high,high,3,more,med,med,acc
vhigh,low,3,2,big,high,unacc
high,high,4,4,big,high,acc
vhigh,vhigh,3,more,small,med,good
low,high,4,2,med,low,unacc
vhigh,vhigh,4,4,big,low,unacc
high,high,5more,2,med,low,vgood
med,low,5more,2,big,low,vgood
low,low,5more,2,big,low,vgood
low,high,4,4,small,low,good
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,big,low,vgood
low,vhigh,4,4,big,high,vgood
vhigh,vhigh,5more,2,big,low,vgood
med,high,5more,2,med,low,vgood
high,med,3,more,big,high,acc
vhigh,vhigh,3,2,big,low,vgood
vhigh,vhigh,4,4,small,low,unacc
high,high,3,more,med,med,acc
low,vhigh,4,4,small,low,good
high,med,3,more,med,med,acc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,4,2,big,low,vgood
med,high,5more,2,med,med,unacc
low,high,5more,4,big,high,vgood
vhigh,vhigh,4,2,big,low,unacc
vhigh,vhigh,4,2,small,low,unacc
high,med,3,more,small,med,acc
med,low,5more,more,big,high,vgood
high,low,2,2,small,med,unacc
low,low,4,4,small,low,good
low,low,3,4,small,med,good
med,high,5more,2,med,med,vgood
low,high,5more,2,med,low,vgood
med,med,5more,more,med,med,acc
low,low,2,2,small,med,good
med,low,5more,2,med,low,unacc
vhigh,vhigh,3,2,small,low,unacc
low,vhigh,4,2,small,low,unacc
low,low,2,4,small,med,good
high,high,4,more,med,med,acc
high,high,4,more,med,med,acc
med,low,2,more,med,med,acc
low,low,2,2,small,med,good
vhigh,vhigh,5more,2,big,low,unacc
med,low,5more,4,big,high,vgood
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,4,2,small,med,unacc
high,med,4,more,med,med,acc
med,high,5more,2,med,low,vgood
med,high,5more,2,med,low,vgood
med,low,2,2,small,low,good
med,med,3,more,big,high,vgood
high,med,3,2,small,med,unacc
med,high,5more,2,med,low,unacc
vhigh,vhigh,4,2,small,low,unacc
low,low,5more,2,small,low,good
low,high,4,4,med,med,acc
vhigh,low,3,2,small,low,good
low,high,4,4,small,med,good
med,low,5more,2,med,med,unacc
high,high,4,more,med,med,acc
vhigh,vhigh,4,4,big,low,unacc
med,med,5more,more,med,high,vgood
low,low,3,4,small,high,good
high,high,5more,2,med,low,unacc
high,vhigh,2,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
high,med,3,more,med,med,acc
vhigh,vhigh,4,2,small,low,unacc
med,high,5more,2,med,low,unacc
vhigh,vhigh,4,2,small,low,unacc
