buying,maint,doors,persons,lug_boot,safety,class
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
low,low,5more,2,small,low,good
med,low,4,4,big,high,acc
high,vhigh,3,2,small,low,unacc
low,low,4,more,big,high,vgood
high,high,4,4,big,high,acc
med,low,4,4,big,high,vgood
high,vhigh,3,4,small,med,acc
low,low,5more,2,small,low,good
vhigh,vhigh,3,2,small,low,unacc
low,low,2,2,small,low,good
low,low,2,2,small,low,good
low,vhigh,2,2,small,low,unacc
high,vhigh,3,2,small,low,unacc
high,vhigh,3,2,small,low,unacc
high,vhigh,3,4,small,low,acc
med,low,4,4,big,high,acc
med,low,4,4,big,high,vgood
vhigh,vhigh,3,2,small,low,unacc
low,low,4,more,big,high,good
vhigh,vhigh,3,2,small,low,unacc
low,low,5more,2,small,low,good
high,high,3,4,small,med,acc
low,low,5more,2,small,low,good
high,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
high,vhigh,3,4,small,low,acc
high,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
low,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
low,low,4,2,med,low,good
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
med,low,4,4,big,high,vgood
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
high,high,3,4,small,med,acc
high,vhigh,3,4,small,low,unacc
high,high,4,4,big,high,acc
high,vhigh,3,4,small,low,acc
low,low,2,2,small,low,good
vhigh,vhigh,3,2,small,low,unacc
low,low,4,more,big,high,good
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
low,low,2,2,small,low,good
low,vhigh,3,2,small,low,unacc
low,vhigh,3,2,small,low,unacc
low,low,4,more,big,high,vgood
vhigh,vhigh,3,2,small,low,unacc
high,vhigh,3,4,small,med,acc
high,vhigh,3,2,small,low,unacc
low,low,4,more,big,high,vgood
low,low,4,more,big,high,vgood
high,high,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
med,low,4,4,big,high,vgood
vhigh,vhigh,3,2,small,low,unacc
low,low,5more,2,small,low,good
high,vhigh,3,4,small,med,acc
high,high,3,4,big,med,acc
vhigh,vhigh,3,2,small,low,unacc
med,high,4,4,big,high,acc
low,low,5more,2,small,low,good
high,vhigh,3,4,small,med,acc
high,vhigh,3,2,small,low,unacc
high,high,3,4,small,med,acc
low,low,2,2,small,low,good
med,high,4,4,big,high,acc
low,low,5more,2,small,low,good
vhigh,vhigh,3,2,small,low,unacc
low,low,4,more,big,high,good
vhigh,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
med,low,4,4,big,high,acc
low,low,2,2,small,low,good
high,high,4,4,big,high,acc
low,low,4,more,big,high,vgood
low,low,4,more,big,high,good
low,vhigh,2,2,small,low,unacc
low,low,2,2,small,low,good
low,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
med,low,4,4,big,high,acc
high,vhigh,3,2,small,low,unacc
med,low,4,4,big,high,acc
high,high,4,4,big,high,acc
low,low,2,2,small,low,good
vhigh,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
high,vhigh,3,2,small,low,unacc
med,low,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
low,low,4,more,big,high,vgood
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
med,high,4,4,big,high,acc
low,vhigh,2,2,small,low,unacc
med,high,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
low,vhigh,3,2,small,low,unacc
low,low,4,more,big,high,vgood
vhigh,vhigh,3,2,small,low,unacc
high,vhigh,3,4,small,med,acc
high,high,3,4,big,med,acc
low,vhigh,3,2,small,low,unacc
low,low,4,2,med,low,good
vhigh,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
low,vhigh,3,2,small,low,unacc
low,low,5more,2,small,low,good
low,vhigh,3,2,small,low,unacc
high,vhigh,3,4,small,med,acc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
high,high,3,4,big,med,acc
low,low,5more,2,small,low,good
vhigh,vhigh,3,2,small,low,unacc
low,vhigh,2,2,small,low,unacc
low,low,2,2,small,low,good
low,low,2,2,small,low,good
high,vhigh,3,2,small,low,unacc
low,low,4,2,med,low,good
high,vhigh,3,4,small,med,acc
med,high,4,4,big,high,acc
low,low,2,2,small,low,good
vhigh,vhigh,3,2,small,low,unacc
low,low,4,more,big,high,good
low,low,4,more,big,high,good
vhigh,vhigh,3,2,small,low,unacc
high,vhigh,3,2,small,low,unacc
low,low,4,more,big,high,vgood
high,high,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
low,low,2,2,small,low,good
high,high,3,4,small,med,acc
low,vhigh,3,2,small,low,unacc
high,vhigh,3,4,small,med,acc
med,low,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
high,high,3,4,small,med,acc
low,vhigh,3,2,small,low,unacc
high,vhigh,3,4,small,med,acc
med,low,4,more,big,high,vgood
vhigh,vhigh,3,2,small,low,unacc
low,vhigh,3,2,small,low,unacc
low,low,2,2,small,low,good
low,low,2,2,small,low,good
high,vhigh,3,4,small,med,acc
high,high,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
med,high,4,4,big,high,acc
low,low,2,2,small,low,good
vhigh,vhigh,3,2,small,low,unacc
low,low,4,more,big,high,vgood
med,low,4,4,big,high,acc
low,vhigh,2,2,small,low,unacc
high,high,4,4,big,high,acc
high,vhigh,3,2,small,low,unacc
med,low,4,4,big,high,acc
med,low,4,4,big,high,acc
low,low,4,more,big,high,vgood
high,high,4,4,big,high,acc
low,low,2,2,small,low,good
low,low,2,2,small,low,good
high,high,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
low,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
med,high,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
low,low,5more,2,small,low,good
vhigh,vhigh,3,2,small,low,unacc
low,low,4,more,big,high,vgood
low,vhigh,3,2,small,low,unacc
med,low,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
med,high,4,4,big,high,acc
high,high,4,4,big,high,acc
high,high,4,4,big,high,acc
high,high,3,4,small,med,acc
low,low,4,more,big,high,good
high,high,3,4,big,med,acc
low,low,4,more,big,high,good
vhigh,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
low,low,4,more,big,high,vgood
high,high,3,4,big,med,acc
vhigh,vhigh,3,2,small,low,unacc
med,low,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
high,high,4,4,big,high,acc
med,high,4,4,big,high,acc
high,vhigh,3,4,small,med,acc
low,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
high,vhigh,3,4,small,med,acc
low,low,2,2,small,low,good
vhigh,vhigh,3,2,small,low,unacc
low,low,2,2,small,low,good
med,high,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
high,high,3,4,big,med,acc
low,low,4,more,big,high,vgood
low,low,4,more,big,high,vgood
vhigh,vhigh,3,2,small,low,unacc
high,high,3,4,small,med,acc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
med,low,4,4,big,high,vgood
high,vhigh,3,4,small,low,acc
high,high,4,4,big,high,acc
low,low,4,more,big,high,vgood
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
med,low,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
med,low,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
low,low,5more,2,small,low,good
med,low,4,4,big,high,acc
low,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
low,low,2,2,small,low,good
high,high,4,4,big,high,acc
high,high,4,4,big,high,acc
med,high,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
high,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
high,vhigh,3,4,small,low,acc
high,high,3,4,small,med,acc
low,vhigh,3,2,small,low,unacc
low,vhigh,3,2,small,low,unacc
low,low,4,more,big,high,vgood
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
med,high,4,4,big,high,acc
low,low,5more,2,small,low,good
low,low,5more,2,small,low,good
low,low,4,more,big,high,vgood
low,low,2,2,small,low,good
high,high,4,4,big,high,acc
high,high,4,4,big,med,acc
high,high,4,4,big,high,acc
low,vhigh,3,2,small,low,unacc
low,low,4,2,med,low,good
low,low,5more,2,small,low,good
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
med,low,4,4,big,high,acc
low,low,4,more,big,high,vgood
med,high,4,4,big,high,acc
high,high,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
low,low,2,2,small,low,good
low,low,2,2,small,low,good
high,vhigh,3,4,small,med,acc
high,high,4,4,big,high,acc
high,high,4,4,big,high,acc
low,vhigh,2,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
low,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
med,high,4,4,big,high,acc
low,low,4,2,small,low,good
low,low,5more,2,small,low,good
low,vhigh,3,2,small,low,unacc
low,low,2,2,small,low,unacc
low,vhigh,3,2,small,low,unacc
low,low,5more,2,small,low,good
low,low,5more,2,small,low,good
low,low,2,2,small,low,good
vhigh,vhigh,3,2,small,low,unacc
high,vhigh,3,2,small,low,unacc
high,vhigh,3,4,small,med,acc
low,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
high,vhigh,3,4,small,med,acc
med,high,4,4,big,high,acc
med,med,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
low,low,4,more,big,high,vgood
low,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
low,low,5more,2,small,low,good
low,low,4,2,big,high,good
low,low,4,2,big,high,good
high,vhigh,3,4,small,low,acc
high,vhigh,3,4,small,med,acc
high,vhigh,3,4,small,med,acc
low,vhigh,3,2,small,low,unacc
low,low,5more,2,small,low,good
low,vhigh,3,2,small,low,unacc
low,low,5more,2,small,low,good
high,high,4,4,big,high,acc
high,high,3,4,big,med,acc
high,high,4,4,big,high,acc
med,high,4,4,big,high,acc
low,low,4,2,med,low,good
low,low,5more,2,small,low,good
low,low,2,2,small,low,good
low,vhigh,3,2,small,low,unacc
low,low,4,more,big,high,vgood
med,high,4,4,big,high,acc
low,vhigh,3,2,small,low,unacc
high,vhigh,3,4,small,low,unacc
high,vhigh,3,4,small,med,acc
vhigh,vhigh,3,2,small,low,unacc
low,low,5more,2,small,low,good
low,low,4,more,big,high,vgood
high,high,4,4,big,high,acc
low,low,5more,2,small,low,good
low,low,2,2,small,low,good
low,low,4,more,big,high,good
low,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
low,low,5more,2,small,low,good
vhigh,vhigh,3,2,small,low,unacc
low,low,2,2,small,low,good
low,low,2,2,small,low,good
low,vhigh,3,2,small,low,unacc
low,low,4,more,big,high,good
low,low,2,2,small,low,good
low,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
high,vhigh,3,2,small,low,unacc
low,low,5more,2,small,low,good
low,low,4,more,big,high,good
high,vhigh,3,4,small,med,acc
low,low,4,2,med,low,good
high,high,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
low,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
high,vhigh,3,4,small,med,acc
low,vhigh,3,2,small,low,unacc
low,low,4,2,med,low,good
low,low,4,more,big,high,good
high,vhigh,3,4,small,low,acc
low,low,5more,2,small,low,good
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
high,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
high,high,3,4,small,med,acc
low,low,5more,2,small,low,good
vhigh,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
