buying,maint,doors,persons,lug_boot,safety,class
high,high,3,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,big,low,vgood
high,med,3,4,small,med,good
high,high,3,4,small,med,acc
high,high,3,4,small,med,acc
vhigh,high,2,2,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
low,low,2,2,small,low,good
low,low,2,2,big,low,vgood
high,med,3,4,small,med,acc
low,low,2,2,small,low,good
med,high,3,4,big,high,vgood
low,high,5more,more,big,high,vgood
high,high,3,2,big,low,unacc
vhigh,vhigh,2,2,big,low,unacc
med,med,3,4,med,med,acc
vhigh,vhigh,2,2,small,low,unacc
low,low,4,4,small,med,good
high,low,3,4,small,med,good
low,high,5more,2,big,high,vgood
low,low,2,2,small,low,good
low,low,4,2,small,low,good
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,2,2,big,low,vgood
high,vhigh,3,4,small,med,acc
high,high,3,4,big,high,acc
low,vhigh,2,2,small,low,unacc
high,vhigh,3,4,small,med,acc
low,low,2,2,small,low,good
vhigh,vhigh,2,2,big,low,unacc
vhigh,vhigh,3,2,big,low,unacc
med,high,5more,4,big,high,vgood
vhigh,vhigh,2,2,big,low,vgood
vhigh,vhigh,3,2,small,low,unacc
vhigh,high,3,2,big,high,vgood
high,vhigh,3,4,small,med,good
high,vhigh,2,2,small,low,unacc
low,med,5more,more,big,high,vgood
vhigh,high,3,2,big,high,acc
low,low,2,2,big,low,vgood
vhigh,vhigh,2,2,small,low,unacc
low,low,2,2,small,low,good
high,low,4,4,small,med,good
low,low,5more,4,small,high,good
high,low,4,2,small,low,good
high,vhigh,3,2,small,low,unacc
vhigh,high,3,2,big,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
high,vhigh,3,4,small,med,acc
low,high,5more,more,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
high,high,3,4,big,med,acc
high,high,3,4,big,high,acc
low,low,2,2,small,low,good
low,low,4,4,small,med,good
high,vhigh,3,2,small,med,acc
vhigh,vhigh,3,2,big,low,unacc
high,med,3,4,small,med,acc
low,high,2,2,big,low,vgood
vhigh,high,2,2,big,low,vgood
med,high,3,4,big,high,acc
vhigh,vhigh,3,2,big,low,unacc
vhigh,vhigh,2,2,small,low,unacc
med,high,3,4,big,high,acc
high,high,3,4,small,med,acc
low,low,2,2,small,low,good
vhigh,high,2,2,big,low,vgood
vhigh,vhigh,2,2,small,low,unacc
high,high,3,4,big,med,acc
med,high,3,4,big,high,acc
vhigh,high,3,2,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
low,low,4,4,small,med,good
low,low,2,2,big,low,vgood
med,high,3,4,big,high,acc
high,vhigh,3,2,small,med,unacc
high,vhigh,4,2,small,low,unacc
high,vhigh,3,4,small,med,acc
low,low,2,2,small,low,unacc
high,low,3,4,small,med,good
med,med,3,4,small,med,acc
high,vhigh,4,2,small,low,unacc
vhigh,vhigh,2,2,big,low,unacc
low,med,5more,more,big,high,vgood
med,high,3,4,big,high,vgood
low,low,2,2,small,low,good
vhigh,vhigh,2,2,small,low,unacc
high,high,3,4,big,med,acc
vhigh,vhigh,2,2,big,low,unacc
vhigh,vhigh,3,2,small,low,unacc
med,med,3,4,big,high,acc
low,med,5more,more,big,high,vgood
vhigh,vhigh,2,2,big,low,unacc
low,low,2,2,small,low,good
vhigh,vhigh,2,2,small,low,unacc
med,high,3,4,big,high,vgood
low,low,4,2,small,low,good
high,high,3,4,big,med,acc
high,low,4,2,small,low,unacc
med,high,5more,4,big,high,vgood
high,vhigh,3,2,small,med,unacc
low,low,4,4,small,med,good
low,low,4,2,small,low,good
low,high,5more,2,big,high,vgood
med,high,3,4,big,high,acc
high,vhigh,3,4,small,med,acc
high,high,3,4,small,med,acc
low,low,2,2,big,low,vgood
vhigh,vhigh,2,2,small,low,unacc
high,high,3,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
low,med,3,4,small,med,good
