buying,maint,doors,persons,lug_boot,safety,class
high,high,5more,4,big,high,acc
high,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,low,3,2,small,low,good
low,low,4,2,small,low,good
low,low,4,2,small,low,good
vhigh,vhigh,2,2,small,low,unacc
low,low,3,2,small,low,good
vhigh,vhigh,2,2,small,low,unacc
low,vhigh,2,2,small,low,unacc
low,low,3,2,small,low,good
high,high,5more,4,big,high,acc
high,vhigh,2,2,small,low,unacc
high,high,2,2,small,med,acc
low,low,4,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
med,high,5more,4,big,high,vgood
med,med,5more,4,big,high,vgood
low,low,4,more,big,high,good
high,high,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,high,5more,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
high,high,2,4,med,med,acc
vhigh,vhigh,2,2,small,low,unacc
low,low,4,2,big,low,good
low,low,3,2,small,low,good
vhigh,vhigh,2,2,small,low,unacc
high,high,5more,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
med,med,5more,4,big,high,vgood
low,low,4,2,big,low,good
vhigh,vhigh,2,2,small,low,unacc
high,high,5more,4,big,high,acc
high,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,high,5more,4,med,high,acc
high,high,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,high,2,2,small,med,acc
low,low,4,2,big,low,good
vhigh,vhigh,2,2,small,low,unacc
low,low,2,2,small,low,unacc
high,high,2,2,small,low,unacc
med,high,5more,4,big,high,vgood
low,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,low,3,2,small,low,good
high,high,2,2,med,med,acc
high,high,5more,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,high,5more,4,big,high,acc
high,vhigh,2,2,small,low,unacc
med,high,5more,4,big,high,vgood
high,high,5more,4,big,high,acc
high,high,5more,4,big,high,acc
low,low,4,2,small,low,good
vhigh,vhigh,2,2,small,low,unacc
low,low,4,2,small,low,good
med,high,5more,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
high,vhigh,2,2,small,low,unacc
med,high,5more,4,big,high,vgood
high,high,5more,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
med,high,5more,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
low,low,3,2,small,low,good
high,high,2,4,med,med,acc
vhigh,vhigh,2,2,small,low,unacc
high,high,5more,4,med,high,acc
high,vhigh,2,2,small,low,unacc
high,vhigh,2,2,small,low,unacc
high,high,5more,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
high,high,2,4,med,high,acc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,high,5more,4,big,high,acc
high,high,2,2,med,med,acc
high,vhigh,2,2,small,low,unacc
high,high,5more,4,big,high,acc
low,low,4,more,big,high,good
low,low,4,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,low,4,4,big,high,good
vhigh,vhigh,2,2,small,low,unacc
high,high,5more,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,high,5more,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,low,2,2,small,low,unacc
high,high,5more,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
high,high,5more,4,big,high,acc
med,low,5more,4,big,high,vgood
low,low,3,2,small,low,good
high,high,2,2,med,med,acc
high,high,2,4,med,high,acc
high,high,2,4,med,med,acc
high,high,5more,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
high,high,5more,4,big,high,acc
low,low,3,2,small,low,good
vhigh,vhigh,2,2,small,low,unacc
high,high,2,4,med,high,acc
low,low,3,2,small,low,good
vhigh,vhigh,2,2,small,low,unacc
low,low,3,2,small,low,good
low,low,4,2,small,low,good
low,low,5more,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
high,high,5more,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
high,high,2,4,med,med,acc
low,low,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,low,4,more,big,high,good
high,vhigh,2,2,small,low,unacc
high,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,low,3,2,small,low,good
high,high,2,4,med,med,acc
low,low,3,2,small,low,good
low,vhigh,2,2,small,low,unacc
high,high,5more,4,big,high,acc
low,vhigh,2,2,small,low,unacc
low,low,4,4,big,high,good
low,low,5more,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
low,low,4,2,small,low,good
vhigh,vhigh,2,2,small,low,unacc
high,high,5more,4,big,high,acc
high,high,5more,4,big,high,acc
high,high,2,2,small,low,unacc
low,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
med,high,5more,4,big,high,vgood
high,high,2,4,med,high,acc
low,low,4,more,big,high,good
low,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,vhigh,2,2,small,low,unacc
low,low,4,4,big,high,vgood
high,high,2,2,small,low,acc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
med,high,5more,4,big,high,acc
high,high,2,2,med,med,acc
low,low,4,more,big,high,good
med,low,5more,4,big,high,vgood
high,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,high,5more,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,low,4,more,big,high,good
high,vhigh,2,2,small,low,unacc
high,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,high,5more,4,med,high,acc
vhigh,vhigh,2,2,small,low,unacc
low,low,3,2,small,low,good
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,low,4,more,big,high,good
med,high,5more,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
low,low,4,4,big,high,good
high,high,5more,4,big,high,acc
high,high,5more,4,big,high,acc
low,low,2,2,small,low,unacc
low,vhigh,2,2,small,low,unacc
med,low,5more,4,big,high,vgood
high,high,5more,4,big,high,acc
med,high,5more,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
low,vhigh,2,2,small,low,unacc
high,vhigh,2,2,small,low,unacc
high,high,2,2,small,med,acc
high,high,2,4,med,med,acc
vhigh,vhigh,2,2,small,low,unacc
high,high,2,2,small,med,acc
med,low,5more,4,big,high,vgood
low,low,3,2,small,low,good
high,high,2,2,med,med,acc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,high,5more,4,big,high,acc
low,low,4,4,big,high,good
high,high,2,4,med,high,acc
high,high,5more,4,big,high,acc
high,high,2,4,med,med,acc
low,low,4,2,big,low,good
low,low,4,more,big,high,good
vhigh,vhigh,2,2,small,low,unacc
high,high,2,4,med,high,acc
high,high,5more,4,big,high,acc
med,high,5more,4,big,high,vgood
low,low,4,2,small,low,good
vhigh,vhigh,2,2,small,low,unacc
low,low,4,2,small,low,good
high,high,5more,4,big,high,acc
high,high,5more,4,big,high,acc
high,vhigh,2,2,small,low,unacc
high,high,2,4,med,med,acc
vhigh,vhigh,2,2,small,low,unacc
low,low,5more,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
med,high,5more,4,big,high,vgood
high,high,5more,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
low,low,4,2,small,low,good
high,high,5more,4,big,high,acc
med,high,5more,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
high,high,2,4,med,high,acc
vhigh,vhigh,2,2,small,low,unacc
low,low,3,2,small,low,good
high,high,2,4,med,med,acc
high,high,2,2,small,med,acc
vhigh,vhigh,2,2,small,low,unacc
low,vhigh,2,2,small,low,unacc
low,low,4,more,big,high,good
low,low,4,more,big,high,good
low,low,4,2,small,low,good
high,high,2,4,med,med,acc
low,low,4,2,small,low,good
med,high,5more,4,big,high,vgood
low,vhigh,2,2,small,low,unacc
high,high,5more,4,big,high,acc
high,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,high,2,4,med,high,acc
low,low,4,2,small,low,good
med,high,5more,4,big,high,acc
high,vhigh,2,2,small,low,unacc
high,high,2,4,med,med,acc
low,low,4,more,big,high,good
med,high,5more,4,big,high,vgood
high,high,5more,4,big,high,acc
high,high,2,4,med,high,acc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,low,4,more,big,high,good
high,high,5more,4,big,high,acc
high,high,2,2,small,low,acc
vhigh,vhigh,2,2,small,low,unacc
high,high,5more,4,big,high,acc
low,low,3,2,small,low,good
high,high,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,vhigh,2,2,small,low,unacc
high,high,5more,4,big,high,acc
low,low,3,2,small,low,good
high,high,2,2,small,med,acc
high,high,5more,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
low,low,2,2,small,low,unacc
high,high,5more,4,med,high,acc
vhigh,vhigh,2,2,small,low,unacc
low,low,4,2,small,low,good
vhigh,vhigh,2,2,small,low,unacc
high,high,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
med,high,5more,4,big,high,acc
high,high,2,4,med,med,acc
low,low,4,2,small,low,good
low,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,low,4,4,big,high,vgood
low,vhigh,2,2,small,low,unacc
high,high,2,2,med,med,acc
low,vhigh,2,2,small,low,unacc
low,low,4,2,big,low,good
