buying,maint,doors,persons,lug_boot,safety,class
high,high,3,4,small,med,acc
low,low,5more,2,small,low,good
vhigh,high,2,2,big,low,unacc
vhigh,vhigh,2,2,big,low,unacc
vhigh,high,2,2,big,low,vgood
high,med,4,more,big,high,vgood
vhigh,high,2,4,big,med,acc
high,vhigh,3,2,small,med,acc
med,low,5more,4,small,med,good
high,med,3,more,med,high,acc
low,med,4,4,big,high,vgood
vhigh,high,2,4,big,low,unacc
low,high,2,4,big,med,good
low,low,3,4,med,med,good
high,low,5more,2,small,low,unacc
low,med,4,2,big,high,vgood
high,med,4,more,big,high,acc
vhigh,high,2,4,big,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,vhigh,4,2,big,low,vgood
vhigh,high,2,4,big,med,acc
high,med,4,more,big,high,acc
high,vhigh,5more,2,small,low,unacc
high,vhigh,4,2,small,low,unacc
low,med,4,2,big,low,vgood
low,low,5more,2,med,low,good
low,vhigh,2,2,small,low,good
vhigh,vhigh,2,2,big,low,unacc
high,med,5more,2,med,high,vgood
high,vhigh,5more,2,small,low,unacc
high,med,4,more,med,high,vgood
high,low,5more,more,small,med,good
high,med,4,more,med,high,acc
vhigh,high,2,2,big,low,vgood
low,low,2,2,small,low,good
low,vhigh,2,2,big,low,unacc
vhigh,vhigh,2,2,big,low,unacc
high,vhigh,3,4,small,med,acc
vhigh,low,3,4,small,med,good
vhigh,high,2,4,big,low,vgood
low,low,3,4,small,med,good
high,low,5more,2,small,med,good
vhigh,vhigh,4,2,big,low,vgood
low,vhigh,2,2,small,low,unacc
med,med,3,more,small,med,acc
low,low,5more,2,med,low,good
low,high,2,4,big,med,good
low,med,4,more,med,high,vgood
vhigh,vhigh,2,2,big,low,unacc
high,vhigh,5more,2,small,med,unacc
vhigh,high,2,4,big,med,acc
vhigh,high,2,4,big,med,acc
low,high,2,2,big,low,vgood
vhigh,high,2,2,big,low,vgood
vhigh,high,2,4,big,low,vgood
high,low,5more,2,small,low,unacc
