buying,maint,doors,persons,lug_boot,safety,class
high,high,3,4,small,med,acc
med,low,3,2,med,med,good
vhigh,vhigh,2,4,big,low,unacc
vhigh,high,3,2,small,med,unacc
vhigh,high,2,2,big,low,vgood
high,med,4,more,big,high,vgood
vhigh,high,2,4,big,med,acc
high,vhigh,5more,more,small,med,acc
low,low,5more,more,small,med,good
high,low,2,4,med,high,acc
low,med,4,4,big,high,vgood
vhigh,high,2,4,big,med,unacc
low,high,3,4,big,med,good
low,low,5more,4,small,med,good
high,med,5more,2,small,low,unacc
low,high,3,2,small,high,vgood
high,med,2,4,med,high,acc
vhigh,high,2,4,big,low,unacc
vhigh,vhigh,2,2,big,low,unacc
vhigh,low,2,2,med,low,vgood
vhigh,high,2,4,big,med,acc
high,med,4,more,big,high,acc
high,vhigh,5more,2,small,low,unacc
high,vhigh,2,2,med,low,unacc
med,low,2,2,med,low,vgood
vhigh,low,2,2,med,low,good
med,low,2,4,med,low,good
high,vhigh,4,more,big,low,unacc
med,med,3,2,med,high,vgood
vhigh,vhigh,3,2,med,low,unacc
high,med,4,more,big,high,acc
high,low,5more,more,small,med,good
high,vhigh,4,more,small,high,acc
vhigh,vhigh,2,4,med,low,vgood
low,low,2,more,small,low,good
low,high,4,2,small,low,unacc
vhigh,vhigh,2,2,big,low,unacc
high,vhigh,5more,more,small,med,acc
vhigh,low,2,4,small,med,good
vhigh,vhigh,2,4,big,low,vgood
low,low,5more,more,small,med,good
high,low,5more,2,small,med,good
vhigh,med,4,2,med,low,vgood
low,high,3,2,small,low,unacc
med,low,3,4,med,med,acc
low,low,5more,2,small,low,good
low,high,3,more,small,med,acc
low,med,4,more,med,high,vgood
vhigh,vhigh,2,2,big,low,unacc
high,vhigh,5more,more,small,med,unacc
vhigh,vhigh,2,4,small,med,acc
vhigh,low,2,4,big,med,acc
low,high,3,2,big,high,vgood
vhigh,vhigh,2,more,big,low,vgood
vhigh,vhigh,2,more,big,low,vgood
high,low,5more,2,med,low,unacc
vhigh,vhigh,2,2,big,low,unacc
low,vhigh,5more,2,small,low,good
med,med,3,2,med,high,vgood
high,med,3,2,small,low,unacc
low,low,5more,more,small,med,good
high,vhigh,4,more,small,low,unacc
high,vhigh,5more,2,small,low,unacc
med,low,2,4,med,med,good
vhigh,vhigh,4,2,small,low,unacc
vhigh,high,2,4,big,med,acc
low,med,4,more,med,high,vgood
high,vhigh,5more,2,small,low,unacc
med,high,3,2,small,med,acc
high,med,3,more,small,high,acc
high,med,3,2,med,high,unacc
high,vhigh,4,more,big,low,unacc
low,med,5more,2,small,high,vgood
high,med,5more,more,small,high,acc
high,high,3,2,small,med,unacc
vhigh,low,2,4,med,low,unacc
low,low,5more,4,small,med,good
high,vhigh,2,more,big,low,unacc
low,high,4,2,med,low,vgood
vhigh,low,2,more,big,low,good
med,high,3,4,med,med,acc
vhigh,vhigh,2,2,big,low,unacc
vhigh,high,3,4,med,med,acc
low,low,4,more,med,high,vgood
high,low,5more,more,med,low,vgood
low,high,3,2,small,med,good
high,med,3,2,med,low,unacc
med,low,2,2,med,low,unacc
high,high,3,2,small,med,acc
vhigh,high,3,2,small,low,unacc
low,med,4,4,big,high,vgood
vhigh,high,2,4,big,med,acc
vhigh,vhigh,2,more,big,low,unacc
low,low,2,4,med,low,good
high,med,3,2,med,high,vgood
high,low,5more,more,small,med,good
med,high,3,2,small,med,unacc
low,high,2,4,big,high,vgood
high,med,3,4,med,med,acc
vhigh,low,2,2,med,low,good
low,low,2,4,big,med,good
med,low,3,2,med,high,vgood
vhigh,high,3,4,big,med,acc
low,med,3,2,med,high,vgood
med,med,3,more,med,high,acc
low,vhigh,2,4,big,low,good
med,low,5more,2,small,low,good
vhigh,low,2,more,med,low,good
vhigh,vhigh,4,2,big,low,unacc
vhigh,high,3,2,med,low,unacc
high,low,5more,more,small,low,good
high,med,5more,more,small,high,acc
vhigh,high,2,4,med,high,vgood
vhigh,low,2,4,big,high,acc
low,med,4,2,big,low,vgood
vhigh,low,2,2,med,low,unacc
low,med,4,2,small,low,vgood
high,vhigh,5more,2,small,low,unacc
med,med,3,4,med,high,vgood
vhigh,vhigh,2,4,big,low,unacc
vhigh,vhigh,2,more,big,med,acc
low,high,3,4,big,med,good
low,low,2,4,med,med,good
low,med,4,more,big,high,vgood
med,low,2,2,med,low,unacc
vhigh,vhigh,4,2,big,low,unacc
low,high,3,2,big,low,unacc
high,vhigh,5more,more,small,low,acc
low,med,5more,2,small,low,vgood
low,med,4,more,big,high,vgood
low,med,4,4,med,high,vgood
med,low,3,4,med,med,good
low,vhigh,4,more,small,low,good
vhigh,high,2,4,med,high,acc
high,low,5more,more,small,med,acc
low,med,4,more,big,high,vgood
high,med,5more,2,small,low,unacc
low,high,2,4,big,med,vgood
high,vhigh,2,more,big,low,unacc
high,high,3,4,small,med,acc
low,low,5more,more,small,med,good
low,vhigh,5more,more,small,low,good
high,low,2,more,med,med,good
vhigh,low,2,4,big,med,acc
med,high,3,2,med,med,unacc
vhigh,vhigh,2,4,big,low,vgood
vhigh,high,3,2,med,low,unacc
med,high,3,4,small,med,acc
vhigh,low,2,2,med,low,good
vhigh,low,2,2,med,low,unacc
med,high,3,4,small,high,acc
low,low,3,4,small,med,good
low,vhigh,5more,more,small,low,good
high,vhigh,3,2,small,med,acc
low,med,3,more,small,med,good
vhigh,vhigh,2,more,big,low,unacc
med,low,3,2,med,high,vgood
vhigh,high,2,2,big,low,unacc
vhigh,low,2,4,big,low,good
low,high,3,4,big,med,acc
