buying,maint,doors,persons,lug_boot,safety,class
low,med,4,2,med,low,vgood
low,med,5more,4,med,med,acc
vhigh,high,5more,4,med,med,acc
low,low,5more,4,med,low,good
high,low,2,2,small,med,unacc
med,med,3,more,big,high,vgood
vhigh,vhigh,4,2,med,low,unacc
high,vhigh,2,2,small,med,unacc
high,low,2,2,small,low,unacc
low,high,2,2,med,low,vgood
low,med,5more,more,big,high,vgood
med,low,5more,more,small,med,good
low,high,5more,4,med,med,good
med,med,4,more,small,high,vgood
med,vhigh,4,more,small,med,good
vhigh,high,3,4,med,low,unacc
med,low,5more,more,small,med,good
low,high,5more,4,med,low,unacc
low,low,5more,more,small,med,good
low,low,5more,more,big,med,good
high,low,2,2,small,med,good
med,low,2,2,small,med,good
vhigh,high,3,4,med,low,unacc
low,vhigh,4,2,small,low,unacc
vhigh,high,5more,4,med,low,unacc
high,vhigh,2,2,small,high,unacc
low,low,4,4,med,med,good
high,high,3,4,big,high,acc
med,med,4,more,small,high,vgood
med,low,2,2,big,high,vgood
low,med,4,more,small,low,vgood
med,low,3,more,small,high,good
high,high,3,4,big,high,acc
low,vhigh,4,2,small,low,unacc
high,vhigh,2,2,small,med,unacc
low,low,2,2,big,low,good
med,vhigh,2,2,small,high,vgood
high,vhigh,2,2,small,high,unacc
high,low,2,2,small,med,unacc
med,med,2,more,big,high,vgood
high,med,3,4,med,high,acc
vhigh,high,2,2,med,low,unacc
med,med,4,4,med,high,acc
high,vhigh,4,more,small,med,acc
high,med,3,more,small,high,acc
vhigh,vhigh,4,4,med,low,acc
high,vhigh,4,more,small,low,unacc
low,low,5more,more,small,med,good
vhigh,low,5more,4,med,med,good
low,high,2,2,big,low,vgood
high,vhigh,3,2,small,high,vgood
high,vhigh,4,4,small,med,acc
med,med,5more,more,big,high,good
high,vhigh,2,2,small,high,vgood
med,high,5more,4,big,high,vgood
low,med,4,2,med,low,good
high,high,2,2,big,low,unacc
vhigh,high,2,2,med,low,unacc
med,low,5more,more,big,high,vgood
low,high,4,4,med,low,unacc
low,vhigh,4,more,small,low,vgood
low,low,5more,more,small,med,good
high,high,3,4,small,med,acc
vhigh,high,3,2,big,high,unacc
med,vhigh,2,2,big,low,vgood
med,vhigh,4,more,small,low,vgood
high,low,2,2,big,med,good
med,med,4,more,small,high,acc
high,vhigh,4,2,small,low,unacc
high,vhigh,4,2,small,low,unacc
low,high,4,2,med,low,vgood
low,low,5more,4,big,med,good
med,vhigh,4,more,small,med,good
low,vhigh,4,more,small,low,unacc
