buying,maint,doors,persons,lug_boot,safety,class
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,low,5more,2,small,low,good
med,low,4,4,med,med,good
high,vhigh,2,2,big,low,unacc
low,med,4,more,big,high,vgood
high,high,3,4,med,med,acc
med,med,4,4,big,high,vgood
high,high,3,4,big,low,acc
low,low,3,2,small,med,good
high,high,2,2,big,low,vgood
low,low,3,2,small,low,good
low,low,2,2,small,low,vgood
low,vhigh,2,2,small,low,unacc
high,vhigh,2,2,big,low,unacc
high,high,2,2,big,low,unacc
vhigh,vhigh,3,4,small,med,acc
med,low,4,4,big,high,acc
med,low,4,4,med,med,good
vhigh,vhigh,3,2,small,low,unacc
low,low,4,more,small,med,good
vhigh,low,3,2,small,med,good
low,low,4,2,big,low,vgood
high,high,2,4,big,high,acc
low,low,3,2,small,med,good
high,vhigh,2,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,4,small,med,good
high,vhigh,2,2,big,low,unacc
high,vhigh,2,2,small,low,unacc
low,high,2,2,big,low,vgood
high,high,4,4,big,high,acc
low,low,4,2,small,low,good
vhigh,vhigh,3,2,small,low,unacc
high,vhigh,2,2,big,low,vgood
med,med,4,4,big,high,vgood
high,vhigh,2,2,big,low,vgood
high,vhigh,2,2,big,low,vgood
vhigh,vhigh,3,2,small,low,unacc
high,high,2,4,big,high,vgood
vhigh,vhigh,3,4,small,med,acc
high,high,4,4,big,high,acc
vhigh,vhigh,3,4,small,med,acc
low,vhigh,2,2,small,low,vgood
vhigh,vhigh,2,2,big,low,unacc
low,low,4,more,med,med,good
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,med,good
low,high,2,2,big,high,vgood
low,vhigh,3,2,small,low,good
low,vhigh,3,2,small,low,unacc
low,med,4,more,big,high,vgood
high,vhigh,2,2,big,low,unacc
high,high,2,4,big,low,acc
vhigh,vhigh,3,4,small,med,acc
low,low,4,more,big,high,vgood
low,med,4,more,big,high,vgood
high,high,4,4,big,high,acc
vhigh,vhigh,2,2,big,low,unacc
med,med,4,4,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
low,low,5more,2,small,low,good
high,vhigh,3,4,small,med,acc
high,high,4,4,big,high,vgood
vhigh,vhigh,3,2,small,low,unacc
med,low,4,4,med,med,acc
low,med,5more,2,big,low,vgood
high,high,2,4,big,low,acc
vhigh,vhigh,3,4,small,med,acc
high,high,2,4,big,high,vgood
low,low,3,2,small,med,good
high,high,4,4,big,high,vgood
low,low,5more,2,big,low,vgood
vhigh,vhigh,2,2,small,low,unacc
low,low,4,more,med,med,good
high,vhigh,2,2,big,low,unacc
med,low,3,4,med,med,acc
vhigh,vhigh,3,2,small,low,unacc
med,low,4,4,big,high,acc
low,low,2,2,small,low,good
high,high,4,4,big,high,vgood
low,low,4,more,big,high,vgood
low,low,4,more,small,med,good
low,vhigh,2,2,big,low,vgood
low,high,5more,2,big,high,vgood
low,vhigh,3,2,small,low,good
high,high,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
med,med,4,4,big,high,acc
high,vhigh,2,2,big,low,unacc
med,low,4,4,big,high,acc
high,high,4,4,big,high,acc
low,low,3,2,small,low,good
vhigh,vhigh,3,2,small,low,unacc
high,high,4,4,big,med,acc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,4,small,med,acc
med,low,4,4,big,high,acc
high,vhigh,2,2,big,low,unacc
low,low,4,more,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
high,high,2,2,big,low,vgood
vhigh,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
med,high,4,4,big,high,acc
low,low,3,2,small,low,good
med,low,4,4,big,high,acc
vhigh,vhigh,2,2,big,low,unacc
high,high,3,4,med,med,acc
vhigh,vhigh,3,2,small,low,unacc
low,low,3,2,small,med,good
low,low,4,more,med,med,good
vhigh,vhigh,2,2,small,low,unacc
high,vhigh,3,4,small,med,acc
high,high,2,4,big,high,acc
low,vhigh,3,2,small,low,good
low,low,4,2,big,high,vgood
vhigh,vhigh,2,2,small,low,unacc
high,high,4,4,big,high,acc
high,high,2,2,big,low,vgood
low,low,3,2,small,low,good
low,vhigh,3,2,small,low,unacc
high,vhigh,3,4,small,med,acc
vhigh,vhigh,2,2,small,low,unacc
high,vhigh,2,2,big,low,unacc
high,high,2,4,big,high,vgood
low,low,5more,2,big,low,vgood
vhigh,vhigh,3,2,small,low,unacc
low,vhigh,2,2,small,low,unacc
low,low,3,2,small,med,good
low,low,2,2,small,low,vgood
high,high,2,2,big,low,unacc
low,low,4,2,big,low,vgood
high,vhigh,3,4,small,med,acc
med,low,4,4,med,med,acc
low,med,5more,2,big,low,vgood
vhigh,vhigh,3,2,small,low,unacc
low,low,4,more,med,med,good
low,low,4,more,med,med,good
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,med,unacc
low,low,4,more,big,high,vgood
high,high,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
low,low,2,2,big,low,vgood
high,high,2,4,big,high,acc
low,vhigh,2,2,big,low,vgood
high,high,2,4,big,low,acc
med,low,3,4,med,med,good
vhigh,vhigh,3,2,small,low,unacc
high,high,2,4,big,high,acc
low,vhigh,2,2,small,low,unacc
high,vhigh,3,4,small,med,acc
med,low,3,more,med,med,good
vhigh,vhigh,2,2,small,low,unacc
low,vhigh,3,2,small,low,unacc
low,low,2,2,small,low,vgood
low,med,5more,2,big,low,vgood
high,vhigh,3,4,small,low,acc
med,low,4,4,med,med,acc
vhigh,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
low,low,2,2,small,low,good
high,vhigh,2,2,small,low,unacc
low,low,4,more,big,high,vgood
med,low,4,4,med,med,good
low,vhigh,3,2,small,low,unacc
high,low,4,4,med,med,acc
high,high,2,2,big,low,unacc
med,low,4,4,big,high,acc
med,low,4,4,big,high,acc
low,low,4,more,small,med,good
high,high,3,4,small,med,acc
low,low,3,2,small,low,good
low,low,3,2,small,med,good
high,low,4,4,med,med,acc
vhigh,vhigh,3,2,small,low,unacc
high,high,2,2,big,low,vgood
vhigh,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
low,vhigh,3,2,small,low,unacc
vhigh,vhigh,2,2,big,low,vgood
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
med,low,4,4,big,med,acc
vhigh,vhigh,3,2,small,low,good
vhigh,vhigh,2,2,big,low,unacc
low,low,5more,2,small,low,vgood
vhigh,vhigh,3,2,small,low,unacc
low,low,4,more,big,high,vgood
high,high,2,2,big,high,vgood
med,low,4,4,med,med,good
vhigh,vhigh,2,2,small,low,unacc
med,low,4,4,med,med,acc
high,high,4,4,big,high,acc
high,high,4,4,big,high,vgood
high,vhigh,3,4,small,med,acc
low,low,4,more,small,med,good
high,vhigh,3,4,small,med,acc
low,low,4,more,small,med,good
high,vhigh,2,2,big,low,unacc
high,high,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
low,low,4,more,big,high,vgood
vhigh,vhigh,3,4,small,med,acc
vhigh,vhigh,2,2,small,low,unacc
med,med,4,4,big,high,vgood
vhigh,vhigh,3,2,small,low,unacc
high,high,4,4,big,high,acc
high,low,4,4,med,med,acc
high,high,4,4,big,high,acc
vhigh,vhigh,3,4,small,med,acc
low,vhigh,2,2,big,low,vgood
high,vhigh,2,2,big,low,unacc
high,vhigh,3,4,small,med,acc
low,low,3,2,small,low,good
vhigh,vhigh,3,2,small,low,unacc
low,low,2,2,big,low,vgood
med,high,4,4,big,high,acc
high,high,2,2,big,low,vgood
vhigh,vhigh,2,2,small,low,unacc
high,high,3,4,med,med,acc
high,high,2,4,big,high,vgood
low,low,4,more,big,high,vgood
low,low,4,more,big,high,vgood
vhigh,vhigh,3,2,small,low,unacc
high,high,2,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
med,low,4,4,big,high,vgood
high,vhigh,3,4,small,med,acc
high,high,4,4,big,med,acc
low,med,4,more,big,high,vgood
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
med,low,3,4,med,med,acc
high,vhigh,2,2,big,low,unacc
high,high,4,4,big,high,acc
med,low,4,4,big,high,acc
vhigh,vhigh,3,2,small,low,unacc
med,low,3,4,small,med,good
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
low,low,5more,2,med,low,good
med,low,4,4,big,high,acc
low,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
low,high,2,2,big,low,vgood
high,high,4,4,big,high,acc
med,low,3,4,small,med,acc
med,low,4,4,big,med,acc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,3,4,small,med,unacc
high,high,4,4,big,high,vgood
vhigh,vhigh,3,4,small,med,acc
high,vhigh,3,4,small,med,acc
low,vhigh,3,2,small,low,unacc
low,vhigh,2,2,big,low,vgood
low,low,4,more,med,med,good
vhigh,vhigh,2,2,big,low,vgood
vhigh,vhigh,2,2,small,low,unacc
med,low,4,4,med,med,acc
low,low,3,2,small,med,good
low,med,5more,2,big,low,vgood
low,low,4,more,big,high,vgood
low,low,2,2,small,low,vgood
med,low,3,4,small,med,good
vhigh,low,3,4,small,med,good
med,low,3,4,med,med,acc
low,vhigh,3,2,small,low,unacc
low,low,4,2,small,low,good
low,low,3,2,small,low,good
vhigh,vhigh,2,2,small,low,unacc
high,high,2,2,big,high,vgood
high,vhigh,2,2,small,low,unacc
vhigh,vhigh,3,2,small,low,unacc
med,low,4,4,med,med,good
low,low,4,more,big,high,vgood
med,high,4,4,big,high,acc
high,high,4,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
high,high,4,4,med,med,acc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,low,3,2,small,low,good
low,low,3,2,small,low,good
vhigh,low,3,4,small,med,good
high,high,4,4,big,high,vgood
high,high,3,4,med,med,acc
low,low,3,2,small,low,good
vhigh,vhigh,3,2,small,low,unacc
low,vhigh,3,2,small,low,good
vhigh,vhigh,2,2,small,low,unacc
high,high,4,4,big,high,acc
med,low,4,4,med,med,acc
low,low,4,2,big,high,vgood
low,high,4,2,big,high,vgood
low,vhigh,3,2,small,low,unacc
low,vhigh,2,2,small,low,vgood
low,vhigh,2,2,small,low,unacc
low,low,3,2,small,med,good
low,low,5more,2,big,low,vgood
low,low,2,2,small,low,good
high,high,2,2,big,low,vgood
high,vhigh,2,2,big,low,unacc
high,high,2,4,big,high,acc
low,vhigh,3,2,small,low,unacc
med,low,3,4,med,med,acc
high,vhigh,3,4,small,med,acc
med,low,3,4,small,med,good
med,high,4,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
low,med,4,more,big,high,vgood
vhigh,low,3,2,small,med,good
vhigh,vhigh,3,2,small,low,unacc
low,low,3,2,small,low,good
low,low,4,2,big,high,vgood
low,low,4,2,big,high,vgood
vhigh,vhigh,3,4,small,med,acc
high,vhigh,3,4,small,med,acc
vhigh,low,3,4,small,med,good
