buying,maint,doors,persons,lug_boot,safety,class
med,high,3,4,small,med,acc
low,low,3,2,small,med,good
vhigh,vhigh,2,4,big,low,unacc
vhigh,high,3,2,small,med,unacc
vhigh,high,2,2,big,low,vgood
high,med,4,more,big,high,vgood
vhigh,high,2,4,big,med,acc
high,high,3,2,small,med,acc
med,low,5more,more,small,med,good
high,med,4,more,big,high,acc
low,med,4,4,big,high,vgood
vhigh,high,2,4,big,med,unacc
low,high,3,4,big,med,good
low,low,3,4,med,med,good
high,med,5more,2,small,low,unacc
low,high,3,2,small,high,vgood
high,med,4,more,big,high,acc
vhigh,vhigh,2,4,big,low,unacc
vhigh,vhigh,2,2,big,low,unacc
vhigh,vhigh,2,2,big,low,vgood
vhigh,high,2,4,big,med,acc
high,med,4,more,big,high,acc
high,vhigh,3,2,small,low,unacc
high,vhigh,2,2,big,low,unacc
low,low,4,2,big,low,vgood
low,low,4,2,med,low,good
vhigh,low,2,4,big,low,good
vhigh,vhigh,2,2,big,low,unacc
med,med,3,2,med,high,vgood
high,vhigh,3,2,small,low,unacc
high,med,4,more,med,high,vgood
high,low,5more,more,small,med,good
high,vhigh,4,more,med,high,acc
vhigh,vhigh,2,2,big,low,vgood
low,low,2,2,big,low,good
low,high,3,2,big,low,vgood
vhigh,vhigh,2,2,big,low,unacc
high,vhigh,3,4,small,med,acc
vhigh,low,2,4,small,med,good
vhigh,vhigh,2,4,big,low,vgood
low,low,5more,4,small,med,good
high,low,5more,2,small,med,good
vhigh,med,4,2,big,low,vgood
low,high,3,2,small,low,unacc
med,med,5more,more,small,med,acc
low,low,3,2,small,low,good
low,high,3,4,big,med,acc
low,med,4,more,med,high,vgood
vhigh,vhigh,2,2,big,low,unacc
high,vhigh,5more,more,small,med,unacc
vhigh,high,2,4,big,med,acc
vhigh,vhigh,2,4,big,med,acc
low,high,3,2,big,low,vgood
vhigh,vhigh,2,more,big,low,vgood
vhigh,vhigh,2,4,big,low,vgood
high,low,5more,2,small,low,unacc
vhigh,vhigh,2,2,big,low,unacc
low,low,2,2,small,low,good
high,med,3,2,small,high,vgood
high,med,3,2,small,low,unacc
low,low,5more,4,small,med,good
high,vhigh,5more,more,med,low,unacc
high,vhigh,5more,2,small,low,unacc
vhigh,low,2,4,big,med,good
vhigh,vhigh,4,2,med,low,unacc
vhigh,high,2,4,big,med,acc
low,med,4,more,med,high,vgood
high,low,5more,2,small,low,unacc
med,high,3,2,small,med,acc
high,med,3,more,small,high,acc
high,med,3,2,small,high,unacc
high,vhigh,2,more,big,low,unacc
low,med,3,2,small,high,vgood
high,med,5more,more,small,high,acc
high,high,3,2,small,med,unacc
vhigh,vhigh,2,more,big,low,unacc
low,low,2,4,big,med,good
high,vhigh,2,2,big,low,unacc
low,high,4,2,med,low,vgood
vhigh,low,2,more,big,low,good
med,high,3,4,small,med,acc
vhigh,vhigh,2,2,big,low,unacc
high,high,3,4,small,med,acc
