buying,maint,doors,persons,lug_boot,safety,class
high,high,3,4,small,med,acc
low,low,5more,2,small,low,good
vhigh,vhigh,2,2,big,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,high,4,2,big,low,vgood
med,med,4,4,big,high,vgood
vhigh,high,2,4,big,high,acc
high,vhigh,3,4,small,med,acc
med,low,5more,4,small,med,good
med,med,3,4,big,high,acc
low,med,4,more,big,high,vgood
vhigh,vhigh,2,2,big,low,unacc
med,med,3,4,big,med,acc
low,low,5more,more,med,med,good
vhigh,vhigh,5more,2,small,low,unacc
low,med,4,2,big,high,vgood
high,high,2,4,big,high,acc
vhigh,vhigh,2,2,big,low,unacc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,4,2,big,low,vgood
high,vhigh,2,4,small,med,acc
high,high,2,4,big,high,acc
vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,low,unacc
low,med,4,2,med,low,vgood
low,low,5more,2,med,low,good
vhigh,low,5more,2,small,low,good
vhigh,vhigh,2,2,big,low,unacc
low,med,4,2,med,high,vgood
vhigh,vhigh,2,2,small,low,unacc
med,med,4,4,big,high,vgood
med,low,5more,more,small,med,good
vhigh,high,2,4,big,high,acc
vhigh,vhigh,4,2,big,low,vgood
low,low,5more,2,small,low,good
vhigh,vhigh,4,2,med,low,unacc
vhigh,vhigh,2,2,big,low,unacc
high,vhigh,2,4,small,med,acc
high,low,3,4,small,med,good
vhigh,high,2,4,big,high,vgood
med,low,5more,more,small,med,good
med,low,5more,2,small,med,good
vhigh,vhigh,4,2,big,low,vgood
vhigh,vhigh,5more,2,small,low,unacc
med,med,3,4,small,med,acc
low,low,5more,2,med,low,good
med,med,3,4,big,med,acc
low,med,4,more,med,high,vgood
vhigh,vhigh,2,2,big,low,unacc
high,vhigh,3,2,small,med,unacc
high,vhigh,2,4,small,med,acc
high,high,3,4,big,med,acc
low,med,4,2,big,low,vgood
vhigh,high,2,2,big,low,vgood
