buying,maint,doors,persons,lug_boot,safety,class
low,high,4,2,med,low,vgood
low,med,5more,4,med,med,acc
vhigh,high,4,4,med,med,acc
low,low,5more,4,med,low,good
high,low,2,2,small,med,unacc
med,med,2,more,big,high,vgood
vhigh,high,4,2,med,low,unacc
high,vhigh,2,2,small,med,unacc
high,vhigh,2,2,small,low,unacc
low,high,2,2,med,low,vgood
low,med,5more,more,big,high,vgood
med,low,5more,more,small,med,good
low,med,5more,4,med,med,good
med,med,3,more,big,high,vgood
high,low,2,2,small,med,good
vhigh,high,3,4,med,low,unacc
med,low,5more,more,small,med,good
low,high,4,4,med,low,unacc
low,low,5more,more,big,med,good
low,low,5more,more,big,med,good
high,low,2,2,small,med,good
high,low,2,2,small,med,good
vhigh,high,4,4,med,low,unacc
low,low,2,2,big,low,unacc
low,high,4,4,med,low,unacc
high,vhigh,2,2,small,high,unacc
low,low,5more,4,med,med,good
high,med,3,more,small,high,vgood
med,med,5more,more,big,high,vgood
med,med,2,more,big,high,vgood
low,high,2,2,big,low,vgood
med,low,3,more,small,high,acc
high,med,3,more,small,high,acc
vhigh,vhigh,2,2,big,low,unacc
high,vhigh,2,2,small,med,unacc
low,low,2,2,big,low,good
high,vhigh,2,2,big,high,vgood
high,vhigh,2,2,small,high,unacc
high,vhigh,2,2,small,low,unacc
med,med,2,more,big,high,vgood
high,med,3,4,med,high,acc
vhigh,vhigh,2,2,small,low,unacc
med,med,5more,4,med,high,acc
high,vhigh,3,2,small,med,acc
high,med,3,more,small,high,acc
vhigh,vhigh,4,4,med,med,acc
high,high,3,2,small,high,acc
low,low,5more,more,big,med,good
high,low,5more,4,med,med,good
low,high,2,2,big,low,vgood
high,vhigh,3,2,small,high,vgood
high,vhigh,3,4,small,med,acc
med,med,5more,more,big,high,good
high,vhigh,2,2,small,high,vgood
med,med,5more,4,med,high,vgood
low,low,2,2,med,low,good
high,high,2,2,big,low,unacc
low,high,2,2,med,low,unacc
med,med,5more,more,big,high,vgood
low,high,4,4,med,low,unacc
low,high,2,2,big,low,vgood
low,low,5more,more,small,med,good
high,vhigh,3,4,small,med,acc
high,high,3,2,med,low,unacc
med,high,2,2,big,low,vgood
med,low,2,2,big,high,vgood
high,low,2,2,small,med,good
med,med,3,more,small,high,acc
high,vhigh,3,2,med,low,unacc
high,vhigh,2,2,small,low,unacc
low,high,2,2,med,low,vgood
