checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
>=200,4,existing paid,repairs,256,>=1000,unemployed,1,male mar/wid,guarantor,1,car,21,stores,for free,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,other,293,>=1000,unemployed,1,male mar/wid,guarantor,1,car,21,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,repairs,387,>=1000,unemployed,1,male mar/wid,guarantor,1,car,20,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,other,307,>=1000,unemployed,1,male mar/wid,guarantor,1,car,20,stores,for free,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,no credits/all paid,other,290,>=1000,unemployed,1,male mar/wid,guarantor,1,car,22,stores,for free,1,unskilled resident,1,yes,no,good
>=200,4,all paid,other,376,>=1000,unemployed,1,male mar/wid,guarantor,1,car,20,stores,for free,1,unskilled resident,1,yes,no,good
>=200,4,existing paid,other,347,>=1000,unemployed,1,male mar/wid,guarantor,1,car,21,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,other,389,>=1000,unemployed,1,male mar/wid,guarantor,1,car,20,stores,for free,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,no credits/all paid,repairs,376,>=1000,unemployed,1,male mar/wid,guarantor,1,car,21,stores,for free,1,unskilled resident,1,yes,no,good
>=200,4,all paid,repairs,256,>=1000,unemployed,1,male mar/wid,guarantor,1,car,22,stores,for free,1,unskilled resident,1,yes,no,good
>=200,4,existing paid,other,273,>=1000,unemployed,1,male mar/wid,guarantor,1,car,22,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,repairs,379,>=1000,unemployed,1,male mar/wid,guarantor,1,car,22,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,repairs,278,>=1000,unemployed,1,male mar/wid,guarantor,1,car,21,stores,for free,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,repairs,370,>=1000,unemployed,1,male mar/wid,guarantor,1,car,22,stores,for free,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,no credits/all paid,other,394,>=1000,unemployed,1,male mar/wid,guarantor,1,car,20,bank,for free,1,unskilled resident,1,yes,no,good
>=200,4,no credits/all paid,other,337,>=1000,unemployed,1,male mar/wid,guarantor,1,car,21,bank,for free,1,unskilled resident,1,yes,no,good
>=200,4,existing paid,other,261,>=1000,unemployed,1,male mar/wid,guarantor,1,car,20,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,repairs,257,>=1000,unemployed,1,male mar/wid,guarantor,1,car,22,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,all paid,repairs,298,>=1000,unemployed,1,male mar/wid,guarantor,1,car,22,bank,for free,1,unskilled resident,1,yes,no,good
>=200,4,existing paid,other,282,>=1000,unemployed,1,male mar/wid,guarantor,1,car,21,stores,for free,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,repairs,264,>=1000,unemployed,1,male mar/wid,guarantor,1,car,22,stores,for free,1,high qualif/self emp/mgmt,1,yes,no,good
