checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
>=200,4,critical/other existing credit,education,264,>=1000,1<=X<4,1,male mar/wid,guarantor,1,car,21,none,for free,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,critical/other existing credit,education,277,>=1000,1<=X<4,1,male single,guarantor,1,car,20,none,own,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,critical/other existing credit,other,396,>=1000,unemployed,1,male div/sep,guarantor,1,car,22,none,for free,1,unemp/unskilled non res,1,yes,no,good
>=200,4,critical/other existing credit,education,283,>=1000,1<=X<4,1,male single,guarantor,1,car,21,none,own,1,unemp/unskilled non res,1,yes,no,good
>=200,4,no credits/all paid,other,346,>=1000,unemployed,1,male div/sep,guarantor,1,car,20,none,for free,1,unskilled resident,1,yes,no,good
>=200,4,critical/other existing credit,education,324,>=1000,1<=X<4,1,male mar/wid,guarantor,1,car,22,none,own,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,critical/other existing credit,domestic appliance,289,500<=X<1000,unemployed,1,male div/sep,guarantor,1,car,21,none,for free,1,unemp/unskilled non res,1,yes,no,good
>=200,4,no credits/all paid,education,256,>=1000,1<=X<4,1,male single,guarantor,1,car,20,none,for free,1,unskilled resident,1,yes,no,good
>=200,4,critical/other existing credit,education,379,500<=X<1000,1<=X<4,1,male single,guarantor,1,car,20,none,own,1,unemp/unskilled non res,1,yes,no,good
>=200,4,critical/other existing credit,education,380,500<=X<1000,1<=X<4,1,male single,guarantor,1,car,22,none,for free,1,unemp/unskilled non res,1,yes,no,good
>=200,4,critical/other existing credit,other,345,>=1000,unemployed,1,male div/sep,guarantor,1,car,20,none,own,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,critical/other existing credit,education,396,500<=X<1000,1<=X<4,1,male single,guarantor,1,car,22,none,for free,1,unemp/unskilled non res,1,yes,no,good
>=200,4,all paid,repairs,340,>=1000,unemployed,1,male div/sep,guarantor,1,car,22,none,for free,1,unskilled resident,1,yes,no,good
>=200,4,critical/other existing credit,domestic appliance,309,>=1000,unemployed,1,male div/sep,guarantor,1,car,21,none,own,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,critical/other existing credit,education,302,>=1000,1<=X<4,1,male single,guarantor,1,car,22,none,own,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,all paid,education,396,>=1000,1<=X<4,1,male single,guarantor,1,car,21,none,for free,1,unskilled resident,1,yes,no,good
>=200,4,critical/other existing credit,other,285,>=1000,unemployed,1,male div/sep,guarantor,1,car,21,none,own,1,unemp/unskilled non res,1,yes,no,good
>=200,4,critical/other existing credit,education,338,>=1000,1<=X<4,1,male div/sep,guarantor,1,car,21,none,own,1,unemp/unskilled non res,1,yes,no,good
>=200,4,critical/other existing credit,education,362,>=1000,1<=X<4,1,male single,guarantor,1,car,22,none,for free,1,unemp/unskilled non res,1,yes,no,good
>=200,4,critical/other existing credit,other,250,>=1000,unemployed,1,male div/sep,guarantor,1,car,22,none,for free,1,high qualif/self emp/mgmt,1,yes,no,good
