checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,6,existing paid,radio/tv,1244,no known savings,unemployed,2,male single,none,1,real estate,21,bank,for free,3,high qualif/self emp/mgmt,2,yes,no,good
0<=X<200,6,critical/other existing credit,retraining,748,100<=X<500,unemployed,1,male single,none,1,life insurance,22,bank,for free,3,unemp/unskilled non res,2,yes,no,bad
0<=X<200,4,no credits/all paid,domestic appliance,876,<100,>=7,1,male single,none,1,life insurance,21,bank,for free,3,unemp/unskilled non res,1,yes,no,bad
0<=X<200,5,critical/other existing credit,radio/tv,15005,no known savings,1<=X<4,2,male single,none,1,car,20,bank,for free,3,unemp/unskilled non res,2,yes,no,bad
no checking,5,delayed previously,domestic appliance,387,>=1000,unemployed,1,male single,none,1,life insurance,20,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,5,delayed previously,furniture/equipment,15414,100<=X<500,1<=X<4,1,male single,none,1,real estate,21,bank,for free,2,unemp/unskilled non res,2,yes,no,good
0<=X<200,4,existing paid,domestic appliance,18033,<100,1<=X<4,1,male single,none,1,car,22,bank,for free,3,unemp/unskilled non res,2,yes,no,good
0<=X<200,5,delayed previously,furniture/equipment,14533,100<=X<500,1<=X<4,1,male single,none,1,car,21,bank,for free,3,unemp/unskilled non res,2,yes,no,good
no checking,6,delayed previously,retraining,16579,>=1000,1<=X<4,1,male single,none,1,car,22,bank,for free,1,unemp/unskilled non res,1,yes,no,good
0<=X<200,5,no credits/all paid,radio/tv,730,no known savings,>=7,1,male single,none,1,car,21,bank,for free,1,unemp/unskilled non res,2,yes,no,good
0<=X<200,4,no credits/all paid,furniture/equipment,15029,no known savings,1<=X<4,1,male single,none,1,real estate,21,bank,for free,3,unemp/unskilled non res,2,yes,no,good
0<=X<200,4,no credits/all paid,retraining,14620,no known savings,1<=X<4,2,male single,none,1,life insurance,22,bank,for free,2,unemp/unskilled non res,1,yes,no,bad
0<=X<200,5,existing paid,retraining,1007,>=1000,unemployed,1,male single,none,1,life insurance,22,bank,for free,1,unemp/unskilled non res,2,yes,no,bad
no checking,6,existing paid,domestic appliance,1317,100<=X<500,>=7,1,male single,none,1,life insurance,21,bank,for free,3,unemp/unskilled non res,1,yes,no,bad
0<=X<200,6,delayed previously,furniture/equipment,1009,no known savings,unemployed,1,male single,none,1,real estate,21,bank,for free,1,unemp/unskilled non res,2,yes,no,good
no checking,4,existing paid,domestic appliance,1116,no known savings,>=7,2,male single,none,1,life insurance,22,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,4,existing paid,domestic appliance,845,100<=X<500,>=7,2,male single,none,1,life insurance,20,bank,for free,3,unemp/unskilled non res,1,yes,no,bad
0<=X<200,6,no credits/all paid,retraining,16194,no known savings,1<=X<4,2,male single,none,1,life insurance,20,bank,for free,3,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,5,no credits/all paid,domestic appliance,16573,100<=X<500,1<=X<4,1,male single,none,1,car,22,bank,for free,2,unemp/unskilled non res,2,yes,no,good
0<=X<200,4,critical/other existing credit,radio/tv,16210,100<=X<500,1<=X<4,1,male single,none,1,real estate,21,bank,for free,1,unemp/unskilled non res,2,yes,no,good
0<=X<200,5,delayed previously,radio/tv,517,no known savings,>=7,1,male single,none,1,real estate,20,bank,for free,2,unemp/unskilled non res,2,yes,no,good
no checking,5,no credits/all paid,retraining,714,no known savings,>=7,2,male single,none,1,car,21,bank,for free,3,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,5,existing paid,radio/tv,1312,>=1000,>=7,2,male single,none,1,life insurance,22,bank,for free,1,high qualif/self emp/mgmt,2,yes,no,bad
no checking,5,delayed previously,retraining,1059,no known savings,unemployed,1,male single,none,1,car,22,bank,for free,2,unemp/unskilled non res,1,yes,no,good
0<=X<200,5,delayed previously,domestic appliance,365,100<=X<500,>=7,1,male single,none,1,life insurance,21,bank,for free,1,unemp/unskilled non res,1,yes,no,bad
0<=X<200,4,existing paid,radio/tv,13463,>=1000,1<=X<4,2,male single,none,1,real estate,20,bank,for free,2,high qualif/self emp/mgmt,2,yes,no,bad
no checking,6,existing paid,domestic appliance,5733,>=1000,1<=X<4,2,male single,none,1,life insurance,20,bank,for free,3,unemp/unskilled non res,1,yes,no,bad
0<=X<200,6,delayed previously,radio/tv,15558,no known savings,1<=X<4,1,male single,none,1,real estate,22,bank,for free,1,high qualif/self emp/mgmt,2,yes,no,good
0<=X<200,6,existing paid,domestic appliance,16841,no known savings,1<=X<4,2,male single,none,1,life insurance,21,bank,for free,3,unemp/unskilled non res,1,yes,no,bad
no checking,4,existing paid,domestic appliance,15338,no known savings,1<=X<4,1,male single,none,1,car,22,bank,for free,3,unemp/unskilled non res,1,yes,no,good
0<=X<200,5,existing paid,radio/tv,17685,>=1000,1<=X<4,2,male single,none,1,life insurance,21,bank,for free,3,high qualif/self emp/mgmt,2,yes,no,bad
0<=X<200,6,existing paid,retraining,855,100<=X<500,unemployed,1,male single,none,1,life insurance,21,bank,for free,1,unemp/unskilled non res,1,yes,no,bad
0<=X<200,5,no credits/all paid,retraining,17688,no known savings,1<=X<4,2,male single,none,1,life insurance,21,bank,for free,2,unemp/unskilled non res,1,yes,no,bad
0<=X<200,5,delayed previously,retraining,1329,<100,>=7,2,male single,none,1,life insurance,21,bank,for free,1,high qualif/self emp/mgmt,2,yes,no,bad
0<=X<200,6,delayed previously,domestic appliance,1009,>=1000,unemployed,2,male single,none,1,life insurance,20,bank,for free,2,unemp/unskilled non res,2,yes,no,bad
no checking,4,delayed previously,domestic appliance,365,>=1000,>=7,1,male single,none,1,life insurance,22,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,5,delayed previously,domestic appliance,1289,>=1000,unemployed,1,male single,none,1,life insurance,22,bank,for free,2,unemp/unskilled non res,2,yes,no,bad
0<=X<200,5,existing paid,domestic appliance,1181,100<=X<500,unemployed,2,male single,none,1,life insurance,22,bank,for free,3,unemp/unskilled non res,1,yes,no,bad
no checking,6,existing paid,domestic appliance,1089,<100,unemployed,2,male single,none,1,real estate,22,bank,for free,3,unemp/unskilled non res,1,yes,no,good
0<=X<200,5,existing paid,retraining,13239,100<=X<500,1<=X<4,1,male single,none,1,real estate,22,bank,for free,2,high qualif/self emp/mgmt,2,yes,no,good
0<=X<200,5,critical/other existing credit,retraining,13674,no known savings,1<=X<4,1,male single,none,1,car,21,bank,for free,1,unemp/unskilled non res,2,yes,no,good
0<=X<200,6,no credits/all paid,furniture/equipment,15663,<100,1<=X<4,2,male single,none,1,life insurance,21,bank,for free,3,unemp/unskilled non res,2,yes,no,bad
0<=X<200,5,no credits/all paid,retraining,572,no known savings,>=7,2,male single,none,1,real estate,21,bank,for free,1,unemp/unskilled non res,2,yes,no,good
0<=X<200,6,critical/other existing credit,furniture/equipment,17399,>=1000,1<=X<4,1,male single,none,1,car,22,bank,for free,1,unemp/unskilled non res,2,yes,no,good
0<=X<200,5,no credits/all paid,radio/tv,2027,<100,unemployed,1,male single,none,1,real estate,21,bank,for free,2,unemp/unskilled non res,2,yes,no,good
0<=X<200,5,no credits/all paid,retraining,1570,100<=X<500,>=7,1,male single,none,1,life insurance,21,bank,for free,3,high qualif/self emp/mgmt,2,yes,no,bad
0<=X<200,6,no credits/all paid,retraining,1342,>=1000,>=7,2,male single,none,1,life insurance,22,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,4,critical/other existing credit,radio/tv,15911,>=1000,1<=X<4,1,male single,none,1,real estate,20,bank,for free,3,high qualif/self emp/mgmt,2,yes,no,good
0<=X<200,5,delayed previously,radio/tv,1274,no known savings,>=7,1,male single,none,1,car,22,bank,for free,2,high qualif/self emp/mgmt,2,yes,no,good
no checking,5,no credits/all paid,domestic appliance,1166,100<=X<500,unemployed,2,male single,none,1,life insurance,21,bank,for free,1,unemp/unskilled non res,1,yes,no,bad
no checking,6,no credits/all paid,retraining,768,no known savings,>=7,2,male single,none,1,car,21,bank,for free,3,high qualif/self emp/mgmt,1,yes,no,bad
no checking,4,delayed previously,retraining,13055,no known savings,1<=X<4,2,male single,none,1,life insurance,22,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,6,critical/other existing credit,furniture/equipment,15006,>=1000,1<=X<4,1,male single,none,1,real estate,20,bank,for free,3,high qualif/self emp/mgmt,2,yes,no,good
0<=X<200,6,no credits/all paid,retraining,15567,<100,1<=X<4,2,male single,none,1,life insurance,22,bank,for free,1,unemp/unskilled non res,1,yes,no,bad
no checking,6,delayed previously,domestic appliance,16477,100<=X<500,1<=X<4,2,male single,none,1,real estate,21,bank,for free,3,unemp/unskilled non res,1,yes,no,bad
no checking,6,no credits/all paid,retraining,1154,100<=X<500,unemployed,1,male single,none,1,life insurance,20,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,5,existing paid,radio/tv,15857,100<=X<500,1<=X<4,1,male single,none,1,real estate,20,bank,for free,1,unemp/unskilled non res,2,yes,no,good
0<=X<200,5,no credits/all paid,furniture/equipment,865,<100,>=7,2,male single,none,1,real estate,22,bank,for free,1,high qualif/self emp/mgmt,2,yes,no,good
no checking,5,no credits/all paid,domestic appliance,12851,<100,1<=X<4,2,male single,none,1,life insurance,21,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,6,existing paid,furniture/equipment,15695,100<=X<500,1<=X<4,2,male single,none,1,real estate,21,bank,for free,2,unemp/unskilled non res,2,yes,no,bad
0<=X<200,5,existing paid,furniture/equipment,1186,>=1000,unemployed,2,male single,none,1,life insurance,21,bank,for free,3,high qualif/self emp/mgmt,2,yes,no,bad
0<=X<200,4,no credits/all paid,retraining,949,>=1000,>=7,1,male single,none,1,life insurance,21,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,4,no credits/all paid,furniture/equipment,700,<100,unemployed,2,male single,none,1,real estate,22,bank,for free,2,unemp/unskilled non res,2,yes,no,good
0<=X<200,6,existing paid,domestic appliance,270,100<=X<500,unemployed,2,male single,none,1,life insurance,20,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,bad
no checking,5,existing paid,retraining,1094,<100,>=7,2,male single,none,1,car,22,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,good
0<=X<200,5,delayed previously,retraining,1131,>=1000,>=7,1,male single,none,1,life insurance,21,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,6,no credits/all paid,furniture/equipment,1427,<100,>=7,2,male single,none,1,real estate,22,bank,for free,2,high qualif/self emp/mgmt,2,yes,no,good
0<=X<200,6,delayed previously,domestic appliance,433,>=1000,>=7,1,male single,none,1,life insurance,21,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,6,critical/other existing credit,retraining,273,100<=X<500,unemployed,1,male single,none,1,life insurance,21,bank,for free,2,high qualif/self emp/mgmt,2,yes,no,bad
0<=X<200,6,existing paid,furniture/equipment,1042,>=1000,unemployed,2,male single,none,1,life insurance,22,bank,for free,3,high qualif/self emp/mgmt,2,yes,no,bad
0<=X<200,6,no credits/all paid,domestic appliance,781,no known savings,>=7,2,male single,none,1,car,21,bank,for free,2,high qualif/self emp/mgmt,2,yes,no,bad
0<=X<200,6,existing paid,domestic appliance,786,100<=X<500,unemployed,1,male single,none,1,life insurance,22,bank,for free,1,high qualif/self emp/mgmt,2,yes,no,bad
0<=X<200,6,delayed previously,domestic appliance,1875,no known savings,unemployed,1,male single,none,1,real estate,22,bank,for free,3,unemp/unskilled non res,2,yes,no,good
0<=X<200,4,existing paid,retraining,15130,<100,1<=X<4,2,male single,none,1,life insurance,21,bank,for free,2,high qualif/self emp/mgmt,2,yes,no,bad
0<=X<200,6,existing paid,radio/tv,16362,no known savings,1<=X<4,2,male single,none,1,car,22,bank,for free,1,unemp/unskilled non res,2,yes,no,bad
0<=X<200,5,existing paid,retraining,987,no known savings,>=7,1,male single,none,1,real estate,21,bank,for free,3,unemp/unskilled non res,2,yes,no,good
0<=X<200,5,existing paid,radio/tv,640,no known savings,>=7,2,male single,none,1,real estate,20,bank,for free,3,unemp/unskilled non res,2,yes,no,good
0<=X<200,6,delayed previously,radio/tv,783,100<=X<500,>=7,2,male single,none,1,life insurance,22,bank,for free,1,unemp/unskilled non res,2,yes,no,bad
0<=X<200,6,existing paid,furniture/equipment,704,no known savings,unemployed,1,male single,none,1,car,22,bank,for free,2,unemp/unskilled non res,2,yes,no,good
0<=X<200,5,no credits/all paid,domestic appliance,418,>=1000,>=7,1,male single,none,1,life insurance,22,bank,for free,1,unemp/unskilled non res,1,yes,no,bad
0<=X<200,6,critical/other existing credit,domestic appliance,1096,100<=X<500,unemployed,1,male single,none,1,life insurance,21,bank,for free,3,high qualif/self emp/mgmt,2,yes,no,bad
no checking,6,existing paid,retraining,595,no known savings,unemployed,2,male single,none,1,car,21,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,good
0<=X<200,5,existing paid,radio/tv,380,no known savings,>=7,2,male single,none,1,car,22,bank,for free,3,high qualif/self emp/mgmt,2,yes,no,good
no checking,6,no credits/all paid,retraining,18366,100<=X<500,1<=X<4,2,male single,none,1,real estate,22,bank,for free,2,unemp/unskilled non res,1,yes,no,bad
0<=X<200,6,existing paid,retraining,18288,>=1000,1<=X<4,1,male single,none,1,real estate,22,bank,for free,1,unemp/unskilled non res,2,yes,no,good
0<=X<200,6,critical/other existing credit,radio/tv,10212,no known savings,1<=X<4,1,male single,none,1,real estate,22,bank,for free,3,high qualif/self emp/mgmt,2,yes,no,good
0<=X<200,5,no credits/all paid,domestic appliance,14791,100<=X<500,1<=X<4,2,male single,none,1,real estate,20,bank,for free,1,high qualif/self emp/mgmt,2,yes,no,bad
no checking,5,existing paid,domestic appliance,14988,<100,1<=X<4,2,male single,none,1,life insurance,22,bank,for free,3,unemp/unskilled non res,1,yes,no,bad
0<=X<200,5,existing paid,retraining,1948,100<=X<500,unemployed,2,male single,none,1,life insurance,21,bank,for free,1,unemp/unskilled non res,1,yes,no,bad
0<=X<200,4,delayed previously,furniture/equipment,901,>=1000,>=7,2,male single,none,1,life insurance,21,bank,for free,3,high qualif/self emp/mgmt,2,yes,no,bad
0<=X<200,6,critical/other existing credit,furniture/equipment,13051,100<=X<500,1<=X<4,1,male single,none,1,car,21,bank,for free,2,high qualif/self emp/mgmt,2,yes,no,good
no checking,5,existing paid,domestic appliance,1288,no known savings,unemployed,2,male single,none,1,car,21,bank,for free,3,high qualif/self emp/mgmt,1,yes,no,good
0<=X<200,6,existing paid,retraining,970,>=1000,>=7,1,male single,none,1,life insurance,22,bank,for free,1,unemp/unskilled non res,2,yes,no,bad
0<=X<200,4,delayed previously,retraining,666,no known savings,unemployed,1,male single,none,1,life insurance,20,bank,for free,1,unemp/unskilled non res,1,yes,no,bad
no checking,4,no credits/all paid,domestic appliance,725,>=1000,>=7,2,male single,none,1,life insurance,22,bank,for free,1,unemp/unskilled non res,1,yes,no,bad
0<=X<200,6,no credits/all paid,furniture/equipment,2342,<100,1<=X<4,1,male single,none,1,real estate,21,bank,for free,3,high qualif/self emp/mgmt,2,yes,no,good
no checking,6,delayed previously,retraining,18376,no known savings,1<=X<4,2,male single,none,1,life insurance,22,bank,for free,3,unemp/unskilled non res,1,yes,no,bad
0<=X<200,5,critical/other existing credit,domestic appliance,770,no known savings,unemployed,1,male single,none,1,car,21,bank,for free,1,high qualif/self emp/mgmt,2,yes,no,bad
0<=X<200,5,existing paid,radio/tv,14056,>=1000,1<=X<4,1,male single,none,1,car,21,bank,for free,2,high qualif/self emp/mgmt,2,yes,no,good
no checking,6,existing paid,retraining,1060,no known savings,unemployed,2,male single,none,1,real estate,21,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,good
no checking,5,no credits/all paid,retraining,1130,no known savings,>=7,2,male single,none,1,real estate,20,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,good
0<=X<200,4,no credits/all paid,domestic appliance,405,no known savings,unemployed,2,male single,none,1,real estate,21,bank,for free,1,unemp/unskilled non res,1,yes,no,good
0<=X<200,6,delayed previously,retraining,465,<100,unemployed,1,male single,none,1,real estate,20,bank,for free,3,unemp/unskilled non res,1,yes,no,good
0<=X<200,6,critical/other existing credit,radio/tv,1028,>=1000,>=7,2,male single,none,1,life insurance,21,bank,for free,1,unemp/unskilled non res,2,yes,no,bad
0<=X<200,5,existing paid,retraining,1256,100<=X<500,unemployed,1,male single,none,1,life insurance,21,bank,for free,3,unemp/unskilled non res,2,yes,no,bad
0<=X<200,6,delayed previously,domestic appliance,478,<100,>=7,2,male single,none,1,real estate,22,bank,for free,3,high qualif/self emp/mgmt,2,yes,no,bad
0<=X<200,5,critical/other existing credit,furniture/equipment,548,>=1000,unemployed,1,male single,none,1,life insurance,21,bank,for free,3,unemp/unskilled non res,2,yes,no,bad
0<=X<200,5,critical/other existing credit,radio/tv,14318,no known savings,1<=X<4,2,male single,none,1,car,22,bank,for free,2,high qualif/self emp/mgmt,2,yes,no,bad
0<=X<200,5,critical/other existing credit,radio/tv,1320,>=1000,>=7,2,male single,none,1,life insurance,21,bank,for free,2,high qualif/self emp/mgmt,2,yes,no,bad
0<=X<200,6,delayed previously,retraining,643,no known savings,unemployed,1,male single,none,1,real estate,21,bank,for free,3,high qualif/self emp/mgmt,2,yes,no,good
0<=X<200,5,delayed previously,furniture/equipment,14725,<100,1<=X<4,1,male single,none,1,real estate,22,bank,for free,1,high qualif/self emp/mgmt,2,yes,no,good
0<=X<200,4,existing paid,domestic appliance,17528,100<=X<500,1<=X<4,2,male single,none,1,life insurance,22,bank,for free,3,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,5,no credits/all paid,retraining,981,100<=X<500,>=7,1,male single,none,1,life insurance,22,bank,for free,3,unemp/unskilled non res,1,yes,no,bad
no checking,5,delayed previously,domestic appliance,18275,100<=X<500,1<=X<4,1,male single,none,1,car,22,bank,for free,1,unemp/unskilled non res,1,yes,no,good
0<=X<200,5,no credits/all paid,domestic appliance,16657,100<=X<500,1<=X<4,1,male single,none,1,car,20,bank,for free,2,unemp/unskilled non res,2,yes,no,good
0<=X<200,5,delayed previously,domestic appliance,1207,<100,unemployed,2,male single,none,1,real estate,21,bank,for free,1,unemp/unskilled non res,1,yes,no,good
no checking,4,no credits/all paid,retraining,14867,no known savings,1<=X<4,1,male single,none,1,real estate,21,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,good
0<=X<200,5,delayed previously,retraining,989,>=1000,unemployed,2,male single,none,1,life insurance,20,bank,for free,3,high qualif/self emp/mgmt,2,yes,no,bad
0<=X<200,4,existing paid,domestic appliance,1349,>=1000,unemployed,1,male single,none,1,life insurance,22,bank,for free,3,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,5,no credits/all paid,furniture/equipment,916,>=1000,>=7,1,male single,none,1,life insurance,21,bank,for free,3,unemp/unskilled non res,2,yes,no,bad
0<=X<200,4,no credits/all paid,retraining,16769,>=1000,1<=X<4,2,male single,none,1,life insurance,22,bank,for free,1,unemp/unskilled non res,1,yes,no,bad
no checking,5,existing paid,retraining,1303,<100,unemployed,1,male single,none,1,car,20,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,5,delayed previously,furniture/equipment,536,no known savings,unemployed,2,male single,none,1,car,21,bank,for free,1,unemp/unskilled non res,2,yes,no,bad
0<=X<200,6,existing paid,retraining,748,100<=X<500,unemployed,2,male single,none,1,life insurance,22,bank,for free,2,unemp/unskilled non res,2,yes,no,bad
0<=X<200,6,delayed previously,domestic appliance,11104,<100,1<=X<4,1,male single,none,1,car,22,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,good
0<=X<200,5,existing paid,domestic appliance,17723,100<=X<500,1<=X<4,2,male single,none,1,life insurance,22,bank,for free,2,unemp/unskilled non res,2,yes,no,bad
0<=X<200,5,delayed previously,domestic appliance,1162,no known savings,>=7,2,male single,none,1,car,20,bank,for free,3,unemp/unskilled non res,1,yes,no,good
no checking,5,existing paid,retraining,18056,<100,1<=X<4,2,male single,none,1,life insurance,21,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,bad
0<=X<200,5,critical/other existing credit,retraining,13377,<100,1<=X<4,1,male single,none,1,real estate,21,bank,for free,1,unemp/unskilled non res,2,yes,no,good
0<=X<200,4,delayed previously,radio/tv,16896,no known savings,1<=X<4,2,male single,none,1,car,22,bank,for free,3,unemp/unskilled non res,2,yes,no,good
0<=X<200,5,critical/other existing credit,radio/tv,2624,>=1000,1<=X<4,2,male single,none,1,life insurance,22,bank,for free,1,unemp/unskilled non res,2,yes,no,bad
0<=X<200,5,no credits/all paid,retraining,883,>=1000,>=7,2,male single,none,1,life insurance,21,bank,for free,3,unemp/unskilled non res,1,yes,no,bad
0<=X<200,6,no credits/all paid,domestic appliance,1325,>=1000,unemployed,1,male single,none,1,life insurance,22,bank,for free,2,unemp/unskilled non res,1,yes,no,bad
no checking,5,delayed previously,retraining,955,>=1000,>=7,1,male single,none,1,life insurance,21,bank,for free,1,unemp/unskilled non res,1,yes,no,bad
no checking,6,delayed previously,retraining,13406,no known savings,1<=X<4,2,male single,none,1,life insurance,21,bank,for free,2,unemp/unskilled non res,1,yes,no,bad
0<=X<200,5,no credits/all paid,domestic appliance,16813,<100,1<=X<4,1,male single,none,1,real estate,22,bank,for free,1,unemp/unskilled non res,2,yes,no,good
