checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
>=200,4,existing paid,other,326,>=1000,4<=X<7,1,male single,guarantor,1,real estate,21,stores,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,other,352,>=1000,4<=X<7,1,male single,guarantor,1,real estate,22,stores,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,other,378,>=1000,4<=X<7,1,male single,guarantor,1,real estate,20,stores,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,other,268,>=1000,4<=X<7,1,male single,guarantor,1,real estate,22,stores,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,all paid,repairs,362,>=1000,1<=X<4,1,male div/sep,guarantor,1,car,21,bank,for free,1,unskilled resident,1,yes,no,good
>=200,4,no credits/all paid,repairs,378,>=1000,unemployed,1,male div/sep,guarantor,1,car,21,bank,for free,1,unskilled resident,1,yes,no,good
>=200,4,existing paid,repairs,366,>=1000,4<=X<7,1,male single,guarantor,1,real estate,21,stores,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,other,346,>=1000,4<=X<7,1,male single,guarantor,1,real estate,20,stores,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,no credits/all paid,other,263,>=1000,unemployed,1,male div/sep,guarantor,1,car,20,stores,for free,1,unskilled resident,1,yes,no,good
>=200,4,all paid,repairs,383,>=1000,1<=X<4,1,male div/sep,guarantor,1,car,22,bank,for free,1,unskilled resident,1,yes,no,good
>=200,4,existing paid,repairs,331,>=1000,>=7,1,male single,guarantor,1,real estate,22,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,repairs,295,>=1000,4<=X<7,1,male single,guarantor,1,real estate,21,stores,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,repairs,372,>=1000,4<=X<7,1,male single,guarantor,1,real estate,21,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,other,281,>=1000,4<=X<7,1,male single,guarantor,1,real estate,21,stores,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,all paid,repairs,380,>=1000,unemployed,1,male div/sep,guarantor,1,car,20,stores,for free,1,unskilled resident,1,yes,no,good
>=200,4,no credits/all paid,repairs,343,>=1000,1<=X<4,1,male div/sep,guarantor,1,car,21,bank,for free,1,unskilled resident,1,yes,no,good
>=200,4,existing paid,repairs,277,>=1000,4<=X<7,1,male single,guarantor,1,real estate,22,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,other,305,>=1000,4<=X<7,1,male single,guarantor,1,real estate,20,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,all paid,other,396,>=1000,unemployed,1,male div/sep,guarantor,1,car,21,stores,for free,1,unskilled resident,1,yes,no,good
>=200,4,existing paid,other,319,>=1000,4<=X<7,1,male single,guarantor,1,real estate,21,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,repairs,389,>=1000,>=7,1,male single,guarantor,1,real estate,21,stores,for free,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,other,291,>=1000,4<=X<7,1,male single,guarantor,1,real estate,22,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,other,276,>=1000,4<=X<7,1,male single,guarantor,1,real estate,22,stores,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,other,387,>=1000,4<=X<7,1,male single,guarantor,1,real estate,21,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,repairs,331,>=1000,4<=X<7,1,male single,guarantor,1,real estate,20,stores,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,other,286,>=1000,4<=X<7,1,male single,guarantor,1,real estate,22,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,other,341,>=1000,4<=X<7,1,male single,guarantor,1,real estate,21,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,other,344,>=1000,4<=X<7,1,male single,guarantor,1,real estate,22,stores,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,other,360,>=1000,4<=X<7,1,male single,guarantor,1,real estate,22,stores,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,other,396,>=1000,4<=X<7,1,male single,guarantor,1,real estate,22,stores,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,no credits/all paid,repairs,326,>=1000,1<=X<4,1,male mar/wid,guarantor,1,car,22,stores,for free,1,unskilled resident,1,yes,no,good
>=200,4,no credits/all paid,other,368,>=1000,>=7,1,male div/sep,guarantor,1,car,21,bank,for free,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,repairs,317,>=1000,4<=X<7,1,male single,guarantor,1,real estate,21,stores,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,all paid,repairs,366,>=1000,1<=X<4,1,male div/sep,guarantor,1,car,20,bank,for free,1,unskilled resident,1,yes,no,good
>=200,4,existing paid,other,273,>=1000,4<=X<7,1,male single,guarantor,1,real estate,22,stores,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,all paid,other,266,>=1000,1<=X<4,1,male mar/wid,guarantor,1,car,20,stores,for free,1,unskilled resident,1,yes,no,good
>=200,4,existing paid,other,391,>=1000,4<=X<7,1,male single,guarantor,1,real estate,20,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,repairs,333,>=1000,4<=X<7,1,male single,guarantor,1,real estate,20,bank,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,repairs,339,>=1000,4<=X<7,1,male single,guarantor,1,real estate,22,stores,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,all paid,other,302,>=1000,unemployed,1,male mar/wid,guarantor,1,car,21,stores,for free,1,unskilled resident,1,yes,no,good
>=200,4,no credits/all paid,repairs,368,>=1000,unemployed,1,male div/sep,guarantor,1,car,22,bank,for free,1,unskilled resident,1,yes,no,good
>=200,4,all paid,other,391,>=1000,1<=X<4,1,male div/sep,guarantor,1,car,20,bank,for free,1,unskilled resident,1,yes,no,good
>=200,4,no credits/all paid,repairs,361,>=1000,1<=X<4,1,male div/sep,guarantor,1,car,22,stores,for free,1,unskilled resident,1,yes,no,good
>=200,4,existing paid,other,386,>=1000,4<=X<7,1,male single,guarantor,1,real estate,21,stores,for free,2,high qualif/self emp/mgmt,1,yes,no,good
>=200,4,existing paid,other,348,>=1000,4<=X<7,1,male single,guarantor,1,real estate,21,stores,for free,2,high qualif/self emp/mgmt,1,yes,no,good
