checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
<0,7,all paid,retraining,551,500<=X<1000,<1,2,male mar/wid,none,1,real estate,19,stores,for free,1,skilled,1,none,no,good
>=200,7,all paid,domestic appliance,668,500<=X<1000,<1,4,male mar/wid,none,1,life insurance,19,stores,for free,1,high qualif/self emp/mgmt,1,none,no,good
<0,6,all paid,retraining,389,500<=X<1000,>=7,1,male mar/wid,co applicant,1,car,20,stores,for free,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,12,all paid,domestic appliance,632,500<=X<1000,<1,2,male mar/wid,co applicant,1,real estate,21,stores,for free,1,high qualif/self emp/mgmt,1,none,no,good
>=200,4,all paid,new car,306,500<=X<1000,<1,2,male mar/wid,none,1,real estate,20,stores,for free,1,high qualif/self emp/mgmt,1,none,no,good
<0,9,all paid,new car,380,500<=X<1000,<1,2,male mar/wid,co applicant,1,real estate,20,stores,for free,1,skilled,1,none,no,good
<0,10,all paid,other,899,500<=X<1000,<1,2,male mar/wid,co applicant,1,real estate,20,stores,for free,1,skilled,1,none,no,good
>=200,9,all paid,new car,1108,500<=X<1000,<1,4,male mar/wid,none,1,life insurance,20,stores,for free,1,skilled,1,none,no,good
>=200,6,all paid,domestic appliance,983,500<=X<1000,>=7,1,male mar/wid,co applicant,1,car,20,stores,for free,1,high qualif/self emp/mgmt,1,yes,no,good
<0,10,all paid,new car,654,500<=X<1000,<1,4,male mar/wid,none,1,no known property,20,stores,for free,1,skilled,1,none,no,good
>=200,10,all paid,new car,869,500<=X<1000,<1,2,male mar/wid,none,1,real estate,21,stores,for free,1,high qualif/self emp/mgmt,1,none,no,good
>=200,7,all paid,new car,510,500<=X<1000,<1,2,male mar/wid,none,1,real estate,21,stores,for free,1,high qualif/self emp/mgmt,1,none,no,good
>=200,7,all paid,other,992,500<=X<1000,<1,2,male mar/wid,co applicant,1,real estate,21,stores,for free,1,high qualif/self emp/mgmt,1,none,no,good
<0,10,all paid,retraining,656,500<=X<1000,<1,4,male mar/wid,none,1,life insurance,19,stores,for free,1,high qualif/self emp/mgmt,1,none,no,good
>=200,10,all paid,other,953,500<=X<1000,<1,4,male mar/wid,none,1,no known property,20,stores,for free,1,skilled,1,none,no,good
<0,9,all paid,retraining,316,500<=X<1000,<1,4,male mar/wid,none,1,no known property,20,stores,for free,1,skilled,1,none,no,good
<0,9,all paid,retraining,710,500<=X<1000,<1,2,male mar/wid,none,1,real estate,19,stores,for free,1,high qualif/self emp/mgmt,1,none,no,good
>=200,10,all paid,other,1039,500<=X<1000,>=7,1,male mar/wid,co applicant,1,car,20,stores,for free,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,19,all paid,new car,384,500<=X<1000,unemployed,2,male mar/wid,co applicant,1,real estate,20,stores,for free,1,high qualif/self emp/mgmt,1,none,no,good
>=200,19,all paid,other,453,500<=X<1000,<1,2,male mar/wid,none,1,real estate,21,stores,for free,1,skilled,1,none,no,good
<0,11,all paid,other,433,500<=X<1000,<1,4,male mar/wid,co applicant,1,life insurance,21,stores,for free,1,high qualif/self emp/mgmt,1,none,no,good
>=200,4,all paid,other,1110,500<=X<1000,<1,4,male mar/wid,none,1,no known property,20,stores,for free,1,skilled,1,none,no,good
>=200,7,all paid,new car,1062,500<=X<1000,>=7,1,male mar/wid,co applicant,1,car,19,stores,for free,1,high qualif/self emp/mgmt,1,yes,no,good
