school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,16,U,GT3,T,2,1,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,1,3,1,12,12,12
GP,F,16,U,GT3,T,2,2,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,4,1,12,12,12
GP,F,17,U,GT3,T,2,3,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,5,2,12,12,13
GP,F,16,U,GT3,T,2,3,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,5,1,12,12,13
GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,2,3,1,2,1,3,13,14,14
GP,F,16,U,GT3,T,3,1,other,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,1,2,14,14,15
GP,M,16,U,GT3,T,3,4,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,1,5,3,12,12,13
GP,M,16,U,GT3,T,3,3,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,2,5,1,13,13,13
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,1,5,2,12,12,12
GP,M,16,U,GT3,T,4,2,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,3,11,11,11
GP,M,16,U,GT3,T,4,4,teacher,other,course,father,2,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,2,5,5,4,10,10,11
GP,F,15,U,GT3,T,4,4,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,5,2,13,14,14
GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,2,12,12,12
GP,F,16,U,GT3,T,4,3,other,other,home,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,2,3,1,13,12,13
GP,M,17,U,GT3,T,3,3,services,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,4,6,10,10,11
GP,M,17,U,GT3,T,3,3,services,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,3,3,4,2,5,4,8,11,11,11
MS,F,18,U,GT3,T,2,1,at_home,other,course,mother,1,1,1,no,yes,no,no,yes,yes,yes,yes,5,4,3,1,1,5,7,9,9,9
