school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,17,U,GT3,T,2,2,at_home,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,1,5,3,10,10,11
GP,F,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,3,1,1,5,2,14,14,14
GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,3,2,13,13,14
GP,F,17,U,GT3,T,2,3,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,3,10,11,12
GP,F,17,U,GT3,T,2,2,services,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,5,11,11,12
GP,F,17,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,3,4,11,12,13
GP,M,17,U,GT3,T,2,2,other,other,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,3,5,2,4,5,3,11,11,11
GP,F,16,U,GT3,T,4,4,teacher,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,2,1,1,5,2,14,14,15
GP,F,16,U,GT3,T,4,4,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,2,14,14,14
GP,M,16,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,1,13,13,13
GP,F,17,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,4,7,10,10,11
GP,M,17,U,GT3,T,2,2,services,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,2,4,5,5,11,11,11
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,5,3,10,10,11
GP,F,18,U,GT3,T,1,1,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,5,7,9,9,10
GP,F,16,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,1,2,15,15,16
GP,M,16,U,GT3,T,4,3,services,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,3,1,1,5,3,12,12,13
GP,M,16,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,1,13,13,14
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,4,1,13,13,13
GP,F,16,U,GT3,T,4,4,teacher,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,2,1,1,5,3,14,14,15
GP,F,16,U,GT3,T,4,4,teacher,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,2,5,2,15,16,16
