V1,V6,V10,V12,V13,V14,V15,V2,V3,V4,V5,V7,V8,V9,V11,V16,Class
58,2143,5,261,1,-0.999999999999943,4.44089209850063e-16,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1
44,28.9999999999995,5,151,1,-0.999999999999936,4.44089209850063e-16,technician,single,secondary,no,yes,no,unknown,may,unknown,1
33,2,5,76.0000000000002,1,-0.999999999999936,5.55111512312578e-16,entrepreneur,divorced,secondary,yes,yes,yes,unknown,jun,unknown,1
42,1.99999999999955,5,380,1,-0.999999999999929,2.22044604925031e-16,entrepreneur,divorced,tertiary,yes,yes,yes,unknown,jun,unknown,1
51,228.999999999999,5,353,1,-0.999999999999936,2.22044604925031e-16,retired,divorced,primary,no,yes,no,telephone,oct,success,1
60,59.9999999999998,5,219,1,-0.999999999999929,3.33066907387547e-16,retired,divorced,primary,no,yes,no,telephone,oct,success,1
56,779,5,164,1,-0.999999999999936,5.55111512312578e-16,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1
40,-2.27373675443232e-13,5,181,1,-0.999999999999936,5.55111512312578e-16,retired,divorced,primary,no,yes,yes,telephone,oct,unknown,1
52,113,5,127,1,-0.999999999999936,5.55111512312578e-16,entrepreneur,divorced,secondary,yes,yes,yes,unknown,jun,unknown,1
36,265,5,348,1,-0.999999999999929,4.44089209850063e-16,services,single,secondary,yes,yes,yes,unknown,may,unknown,1
59,-1.36424205265939e-12,5,226,1,-0.999999999999936,5.55111512312578e-16,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
57,62.9999999999993,5,242,1,-0.999999999999943,2.22044604925031e-16,services,divorced,secondary,no,yes,no,unknown,may,unknown,1
37,0,5,137,1,-0.999999999999943,5.55111512312578e-16,student,single,secondary,yes,yes,yes,unknown,may,unknown,1
54,529,4.99999999999999,1492,1,-0.999999999999922,-1.22124532708767e-15,retired,divorced,primary,no,yes,no,unknown,oct,success,1
55,-9.09494701772928e-13,5,160,1,-0.999999999999943,5.55111512312578e-16,technician,divorced,secondary,no,yes,no,unknown,may,unknown,1
29,0,5,363,1,-0.999999999999936,0,management,single,tertiary,no,yes,no,unknown,may,unknown,1
48,-244.000000000001,5,253,1,-0.999999999999936,3.33066907387547e-16,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1
42,-76.0000000000005,4.99999999999999,787,1,-0.999999999999929,-5.55111512312578e-16,student,single,secondary,yes,yes,yes,unknown,may,unknown,1
38,243,5,174,1,-0.999999999999936,4.44089209850063e-16,entrepreneur,single,tertiary,yes,yes,yes,unknown,jun,unknown,1
40,23.9999999999998,5,185,1,-0.999999999999936,5.55111512312578e-16,unknown,single,unknown,no,yes,no,unknown,may,unknown,1
57,248.999999999999,5,164,1,-0.999999999999929,4.44089209850063e-16,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
33,790,5,391,1,-0.999999999999929,0,services,divorced,secondary,no,yes,yes,unknown,may,unknown,1
51,6530,5,91.0000000000002,1,-0.99999999999995,4.44089209850063e-16,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1
59,58.9999999999989,5,273,1,-0.999999999999929,4.44089209850063e-16,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1
55,1205,5,158,2,-0.99999999999995,7.7715611723761e-16,technician,divorced,secondary,no,yes,no,unknown,may,unknown,1
57,5935,5,258,1,-0.99999999999995,2.22044604925031e-16,blue-collar,married,primary,yes,yes,yes,unknown,may,unknown,1
31,24.9999999999995,5,172,1,-0.999999999999936,2.22044604925031e-16,services,divorced,secondary,yes,yes,yes,unknown,may,unknown,1
54,282,5,154,1,-0.999999999999936,5.55111512312578e-16,management,divorced,tertiary,yes,yes,yes,unknown,may,unknown,1
43,1937,5,181,1,-0.999999999999936,4.44089209850063e-16,technician,divorced,secondary,no,yes,no,unknown,may,unknown,1
44,582,5,211,1,-0.999999999999929,4.44089209850063e-16,blue-collar,married,primary,yes,yes,yes,unknown,may,unknown,1
