V1,V6,V10,V12,V13,V14,V15,V2,V3,V4,V5,V7,V8,V9,V11,V16,Class
58,2143,5,261,1,-1.00000000000001,0,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1
33,2.00000000000364,5,76.0000000000002,1,-0.999999999999993,2.22044604925031e-16,entrepreneur,married,unknown,yes,yes,yes,unknown,jun,unknown,1
33,1.00000000000341,5,198,1,-1,3.33066907387547e-16,unknown,single,unknown,no,no,no,unknown,jun,failure,1
35,231.000000000003,5,139,1,-1,2.22044604925031e-16,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1
42,2.00000000000205,5,380,1,-1.00000000000001,5.55111512312578e-16,entrepreneur,divorced,tertiary,yes,yes,yes,unknown,jun,unknown,1
58,121.000000000003,5,50.0000000000002,1,-1,3.33066907387547e-16,retired,divorced,primary,no,yes,no,telephone,oct,unknown,1
41,270.000000000003,5,222,1,-1.00000000000001,4.44089209850063e-16,admin.,divorced,secondary,no,yes,yes,unknown,may,other,1
29,390.000000000003,5,137,1,-0.999999999999986,4.44089209850063e-16,student,single,secondary,no,yes,no,unknown,may,other,1
53,6.00000000000114,5,517,1,-1.00000000000003,9.99200722162641e-16,technician,divorced,secondary,no,yes,no,unknown,may,unknown,1
58,71.0000000000032,5,71.0000000000002,1,-1.00000000000001,4.44089209850063e-16,unknown,single,unknown,no,yes,no,unknown,jun,unknown,1
57,162.000000000003,5,174,1,-1.00000000000001,5.55111512312578e-16,services,divorced,secondary,no,yes,yes,unknown,may,unknown,1
51,229.000000000002,5,353,1,-1.00000000000001,6.66133814775094e-16,retired,divorced,primary,no,yes,no,telephone,oct,unknown,1
56,779.000000000002,5,164,1,-1.00000000000001,1.11022302462516e-16,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1
40,3.18323145620525e-12,5,181,1,-1.00000000000001,3.33066907387547e-16,retired,divorced,primary,no,yes,yes,telephone,oct,unknown,1
36,265.000000000003,5,348,1,-1.00000000000001,5.55111512312578e-16,services,single,secondary,yes,yes,yes,unknown,may,unknown,1
59,2.50111042987555e-12,5,226,1,-1.00000000000001,2.22044604925031e-16,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
57,63.0000000000027,5,242,1,-1.00000000000001,6.66133814775094e-16,admin.,divorced,secondary,no,yes,no,unknown,may,unknown,1
53,-3.0000000000025,4.99999999999999,1666,1.00000000000001,-1.00000000000011,9.99200722162641e-16,technician,divorced,secondary,no,yes,no,unknown,jun,unknown,1
37,3.63797880709171e-12,5,137,1,-0.999999999999986,6.66133814775094e-16,student,single,secondary,no,yes,no,unknown,may,other,1
50,49.000000000003,5,180,2,-1.00000000000001,5.55111512312578e-16,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1
60,104.000000000004,5,22.0000000000003,1,-1.00000000000001,4.44089209850063e-16,unknown,married,unknown,no,yes,no,unknown,jun,unknown,1
54,528.999999999998,4.99999999999999,1492,1,-1.00000000000012,7.7715611723761e-16,retired,divorced,primary,no,yes,no,unknown,oct,success,1
54,1291,5,266,1,-1.00000000000001,1.11022302462516e-16,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
24,-102.999999999996,5,145,1,-0.999999999999993,1.11022302462516e-16,services,single,secondary,yes,yes,yes,unknown,may,unknown,1
47,306.000000000003,5,13.0000000000002,1,-0.999999999999993,4.44089209850063e-16,unknown,married,unknown,no,yes,no,unknown,jun,unknown,1
40,24.0000000000032,5,185,1,-1.00000000000001,2.22044604925031e-16,unknown,single,unknown,no,yes,no,unknown,may,unknown,1
32,4.32009983342141e-12,5,138,1,-0.999999999999986,1.11022302462516e-16,admin.,divorced,tertiary,no,yes,no,unknown,may,unknown,1
51,6529.99999999999,5,91,1,-0.999999999999957,1.11022302462516e-16,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1
55,1205,5,158,2,-0.999999999999993,5.55111512312578e-16,technician,divorced,secondary,no,yes,no,unknown,may,unknown,1
35,12223,5,177,0.999999999999999,-0.999999999999929,-7.7715611723761e-16,blue-collar,single,secondary,yes,yes,yes,unknown,may,unknown,1
31,25.0000000000039,5,172,1,-0.999999999999993,0,services,divorced,secondary,yes,yes,yes,unknown,may,unknown,1
54,282.000000000002,5,154,1,-1.00000000000001,5.55111512312578e-16,entrepreneur,divorced,tertiary,yes,yes,yes,unknown,may,unknown,1
43,1937,5,181,1,-0.999999999999986,5.55111512312578e-16,technician,divorced,secondary,no,yes,no,unknown,may,unknown,1
44,582.000000000002,5,211,1,-1.00000000000001,3.33066907387547e-16,blue-collar,married,primary,yes,yes,yes,unknown,jun,unknown,1
49,2.72848410531878e-12,5,272,1,-1.00000000000001,3.33066907387547e-16,services,divorced,secondary,yes,yes,yes,unknown,may,unknown,1
45,206.000000000003,5,193,1,-1.00000000000001,4.44089209850063e-16,student,single,secondary,no,yes,no,unknown,may,other,1
41,1270,4.99999999999999,1389,1,-1.00000000000009,8.88178419700125e-16,technician,single,secondary,no,yes,no,unknown,dec,success,2
46,16.0000000000032,5,188,2,-1.00000000000001,3.33066907387547e-16,services,divorced,tertiary,yes,yes,yes,unknown,may,unknown,1
57,486.000000000002,5,180,2,-1.00000000000001,4.44089209850063e-16,retired,divorced,primary,no,yes,no,unknown,oct,success,1
42,50.0000000000036,5,48.0000000000002,1,-0.999999999999993,3.33066907387547e-16,student,single,tertiary,no,yes,no,unknown,jun,unknown,1
59,179.000000000003,5,55.0000000000002,3,-1.00000000000001,-2.22044604925031e-16,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
27,3.18323145620525e-12,5,400,1,-1.00000000000001,2.22044604925031e-16,student,single,tertiary,no,yes,no,unknown,may,unknown,1
59,30.0000000000011,5,514,1,-1.00000000000004,4.44089209850063e-16,retired,divorced,secondary,no,yes,no,unknown,oct,other,1
29,31.0000000000039,5,194,1,-0.999999999999993,3.33066907387547e-16,admin.,divorced,secondary,no,yes,yes,unknown,may,unknown,1
59,81.0000000000025,5,107,1,-1.00000000000001,1.11022302462516e-16,retired,divorced,primary,no,yes,no,telephone,oct,other,1
59,262.000000000002,5,178,1,-1.00000000000001,4.44089209850063e-16,management,divorced,tertiary,no,yes,no,unknown,oct,unknown,1
56,56.0000000000018,5,439,1,-1.00000000000003,7.7715611723761e-16,unknown,divorced,unknown,no,yes,no,unknown,jun,unknown,1
51,26.0000000000034,5,79.0000000000002,1,-0.999999999999993,3.33066907387547e-16,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
34,3.00000000000341,5,120,3,-0.999999999999993,1.11022302462516e-16,unknown,single,unknown,no,yes,no,unknown,jun,failure,1
34,-15.9999999999961,5,78.0000000000002,1,-0.999999999999993,3.33066907387547e-16,services,divorced,secondary,yes,yes,yes,unknown,may,unknown,1
55,1185,5,677,1,-1.00000000000005,4.44089209850063e-16,unknown,single,unknown,no,no,no,unknown,jun,unknown,1
59,57.0000000000027,5,98.0000000000002,1,-1.00000000000001,4.44089209850063e-16,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
48,293.000000000002,5,243,1,-1.00000000000001,5.55111512312578e-16,unemployed,divorced,primary,yes,yes,no,unknown,feb,unknown,1
40,-4.00000000000478,5,2033,1.00000000000001,-1.00000000000011,2.66453525910038e-15,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1
51,1883,5,57.0000000000001,1,-0.999999999999986,2.22044604925031e-16,unknown,married,unknown,no,yes,no,unknown,jun,unknown,1
52,782.000000000002,5,93.0000000000002,3,-0.999999999999993,-1.11022302462516e-16,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
47,176.000000000002,5,303,2,-1.00000000000001,1.11022302462516e-16,student,single,secondary,no,yes,yes,unknown,may,other,1
40,1225,5,558,5,-1.00000000000002,-2.22044604925031e-16,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
50,2.50111042987555e-12,5,233,3,-1.00000000000001,6.66133814775094e-16,housemaid,married,primary,no,yes,no,unknown,jun,unknown,1
35,2.27373675443232e-13,5,1056,1,-1.00000000000007,7.7715611723761e-16,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
60,92.000000000003,5,130,1,-1.00000000000001,6.66133814775094e-16,admin.,divorced,secondary,no,yes,yes,unknown,may,other,1
34,51.0000000000043,5,19.0000000000003,2,-0.999999999999986,3.33066907387547e-16,technician,divorced,secondary,no,yes,no,unknown,may,unknown,1
31,37.0000000000032,5,313,1,-1.00000000000001,3.33066907387547e-16,services,divorced,tertiary,no,yes,no,unknown,may,unknown,1
38,253.000000000002,5,416,1,-1.00000000000001,5.55111512312578e-16,technician,divorced,secondary,no,yes,no,unknown,may,unknown,1
34,53.0000000000025,5,346,1,-1.00000000000001,3.33066907387547e-16,blue-collar,single,secondary,yes,yes,yes,unknown,may,unknown,1
51,2127,5,172,1,-0.999999999999993,4.44089209850063e-16,retired,divorced,primary,no,yes,no,unknown,oct,success,1
33,377.000000000003,5,217,1,-0.999999999999993,5.55111512312578e-16,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1
42,445.000000000003,5,67.0000000000002,1,-0.999999999999986,2.22044604925031e-16,services,divorced,secondary,no,yes,yes,unknown,may,unknown,1
