V1,V6,V10,V12,V13,V14,V15,V2,V3,V4,V5,V7,V8,V9,V11,V16,Class
33,1.00000000000136,5,198,1,-1,1.11022302462516e-16,unknown,married,unknown,no,no,no,telephone,jun,unknown,1
35,231,5,139,1,-0.999999999999993,2.22044604925031e-16,management,single,tertiary,no,yes,no,unknown,may,unknown,1
28,447.000000000002,5,217,1,-0.999999999999993,1.11022302462516e-16,management,single,tertiary,yes,yes,yes,unknown,may,unknown,1
43,592.999999999999,5,54.9999999999999,1,-1,2.22044604925031e-16,student,single,secondary,no,yes,no,unknown,may,unknown,1
29,390.000000000002,5,137,1,-0.999999999999993,1.11022302462516e-16,student,single,secondary,no,yes,yes,unknown,may,other,1
57,161.999999999998,4.99999999999999,174,1,-1.00000000000003,5.55111512312578e-16,services,divorced,secondary,no,yes,yes,unknown,may,unknown,1
51,228.999999999999,5,353,1,-1.00000000000003,7.7715611723761e-16,retired,divorced,primary,no,yes,no,telephone,dec,other,1
45,12.9999999999998,5,98,1,-1.00000000000001,2.22044604925031e-16,unknown,single,unknown,no,yes,no,unknown,may,unknown,1
57,51.9999999999989,4.99999999999999,38,1,-1.00000000000002,2.22044604925031e-16,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
60,59.9999999999982,4.99999999999999,219,1,-1.00000000000003,5.55111512312578e-16,retired,divorced,primary,no,yes,no,telephone,dec,other,1
56,778.999999999998,5,164,1,-1.00000000000003,6.66133814775094e-16,management,single,tertiary,no,yes,no,unknown,may,unknown,1
52,112.999999999999,5,127,1,-1.00000000000002,5.55111512312578e-16,entrepreneur,married,unknown,yes,yes,yes,unknown,nov,unknown,1
46,-246,5,255,2,-1.00000000000003,1.11022302462516e-16,student,single,tertiary,no,yes,no,unknown,may,other,1
60,38.9999999999984,4.99999999999999,208,1,-1.00000000000004,7.7715611723761e-16,services,divorced,secondary,yes,yes,yes,unknown,may,unknown,1
51,10635,5.00000000000001,336,0.999999999999998,-1,1.77635683940025e-15,management,single,tertiary,no,yes,no,unknown,may,unknown,1
37,2.27373675443232e-13,5,137,1,-1,2.22044604925031e-16,student,single,secondary,no,yes,yes,unknown,may,other,1
44,2586,5,160,1,-1.00000000000001,5.55111512312578e-16,services,divorced,secondary,no,yes,yes,unknown,dec,other,1
50,48.9999999999998,5,180,2,-1.00000000000003,1.11022302462516e-16,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1
54,528.999999999999,5,1492,1,-1.00000000000005,2.44249065417534e-15,retired,divorced,primary,no,yes,no,unknown,dec,other,1
48,-243.999999999999,5,253,1,-1.00000000000001,5.55111512312578e-16,management,divorced,tertiary,no,yes,no,unknown,dec,other,1
32,1.36424205265939e-12,5,179,1,-0.999999999999993,1.11022302462516e-16,management,single,tertiary,no,yes,no,unknown,may,unknown,1
38,424,5,104,1,-1,0,management,single,tertiary,no,yes,no,unknown,may,other,1
59,58.9999999999989,5,273,1,-1.00000000000003,7.7715611723761e-16,management,divorced,tertiary,no,yes,no,unknown,dec,other,1
35,12223,5.00000000000001,177,0.999999999999997,-0.999999999999964,1.66533453693773e-15,blue-collar,single,secondary,yes,yes,yes,unknown,may,unknown,1
57,5934.99999999999,5,258,1,-1.00000000000003,1.22124532708767e-15,blue-collar,married,primary,yes,yes,yes,unknown,may,unknown,1
54,281.999999999999,4.99999999999999,154,1,-1.00000000000003,4.44089209850063e-16,entrepreneur,divorced,tertiary,yes,yes,yes,unknown,may,unknown,1
55,90.9999999999986,5,349,1,-1.00000000000003,7.7715611723761e-16,services,divorced,secondary,no,yes,yes,unknown,dec,unknown,1
42,690,5,20,1,-1.00000000000001,1.11022302462516e-16,student,single,secondary,no,yes,no,unknown,may,unknown,1
59,2343,5,1042,1,-1.00000000000004,2.22044604925031e-15,admin.,divorced,secondary,no,yes,no,unknown,oct,success,2
46,137,5,246,1,-1.00000000000001,6.66133814775094e-16,entrepreneur,married,tertiary,yes,yes,yes,unknown,jun,unknown,1
56,44.9999999999989,5,1467,1,-1.00000000000006,2.55351295663786e-15,admin.,divorced,secondary,no,yes,no,unknown,oct,success,2
41,1270,5,1389,1,-1.00000000000003,1.99840144432528e-15,technician,single,secondary,no,yes,no,unknown,oct,success,2
57,485.999999999998,5,180,2,-1.00000000000003,5.55111512312578e-16,retired,divorced,primary,no,yes,no,unknown,dec,other,1
42,50,5,47.9999999999999,1,-1.00000000000001,0,student,single,tertiary,no,yes,no,unknown,jun,unknown,1
30,152.000000000001,5,213,2,-1.00000000000001,-1.11022302462516e-16,services,married,secondary,yes,yes,yes,unknown,may,unknown,1
60,289.999999999999,5,583,1,-1.00000000000004,1.22124532708767e-15,services,divorced,secondary,no,yes,yes,unknown,may,unknown,1
